Variable:,pr
,Japan,Aiti,Akita,Aomori,Ehime,Hukui,Hukuoka,Hukusima,Gifu,Gunma,Hirosima,Hokkaidoo,Hyoogo,Ibaraki,Isikawa,Iwate,Kagawa,Kagosima,Kanagawa,Kooti,Kumamoto,Kyooto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Ooita,Okayama,Okinawa,Oosaka,Saga,Saitama,Siga,Simane,Sizuoka,Totigi,Tokusima,Tookyoo,Tottori,Toyama,Tiba,Wakayama,Yamagata,Yamaguti,Yamanasi
1956,1757.21,1879.55,1613.44,1350.46,2017.94,2219.11,2339.95,1585.32,1977.36,1581.81,1830.79,1203.36,1707.67,1561.49,2057.88,1422.54,1472.45,2514.09,1881.02,2279.00,2683.63,1718.17,2146.97,1417.73,2877.32,1701.24,2550.96,2224.92,1926.94,2497.20,1655.23,2395.45,1625.55,2421.02,1467.48,1831.32,1978.47,2092.92,1622.54,2024.49,1649.58,1897.51,2223.13,1795.25,2308.76,1659.27,2182.87,1813.15
1957,1752.45,1874.54,1510.21,1339.35,2109.98,2217.76,2367.03,1464.15,1950.51,1510.43,1880.17,1286.27,1694.87,1466.95,1966.21,1346.09,1447.66,2518.32,1843.15,2399.48,2770.19,1725.59,2214.06,1300.85,2939.11,1657.79,2422.21,2296.98,1705.71,2559.56,1703.55,2015.12,1643.38,2415.56,1447.85,1874.92,2002.79,2062.90,1521.58,2076.33,1623.47,1968.51,2058.30,1744.40,2363.57,1487.07,2228.17,1805.14
1958,1784.35,1827.63,2018.77,1646.40,1800.06,2430.03,1876.67,1783.12,2039.68,1739.35,1696.73,1276.64,1703.19,1604.11,2322.03,1755.10,1379.78,2095.40,1835.35,2104.96,2159.20,1745.82,2166.42,1718.90,2332.80,1740.63,2058.86,2219.39,2281.27,2006.73,1599.69,1777.74,1598.56,1924.79,1513.62,1875.39,1860.62,2003.80,1753.27,1913.16,1651.69,1923.79,2493.30,1797.64,2309.93,2053.53,1891.20,1789.82
1959,1805.39,2062.99,1686.84,1386.50,1925.41,2750.34,2001.46,1656.08,2262.24,1659.35,1743.54,1174.90,1879.84,1578.04,2495.98,1507.15,1448.19,2501.47,1966.83,2276.32,2483.77,1972.01,2442.64,1523.77,2638.49,1820.95,2147.73,2500.00,2162.09,2213.80,1698.25,2541.24,1790.24,2119.06,1519.13,2164.81,1918.56,2222.17,1656.51,2082.21,1707.44,2054.18,2630.03,1873.45,2600.68,1810.05,1944.55,1926.70
1960,1537.04,1597.52,1606.33,1365.62,1656.02,1924.28,1684.86,1388.73,1643.97,1379.92,1502.60,1196.27,1520.38,1367.11,1753.08,1364.41,1251.20,1969.04,1643.46,1937.60,2037.47,1544.46,1948.69,1348.28,2230.77,1390.10,1801.23,2039.65,1661.41,1897.14,1427.98,1890.02,1450.78,1737.32,1310.22,1599.14,1622.62,1763.44,1408.44,1776.65,1476.30,1672.76,1857.29,1599.44,2108.72,1565.12,1654.89,1569.93
1961,1655.81,1719.68,1698.79,1426.79,1943.96,2185.02,1857.12,1431.92,1896.64,1424.08,1703.11,1171.91,1742.02,1343.38,2023.77,1475.19,1426.00,2361.22,1598.03,2254.72,2358.30,1756.95,2077.71,1404.09,2619.56,1554.18,2158.39,2175.24,1799.49,2197.41,1603.03,2030.84,1617.34,2035.12,1270.94,1790.39,1817.22,1816.51,1421.83,1995.43,1408.25,1877.79,2126.45,1532.89,2325.15,1655.77,1827.79,1580.50
1962,1604.88,1606.12,1511.14,1351.95,1879.18,1892.87,2181.37,1235.04,1663.52,1224.15,1624.66,1337.25,1457.49,1217.48,1705.04,1303.71,1232.37,2449.17,1525.57,2131.75,2675.67,1483.28,1930.84,1201.52,2832.40,1400.03,2262.10,2001.49,1568.82,2382.52,1423.95,1902.97,1433.56,2281.17,1175.33,1611.43,1755.65,1742.19,1242.60,1799.60,1339.83,1655.19,1808.56,1427.23,2068.73,1424.38,1955.00,1503.54
1963,1750.09,1727.18,1660.15,1447.71,2251.31,1971.03,2446.95,1432.54,1756.93,1478.84,1981.23,1294.80,1750.84,1405.41,1769.15,1426.67,1530.37,2405.84,1710.07,2539.75,2796.10,1732.36,2145.39,1329.44,2993.82,1535.22,2642.00,2269.42,1664.24,2636.56,1753.87,1186.45,1658.00,2504.66,1379.03,1745.83,2103.47,1874.20,1480.19,2138.55,1530.05,2001.33,1861.74,1615.12,2363.10,1543.48,2317.98,1667.14
1964,1629.07,1496.40,1838.48,1542.97,1674.97,2126.62,1676.29,1526.89,1789.25,1472.82,1626.83,1311.54,1552.79,1346.07,2050.69,1628.04,1214.15,2251.75,1502.49,1882.68,2177.31,1611.16,1683.13,1525.03,2396.57,1530.02,1802.15,1719.68,1975.23,1948.03,1477.15,2178.59,1332.22,1778.64,1221.69,1616.61,1797.35,1644.48,1480.55,1595.36,1340.01,1768.11,2206.92,1497.98,1813.47,1802.12,1713.79,1485.34
1965,1739.56,1793.87,1667.77,1459.21,2064.99,2249.53,2112.52,1449.80,1915.50,1505.39,1974.99,1286.31,1825.14,1425.09,2047.67,1374.85,1558.48,2376.70,1758.43,2362.60,2500.22,1828.16,2128.08,1332.31,2665.45,1629.59,2136.53,2211.81,1842.16,2322.42,1829.19,2118.42,1661.87,2133.33,1397.45,1870.35,2112.58,1972.18,1500.23,2092.06,1556.40,2115.59,2148.87,1656.77,2323.06,1613.41,2096.71,1725.36
1966,1857.67,1889.84,1890.56,1650.62,2244.62,2223.77,1972.18,1562.72,1973.68,1557.67,1872.47,1487.46,1811.63,1508.20,2021.02,1691.58,1572.73,2665.48,1795.17,2655.23,2641.72,1816.50,2312.56,1560.68,2979.22,1696.02,2098.00,2468.40,1815.76,2437.70,1752.94,2988.78,1780.75,2108.07,1448.59,1927.29,1947.70,2031.04,1584.40,2300.05,1595.13,1993.98,2136.57,1680.89,2627.94,1748.98,1993.47,1789.44
1967,1501.22,1578.95,1534.23,1322.98,1605.82,2045.53,1628.92,1302.99,1714.05,1273.43,1544.82,1177.05,1586.64,1217.01,1858.12,1341.37,1258.85,1888.76,1494.44,1909.75,1955.90,1608.72,1933.07,1264.64,2051.34,1369.60,1702.02,2057.38,1637.75,1761.66,1481.96,1857.19,1517.37,1702.91,1140.45,1694.21,1655.30,1672.25,1295.76,1758.80,1296.18,1743.00,1948.30,1431.52,2140.90,1479.64,1621.53,1413.85
1968,1585.84,1769.37,1660.58,1388.24,1609.17,2142.71,1754.99,1486.64,1854.84,1507.66,1474.45,1037.70,1601.66,1450.11,1927.58,1435.09,1248.60,2134.74,1764.71,1934.36,2254.20,1648.13,2111.99,1417.96,2359.33,1579.51,1871.10,2205.89,1803.49,1951.96,1432.74,1728.62,1572.95,1889.94,1404.93,1794.13,1618.71,1982.53,1527.58,1824.24,1559.73,1699.38,2052.71,1655.15,2259.45,1643.77,1603.76,1749.45
1969,1552.41,1602.51,1545.73,1314.22,1635.58,1986.80,1880.36,1390.77,1729.06,1413.63,1541.85,1182.36,1470.45,1349.19,1834.40,1325.23,1157.80,2288.03,1637.67,1854.74,2302.31,1517.46,1826.08,1296.46,2383.89,1493.73,2157.30,1893.34,1697.75,1983.62,1407.50,2460.25,1397.44,2013.77,1300.30,1630.43,1669.20,1798.56,1414.22,1640.29,1446.17,1664.57,1978.54,1561.68,1959.07,1520.92,1733.66,1599.03
1970,1567.48,1618.04,1328.64,1211.22,2019.71,1950.29,2088.53,1129.92,1661.03,1177.08,1744.21,1171.41,1654.90,1150.40,1724.65,1126.05,1384.36,2555.02,1530.14,2333.31,2661.05,1642.05,2042.06,1064.26,2929.01,1359.39,2386.28,2203.81,1444.71,2368.05,1565.86,2300.48,1609.12,2251.44,1142.23,1684.99,1824.49,1743.58,1167.11,2011.64,1321.86,1794.77,1822.69,1427.16,2347.54,1261.73,1933.22,1470.64
1971,1613.17,1674.62,1604.70,1374.69,1747.26,2040.28,1887.22,1466.30,1800.32,1466.21,1619.00,1171.02,1630.10,1364.72,1872.08,1445.75,1248.75,2264.51,1637.74,1996.00,2417.94,1682.11,2026.84,1394.80,2626.47,1541.53,1976.48,2089.44,1669.73,2120.32,1496.05,1675.58,1524.24,2001.40,1356.76,1725.30,1740.17,1828.21,1474.42,1743.77,1492.91,1762.99,1981.07,1530.10,2127.92,1575.54,1744.85,1669.97
1972,1969.86,1970.19,1949.11,1677.45,2451.10,2487.29,2805.05,1578.22,2123.65,1553.33,2258.23,1353.20,1949.57,1475.32,2220.65,1646.55,1671.00,2926.03,1784.03,2721.05,3223.51,1950.57,2408.80,1572.55,3331.57,1746.21,2897.28,2539.51,2090.98,2965.19,1992.14,2259.18,1833.24,2849.52,1401.71,2067.62,2476.98,2091.98,1554.66,2308.66,1557.61,2354.00,2374.43,1701.54,2652.18,1886.86,2673.93,1803.87
1973,1404.88,1433.21,1422.60,1329.33,1536.35,1741.42,1681.66,1064.06,1476.88,1073.93,1193.09,1263.84,1223.91,1071.58,1560.46,1189.27,1020.33,2221.45,1392.28,1804.37,2197.77,1265.88,1728.47,1049.31,2393.97,1209.58,1840.79,1779.08,1400.55,1948.39,1107.84,2140.27,1242.59,1815.56,1044.64,1443.20,1281.35,1557.09,1073.93,1573.07,1211.63,1295.69,1675.34,1309.06,1889.45,1252.86,1467.23,1322.10
1974,1636.63,1955.20,1566.71,1347.83,1830.26,2142.67,1783.38,1480.73,1978.87,1553.51,1611.54,1197.73,1625.02,1463.93,1885.34,1416.18,1346.49,1932.25,1834.30,2164.88,2020.17,1671.11,2310.88,1348.50,2147.62,1737.34,1944.39,2393.80,1644.96,1949.92,1530.72,2292.96,1668.99,1829.73,1483.49,1880.37,1689.80,2139.91,1554.72,1978.73,1625.77,1783.32,1974.32,1659.11,2433.63,1517.57,1755.88,1914.86
1975,1662.31,1746.86,1528.47,1395.21,1970.29,2093.21,1932.86,1330.21,1790.43,1349.14,1657.01,1342.86,1626.34,1361.93,1854.18,1329.17,1359.43,2556.81,1767.34,2303.09,2420.86,1647.41,2129.01,1242.02,2638.15,1518.69,2134.30,2245.57,1686.00,2200.92,1530.01,2597.13,1586.32,2065.56,1308.26,1758.40,1764.50,1960.01,1354.39,2006.20,1519.64,1812.89,1979.04,1711.82,2403.60,1453.37,1816.96,1658.64
1976,1709.46,1925.52,1535.56,1234.28,2076.90,2261.91,2097.41,1576.11,2010.30,1624.06,1835.32,1029.87,1815.27,1507.16,2058.08,1335.65,1493.98,2555.84,1814.86,2359.39,2631.20,1842.31,2289.98,1347.96,2853.20,1733.51,2182.24,2389.33,1829.09,2375.43,1695.51,1811.79,1728.13,2205.45,1461.60,1920.06,1969.83,2097.54,1650.67,2087.40,1606.62,1980.85,2169.37,1666.71,2489.99,1581.10,2037.95,1835.20
1977,1477.94,1469.47,1541.25,1328.37,1724.69,1740.09,1745.21,1347.90,1523.43,1346.85,1470.21,1084.96,1343.42,1346.99,1579.43,1342.55,1141.39,2098.81,1668.30,1944.66,2198.50,1343.36,1705.82,1287.62,2386.24,1379.68,1877.87,1809.81,1521.91,1992.01,1293.53,1801.03,1297.09,1848.81,1295.60,1436.19,1551.52,1809.35,1401.24,1601.41,1467.82,1496.14,1702.33,1572.55,1911.41,1452.02,1683.54,1571.73
1978,1251.81,1280.16,1269.22,1114.91,1318.08,1579.93,1269.22,1103.46,1377.07,1106.80,1155.99,1084.13,1167.27,1076.70,1481.87,1120.85,936.10,1853.49,1291.77,1522.79,1693.27,1195.16,1478.10,1050.78,1861.85,1185.62,1492.27,1524.06,1341.37,1491.92,1075.11,2433.22,1111.84,1379.52,1016.24,1277.19,1247.35,1423.26,1119.00,1339.19,1154.51,1265.49,1581.65,1241.56,1614.53,1207.17,1234.19,1226.95
1979,1723.48,1736.72,1841.53,1557.40,1968.72,2108.30,2139.18,1522.77,1831.56,1464.93,1688.51,1220.97,1588.51,1447.42,1929.45,1628.84,1347.01,2594.00,1793.08,2228.26,2709.40,1623.61,2044.01,1533.35,2886.99,1556.73,2352.80,2121.82,1878.05,2426.70,1529.98,2174.23,1535.19,2280.97,1361.82,1755.38,1823.40,1966.90,1489.39,1878.37,1558.20,1779.49,2062.93,1749.64,2240.42,1767.73,1963.23,1678.50
1980,1956.10,2016.27,1861.86,1500.04,2570.73,2442.62,2956.32,1684.68,2085.71,1658.09,2207.60,1082.17,1943.12,1596.28,2188.20,1631.74,1632.34,3067.46,1882.17,2909.26,3596.63,1973.80,2460.80,1615.32,3792.84,1756.02,2989.73,2565.05,2026.65,3282.52,1906.62,1973.34,1839.57,3031.10,1506.30,2063.82,2407.10,2159.00,1694.65,2411.45,1664.16,2242.36,2296.56,1798.79,2666.72,1859.17,2703.38,1883.33
1981,1660.08,1653.73,1850.92,1631.64,1684.86,1923.89,1877.88,1473.99,1768.53,1496.57,1601.89,1448.70,1484.05,1369.43,1835.56,1683.82,1201.04,2036.72,1628.91,1869.81,2223.43,1514.46,1775.05,1492.31,2372.29,1612.78,1953.45,1829.34,1705.16,2050.07,1420.50,1768.52,1361.33,1907.93,1351.73,1570.42,1731.40,1876.96,1483.55,1608.59,1481.80,1654.01,1970.22,1511.39,1887.59,1674.43,1817.93,1686.88
1982,1590.60,1827.89,1447.70,1203.50,1935.10,2003.98,1943.25,1484.59,1852.22,1565.79,1545.05,947.41,1442.10,1515.80,1795.15,1303.10,1203.01,2360.78,1952.87,2213.67,2522.47,1495.64,2152.51,1338.48,2730.03,1662.41,1986.22,2209.47,1613.24,2342.01,1385.56,2012.41,1487.17,2023.50,1549.10,1709.21,1653.80,2140.47,1575.17,1839.36,1720.73,1619.38,1908.39,1785.73,2257.16,1475.55,1884.57,1929.45
1983,1642.62,1834.89,1526.89,1243.57,1811.90,2124.26,2093.59,1485.96,1942.02,1548.93,1715.60,1002.85,1646.66,1454.89,1930.77,1391.72,1344.17,2621.20,1777.06,2065.21,2648.85,1705.16,2105.29,1369.82,2879.00,1663.77,2271.97,2133.06,1682.13,2310.13,1583.72,2214.85,1560.19,2241.01,1462.21,1801.46,1890.32,2014.34,1541.47,1819.52,1593.94,1858.11,2047.42,1640.75,2156.67,1526.41,1957.23,1834.81
1984,1204.30,1193.93,1245.04,991.27,1500.32,1622.96,1484.23,1030.72,1337.14,995.60,1275.03,805.42,1209.02,935.70,1520.62,1081.33,1007.91,1876.56,1085.76,1714.49,1875.77,1224.54,1424.49,1065.09,2051.18,1087.42,1626.62,1505.06,1389.62,1730.71,1168.10,1964.15,1126.07,1544.78,864.43,1291.94,1356.07,1243.33,991.20,1468.45,976.51,1360.86,1623.96,1063.39,1619.59,1259.49,1427.91,1066.68
1985,1674.38,1804.60,1466.77,1185.54,2038.46,2184.46,2362.44,1459.46,1930.49,1518.92,1832.19,1086.73,1649.86,1444.17,2044.22,1234.25,1393.82,2467.63,1735.51,2265.95,2780.17,1703.49,2008.94,1258.75,2869.48,1678.56,2620.66,2070.89,1813.00,2545.19,1618.64,2201.41,1555.81,2431.40,1386.56,1806.51,1951.04,1971.65,1514.61,1919.32,1527.73,1851.71,2192.86,1634.25,2162.24,1510.85,2182.52,1727.98
1986,1442.87,1479.04,1437.34,1215.37,1574.32,1752.99,1908.57,1361.34,1550.72,1296.72,1447.38,1040.09,1333.90,1305.28,1598.50,1302.47,1108.84,1978.51,1535.57,1785.85,2217.57,1348.49,1656.22,1277.95,2296.23,1338.67,2005.67,1732.43,1530.94,1995.47,1305.45,1738.25,1283.22,1984.01,1213.52,1444.96,1551.58,1711.35,1373.15,1563.32,1361.18,1498.50,1724.66,1465.87,1783.71,1429.59,1745.32,1470.24
1987,1509.33,1333.56,1384.80,1203.58,2007.94,1649.82,2290.20,1208.37,1429.58,1190.25,1716.84,1091.86,1358.85,1155.54,1492.40,1229.43,1243.39,2641.87,1471.88,2211.12,2850.15,1347.04,1642.20,1183.56,3032.43,1231.90,2415.97,1754.78,1415.54,2579.90,1443.83,2145.23,1285.30,2409.53,1126.10,1381.74,1820.35,1559.04,1204.08,1731.18,1290.41,1665.36,1609.73,1408.74,1858.57,1354.99,2050.92,1360.03
1988,1601.68,1777.60,1448.27,1214.44,1869.75,1973.28,1845.72,1575.16,1841.43,1629.46,1693.31,1024.60,1637.59,1541.10,1805.09,1317.38,1348.30,2199.33,1852.30,2157.21,2283.59,1653.68,2107.15,1354.12,2473.05,1670.10,1828.75,2199.78,1678.63,2089.18,1550.05,2335.41,1598.29,1890.52,1525.97,1737.48,1751.12,2021.05,1665.28,1909.49,1660.81,1749.15,1931.45,1701.83,2244.46,1505.48,1813.17,1857.42
1989,1840.70,2032.47,1595.45,1328.12,2166.27,2476.32,2107.48,1761.15,2145.10,1814.88,1926.36,1189.59,1894.92,1780.83,2209.71,1400.11,1608.12,2421.10,2152.92,2532.10,2593.27,1911.60,2370.27,1500.89,2814.75,1849.15,2301.33,2478.27,2017.45,2394.26,1851.64,1823.24,1785.16,2215.07,1721.13,2043.95,2077.49,2346.98,1847.54,2252.66,1898.46,2185.92,2358.07,2066.11,2617.69,1725.04,2041.69,2080.04
1990,1758.00,1808.39,1800.77,1565.21,2229.64,2248.02,1985.21,1437.41,1893.72,1380.78,1892.40,1293.57,1810.49,1406.56,1981.53,1578.53,1579.53,2444.81,1770.07,2606.21,2489.73,1800.02,2262.82,1461.21,2765.49,1541.32,2064.46,2417.38,1748.38,2331.27,1766.15,2305.60,1742.65,2044.53,1333.52,1875.57,1990.82,1984.76,1424.25,2270.16,1533.11,2045.10,2069.49,1702.52,2637.04,1676.71,1985.48,1681.24
1991,1807.11,1993.11,1788.41,1446.94,2046.14,2305.12,2290.33,1761.88,2063.06,1709.73,1811.50,1052.94,1736.22,1714.54,2096.85,1627.16,1385.67,2557.30,2126.18,2342.39,2787.30,1802.96,2323.09,1623.43,2953.50,1801.14,2495.86,2377.88,1964.57,2531.73,1623.66,1861.89,1720.32,2395.94,1644.94,1955.04,1948.06,2299.82,1774.90,2001.18,1859.47,1892.45,2259.16,2032.10,2469.25,1828.02,2145.06,2017.08
1992,1521.81,1598.42,1357.44,1208.02,1738.27,1880.88,1818.80,1280.97,1648.00,1257.58,1455.98,1207.59,1389.48,1363.61,1709.24,1195.87,1174.69,2370.82,1758.85,2020.91,2347.12,1409.43,1860.93,1159.35,2577.31,1396.20,1993.95,1946.46,1545.78,2092.95,1326.93,2381.15,1384.98,1925.14,1256.80,1540.27,1562.47,1893.47,1321.78,1724.00,1488.82,1553.76,1846.53,1733.69,2084.23,1334.54,1678.81,1547.76
1993,1968.82,2061.12,1686.78,1388.41,2598.38,2530.59,2726.86,1709.98,2193.43,1765.86,2255.49,1093.60,1990.27,1631.08,2249.18,1483.46,1671.79,3188.79,2016.38,2897.37,3559.62,2013.65,2526.76,1511.17,3852.21,1880.70,2873.53,2637.37,2081.37,3198.28,1971.72,1534.42,1896.11,2878.51,1629.18,2127.23,2423.94,2296.43,1755.14,2371.27,1787.86,2324.64,2405.21,1879.11,2719.50,1778.71,2564.08,2041.40
1994,1207.24,1136.33,1227.46,1135.03,1269.28,1383.05,1267.88,1072.43,1200.47,1039.79,1138.26,1135.32,1105.74,1054.44,1278.96,1104.91,913.35,1601.39,1261.44,1447.66,1586.85,1103.65,1322.64,1033.29,1699.60,1061.19,1442.02,1398.73,1248.57,1391.92,1048.94,1738.06,1030.32,1369.08,989.29,1115.83,1225.36,1334.71,1080.13,1262.03,1127.75,1230.34,1390.93,1238.78,1493.44,1168.51,1234.24,1174.73
1995,1518.15,1552.04,1579.10,1376.64,1568.64,1865.91,1749.27,1336.64,1665.13,1341.72,1466.68,1244.11,1432.76,1247.57,1710.05,1402.64,1103.87,2149.97,1488.74,1769.82,2250.44,1467.66,1750.52,1280.99,2388.74,1432.53,1888.30,1819.59,1541.67,1965.91,1386.52,1810.66,1343.34,1890.31,1213.61,1558.52,1623.42,1684.71,1339.64,1548.66,1336.72,1637.92,1802.89,1401.06,1811.42,1453.07,1647.59,1491.59
1996,1388.95,1425.72,1318.04,1159.17,1514.31,1785.88,1667.13,1210.26,1535.22,1228.27,1336.09,1143.06,1284.74,1182.57,1635.31,1157.29,1067.81,1998.20,1425.80,1721.44,2082.73,1327.22,1635.79,1096.34,2179.72,1302.76,1824.83,1654.49,1452.42,1822.65,1237.77,1959.62,1209.67,1773.50,1140.69,1445.87,1438.87,1598.81,1247.42,1487.67,1276.49,1451.48,1729.05,1362.54,1732.91,1263.20,1515.50,1394.81
1997,1618.16,1566.77,1552.55,1298.88,1972.49,2026.37,2275.81,1375.05,1727.43,1371.15,1900.40,1172.73,1695.96,1267.21,1882.79,1360.71,1385.70,2254.40,1401.66,2170.03,2540.08,1662.12,1826.62,1302.57,2561.71,1483.67,2322.61,1958.00,1691.10,2350.52,1732.06,1897.65,1485.90,2305.99,1187.74,1654.82,2134.98,1618.73,1380.48,1874.24,1288.76,2046.05,1961.82,1351.56,2033.00,1511.11,2213.10,1443.73
1998,1925.81,2085.32,1974.55,1662.20,2189.37,2505.09,2231.94,1749.27,2182.91,1703.14,1852.91,1325.85,1880.35,1635.91,2263.10,1803.64,1549.90,2819.09,2077.61,2565.49,2761.07,1927.59,2488.74,1716.85,3035.89,1833.82,2467.92,2579.64,2055.39,2518.04,1723.95,2919.74,1873.57,2376.46,1589.07,2088.81,1944.20,2314.41,1723.42,2257.16,1793.50,1977.00,2420.68,1953.92,2710.71,1930.73,2101.09,1983.31
1999,1744.65,1784.10,1779.38,1467.02,2063.84,1987.94,2370.51,1574.86,1870.68,1536.27,1753.25,1181.04,1626.17,1465.52,1861.61,1627.95,1394.45,2736.38,1705.51,2353.53,2866.91,1616.18,2079.00,1546.11,3114.31,1653.32,2708.14,2201.62,1752.41,2564.16,1577.38,1981.46,1584.11,2579.50,1399.26,1693.50,1841.08,1945.88,1585.90,1991.49,1526.20,1795.56,1980.75,1587.72,2288.36,1707.95,2080.56,1738.23
2000,1539.19,1558.23,1568.87,1403.44,1629.71,1784.28,1701.23,1365.12,1620.27,1360.87,1388.53,1282.88,1361.74,1338.11,1657.61,1386.23,1178.32,2358.63,1621.86,1904.41,2274.01,1385.02,1801.05,1302.25,2533.62,1434.50,1920.85,1854.80,1564.63,2009.18,1281.00,2515.87,1335.05,1858.25,1289.06,1474.73,1483.87,1787.08,1400.27,1653.88,1436.70,1481.62,1777.15,1525.42,1978.83,1460.66,1572.61,1567.41
2001,1562.05,1488.65,1468.15,1261.14,1985.34,1913.08,1992.91,1338.05,1571.81,1322.93,1720.21,1139.13,1481.55,1345.73,1724.07,1291.34,1310.96,2345.51,1677.17,2216.92,2460.29,1475.93,1785.50,1264.67,2663.32,1375.33,2037.39,1857.86,1641.31,2300.22,1475.46,2111.26,1354.11,2010.63,1284.30,1512.58,1850.23,1777.71,1354.55,1850.67,1474.38,1728.17,1878.30,1643.32,2075.53,1461.24,1958.37,1545.17
2002,1573.05,1546.17,1840.59,1504.87,1542.20,2026.05,1864.08,1534.62,1723.90,1467.35,1361.30,1184.09,1307.41,1412.23,1978.58,1600.41,1039.30,2127.14,1638.71,1753.11,2199.49,1413.85,1707.38,1550.95,2275.51,1516.53,2116.77,1702.02,1976.48,1893.37,1212.12,1965.39,1247.45,2042.16,1309.12,1561.23,1503.11,1754.90,1490.08,1485.24,1458.72,1437.97,2157.72,1616.90,1744.01,1825.22,1638.06,1573.41
2003,1744.30,1893.26,1581.67,1282.20,2227.44,2266.45,2336.23,1528.47,1962.74,1557.74,1957.94,1027.46,1789.79,1525.91,2009.74,1372.55,1511.54,2427.10,1929.46,2568.58,2731.58,1794.82,2292.30,1399.93,2875.64,1675.17,2573.57,2433.24,1847.67,2482.23,1763.93,1629.42,1720.28,2441.77,1496.03,1897.91,2113.05,2180.59,1583.63,2195.78,1692.79,2084.80,2157.39,1837.44,2624.18,1644.49,2205.37,1872.68
2004,1686.93,1692.19,1705.34,1444.50,2179.77,2178.81,2063.58,1415.00,1795.51,1394.19,1882.37,1144.51,1802.52,1360.88,1939.99,1467.77,1531.21,2440.34,1602.89,2517.01,2485.03,1772.79,2188.29,1390.36,2820.47,1495.01,2194.39,2325.23,1709.46,2371.04,1712.92,2033.29,1684.25,2146.22,1285.29,1821.26,2037.04,1797.68,1422.65,2168.53,1434.84,2002.88,2011.29,1535.94,2491.93,1595.33,2055.76,1564.48
2005,1405.49,1360.31,1572.52,1350.12,1396.87,1654.97,1643.40,1362.83,1494.12,1348.53,1250.29,1139.56,1146.56,1278.36,1608.23,1312.12,948.11,1951.71,1486.94,1608.18,2004.94,1180.49,1473.52,1295.81,2099.71,1360.07,1782.07,1508.03,1659.19,1757.21,1106.71,1929.79,1084.96,1766.52,1214.53,1296.39,1380.61,1600.12,1374.89,1344.08,1341.90,1307.98,1760.10,1430.69,1546.87,1535.01,1438.04,1473.65
2006,1817.98,1873.45,1690.42,1346.30,2114.93,2368.82,2435.28,1654.95,2022.79,1615.08,1883.91,1201.09,1733.73,1637.33,2176.78,1444.01,1402.74,2630.99,1933.65,2371.47,2984.19,1789.30,2171.49,1511.43,3097.20,1714.07,2587.20,2228.48,2091.10,2630.77,1684.41,2005.07,1655.33,2567.36,1501.26,1933.62,2041.98,2124.42,1672.69,1992.47,1684.24,1978.32,2339.03,1912.44,2325.40,1791.61,2236.62,1832.99
2007,1484.49,1480.23,1585.61,1308.36,1572.31,1754.44,1835.43,1468.70,1587.33,1420.73,1400.82,1015.33,1252.51,1406.98,1667.68,1383.26,1028.58,2294.98,1618.69,1779.24,2402.25,1297.71,1655.61,1395.59,2486.27,1432.99,2060.88,1689.81,1682.95,2045.26,1235.94,2317.00,1215.61,1985.77,1308.77,1417.01,1532.79,1737.89,1487.16,1486.68,1448.32,1456.23,1813.82,1590.06,1733.59,1592.39,1614.18,1561.84
2008,1503.98,1664.68,1374.34,1100.42,1787.74,1833.82,1889.99,1480.66,1670.02,1453.33,1500.04,893.57,1403.65,1518.24,1663.65,1220.89,1201.04,2399.59,1794.49,2041.89,2408.71,1418.20,1857.74,1292.06,2654.46,1480.72,2048.71,1928.53,1620.42,2154.03,1332.96,1935.41,1391.00,1988.55,1416.10,1540.40,1610.21,1958.01,1548.00,1721.74,1594.00,1536.76,1800.50,1736.32,2051.77,1466.82,1709.32,1697.86
2009,1667.56,1733.37,1802.21,1541.97,1710.38,2166.18,1853.41,1478.85,1815.54,1422.10,1547.87,1372.70,1527.40,1471.45,1959.23,1553.72,1199.19,2020.97,1813.95,1954.90,2206.42,1600.16,2008.54,1459.41,2261.35,1521.79,1943.45,2063.17,1901.12,1989.79,1432.02,1851.78,1489.65,1945.57,1358.97,1760.56,1713.49,1985.59,1470.05,1730.80,1568.54,1721.98,2137.35,1786.53,2174.95,1718.56,1749.98,1677.21
2010,1787.25,1947.99,1743.90,1491.93,1959.30,2314.88,2181.15,1543.07,2032.47,1523.24,1733.34,1286.25,1719.42,1563.56,2122.47,1524.51,1373.12,2656.40,1943.83,2255.57,2799.31,1759.00,2216.16,1479.71,2938.59,1680.01,2349.90,2303.46,1878.07,2426.80,1622.51,2439.29,1690.39,2310.25,1459.37,1921.85,1869.24,2151.24,1563.58,1960.12,1668.36,1898.73,2274.15,1901.76,2415.12,1691.40,1964.22,1789.70
2011,1746.65,1853.30,1659.46,1446.28,2137.51,2181.26,2085.77,1479.53,1937.71,1500.49,1870.18,1258.73,1778.89,1407.77,1988.26,1486.50,1550.01,2466.38,1708.20,2475.33,2597.89,1784.35,2295.06,1419.09,2836.33,1639.74,2272.49,2397.70,1748.03,2415.39,1709.00,2088.39,1722.91,2193.29,1385.30,1880.48,1985.26,1966.34,1499.17,2196.61,1527.32,1943.96,2086.51,1591.42,2526.82,1610.03,2019.96,1718.42
