Variable:,pr
,Niue,"Administrative unit not available"
1901,2184.71,2186.20
1902,2184.71,2186.20
1903,2184.71,2186.20
1904,2184.71,2186.20
1905,1839.40,1840.41
1906,1819.42,1820.76
1907,1872.32,1873.68
1908,2373.16,2374.82
1909,2105.03,2106.80
1910,2541.43,2543.27
1911,1999.09,2000.32
1912,1784.75,1785.70
1913,2351.28,2353.05
1914,1406.57,1407.40
1915,1640.43,1642.31
1916,3072.44,3074.75
1917,2237.40,2238.97
1918,1867.53,1868.79
1919,1867.25,1868.75
1920,1880.49,1881.69
1921,2038.89,2040.38
1922,2227.58,2229.24
1923,2247.35,2248.85
1924,3329.75,3331.76
1925,1418.31,1419.03
1926,1036.28,1036.99
1927,2522.95,2524.89
1928,1591.16,1592.38
1929,2925.60,2927.67
1930,2266.66,2268.61
1931,1112.90,1113.67
1932,2060.37,2061.73
1933,2129.25,2130.99
1934,2996.56,2998.33
1935,2601.66,2603.57
1936,2329.11,2330.42
1937,1392.02,1392.99
1938,1944.08,1945.69
1939,2341.96,2343.51
1940,1386.61,1387.41
1941,1312.86,1313.82
1942,1832.89,1834.16
1943,1649.85,1651.31
1944,1820.43,1821.72
1945,2105.82,2107.05
1946,2391.36,2393.44
1947,1835.04,1836.42
1948,2397.26,2399.17
1949,1723.27,1724.57
1950,2606.74,2608.78
1951,1672.68,1673.74
1952,2005.20,2006.35
1953,2165.55,2167.03
1954,2623.69,2625.42
1955,1894.91,1896.49
1956,2478.39,2479.95
1957,1568.78,1569.82
1958,2186.85,2188.51
1959,2559.20,2560.94
1960,2275.11,2276.75
1961,1557.06,1558.30
1962,2787.67,2789.50
1963,2288.86,2290.21
1964,2143.68,2144.99
1965,1796.44,1797.73
1966,1448.50,1449.45
1967,2448.24,2449.98
1968,1868.53,1869.66
1969,1999.00,2000.70
1970,1993.09,1994.87
1971,1983.75,1985.16
1972,2316.73,2318.30
1973,2184.71,2186.20
1974,2184.71,2186.20
1975,2184.71,2186.20
1976,1888.28,1889.61
1977,1134.50,1134.96
1978,3238.72,3240.61
1979,3956.07,3958.47
1980,3380.58,3382.24
1981,2212.50,2213.87
1982,1714.93,1715.93
1983,841.18,842.05
1984,1990.88,1992.32
1985,2574.28,2575.87
1986,2205.93,2207.39
1987,1990.51,1992.46
1988,2667.95,2670.11
1989,2677.83,2680.04
1990,1881.59,1882.79
1991,1793.93,1794.99
1992,1899.86,1901.33
1993,1957.55,1958.72
1994,1819.39,1821.08
1995,1750.59,1751.64
1996,2104.73,2106.30
1997,2184.71,2186.20
1998,2183.71,2185.20
1999,2184.71,2186.20
2000,2184.71,2186.20
2001,1896.02,1897.34
2002,2039.50,2041.07
2003,1876.16,1877.56
2004,2031.75,2033.18
2005,2184.71,2186.20
2006,2184.71,2186.20
2007,2184.71,2186.20
2008,2184.71,2186.20
2009,2184.71,2186.20
2010,2184.71,2186.20
2011,2184.71,2186.20
2012,2184.71,2186.20
2013,2184.71,2186.20
2014,2184.71,2186.20
2015,2184.71,2186.20
2016,2184.71,2186.20
2017,2184.71,2186.20
2018,2184.71,2186.20
2019,2184.71,2186.20
2020,2184.71,2186.20
