Variable:,pr
,"Christmas Island","Administrative unit not available"
1901,2575.00,2575.00
1902,2575.80,2575.80
1903,2594.20,2594.20
1904,2588.40,2588.40
1905,2575.00,2575.00
1906,2568.70,2568.70
1907,2579.20,2579.20
1908,2584.00,2584.00
1909,2636.60,2636.60
1910,2637.70,2637.70
1911,2559.00,2559.00
1912,2592.60,2592.60
1913,2574.50,2574.50
1914,2548.20,2548.20
1915,2596.00,2596.00
1916,2660.60,2660.60
1917,2627.60,2627.60
1918,2550.60,2550.60
1919,2586.60,2586.60
1920,2622.60,2622.60
1921,2567.90,2567.90
1922,2613.80,2613.80
1923,2553.30,2553.30
1924,2581.20,2581.20
1925,2488.00,2488.00
1926,2580.90,2580.90
1927,2559.50,2559.50
1928,2550.10,2550.10
1929,2530.40,2530.40
1930,2575.20,2575.20
1931,2617.50,2617.50
1932,2540.40,2540.40
1933,2628.40,2628.40
1934,2554.10,2554.10
1935,2564.60,2564.60
1936,2565.20,2565.20
1937,2674.60,2674.60
1938,2682.80,2682.80
1939,2622.10,2622.10
1940,2601.60,2601.60
1941,2654.00,2654.00
1942,2587.30,2587.30
1943,2628.30,2628.30
1944,2505.90,2505.90
1945,2543.10,2543.10
1946,2515.90,2515.90
1947,2537.40,2537.40
1948,2493.20,2493.20
1949,2568.90,2568.90
1950,2608.10,2608.10
1951,2553.40,2553.40
1952,2641.40,2641.40
1953,2489.20,2489.20
1954,2635.70,2635.70
1955,2631.30,2631.30
1956,2612.90,2612.90
1957,2465.50,2465.50
1958,2703.00,2703.00
1959,2519.00,2519.00
1960,2656.20,2656.20
1961,2547.00,2547.00
1962,2623.70,2623.70
1963,2365.90,2365.90
1964,2707.50,2707.50
1965,2531.70,2531.70
1966,2564.00,2564.00
1967,2441.30,2441.30
1968,2772.90,2772.90
1969,2561.10,2561.10
1970,2621.50,2621.50
1971,2520.90,2520.90
1972,2445.90,2445.90
1973,2719.60,2719.60
1974,2634.60,2634.60
1975,2652.60,2652.60
1976,2508.30,2508.30
1977,2424.80,2424.80
1978,2617.20,2617.20
1979,2584.70,2584.70
1980,2620.60,2620.60
1981,2659.50,2659.50
1982,2446.00,2446.00
1983,2518.40,2518.40
1984,2626.70,2626.70
1985,2509.90,2509.90
1986,2656.70,2656.70
1987,2517.80,2517.80
1988,2654.00,2654.00
1989,2586.60,2586.60
1990,2584.70,2584.70
1991,2488.50,2488.50
1992,2658.80,2658.80
1993,2587.70,2587.70
1994,2501.90,2501.90
1995,2673.50,2673.50
1996,2651.70,2651.70
1997,2432.00,2432.00
1998,2621.50,2621.50
1999,2591.10,2591.10
2000,2575.00,2575.00
2001,2586.50,2586.50
2002,2573.60,2573.60
2003,2573.60,2573.60
2004,2573.40,2573.40
2005,2585.40,2585.40
2006,2567.20,2567.20
2007,2579.90,2579.90
2008,2573.80,2573.80
2009,2576.60,2576.60
2010,2600.60,2600.60
2011,2575.00,2575.00
2012,2575.00,2575.00
2013,2575.00,2575.00
2014,2575.00,2575.00
2015,2575.00,2575.00
2016,2575.00,2575.00
2017,2575.00,2575.00
2018,2575.00,2575.00
2019,2575.00,2575.00
2020,2575.00,2575.00
