Variable:,pr
,Svalbard,"Administrative unit not available"
1901,527.53,528.42
1902,527.53,528.42
1903,527.53,528.42
1904,527.53,528.42
1905,527.53,528.42
1906,527.53,528.42
1907,527.53,528.42
1908,527.53,528.42
1909,527.53,528.42
1910,527.53,528.42
1911,527.53,528.42
1912,527.53,528.42
1913,527.53,528.42
1914,527.53,528.42
1915,527.53,528.42
1916,527.53,528.42
1917,527.53,528.42
1918,527.53,528.42
1919,527.53,528.42
1920,526.86,527.69
1921,526.05,525.02
1922,525.58,524.55
1923,520.27,519.09
1924,527.32,526.73
1925,519.97,519.02
1926,518.28,515.72
1927,535.00,534.38
1928,536.40,536.93
1929,527.16,526.60
1930,525.39,524.59
1931,525.10,525.22
1932,528.57,528.37
1933,536.67,537.66
1934,539.75,540.83
1935,533.96,535.11
1936,526.31,526.42
1937,527.13,527.59
1938,534.37,536.74
1939,530.19,529.99
1940,531.89,533.30
1941,530.71,531.14
1942,527.53,527.58
1943,527.53,526.43
1944,527.53,527.26
1945,508.70,507.87
1946,436.87,435.21
1947,453.92,454.21
1948,485.87,485.24
1949,510.63,511.97
1950,513.70,514.12
1951,509.05,509.64
1952,496.54,496.32
1953,490.94,492.25
1954,480.78,480.59
1955,506.88,507.35
1956,472.11,472.36
1957,515.93,517.49
1958,533.57,535.34
1959,547.30,549.59
1960,532.84,533.43
1961,538.36,539.48
1962,484.07,483.57
1963,488.74,488.98
1964,521.11,521.38
1965,485.33,484.50
1966,557.56,556.90
1967,584.05,582.70
1968,435.46,436.70
1969,481.37,482.43
1970,428.38,429.48
1971,432.35,434.06
1972,678.92,679.25
1973,537.31,539.23
1974,579.72,581.37
1975,565.13,565.68
1976,563.28,564.16
1977,538.28,539.38
1978,547.82,546.76
1979,520.67,522.14
1980,484.64,486.66
1981,539.89,539.92
1982,524.36,526.15
1983,628.36,629.69
1984,567.63,567.62
1985,602.80,604.23
1986,478.98,480.22
1987,449.86,452.79
1988,450.03,452.08
1989,623.86,624.71
1990,489.97,492.09
1991,539.59,540.24
1992,543.69,544.94
1993,609.68,609.82
1994,489.83,491.79
1995,486.19,486.96
1996,577.56,577.15
1997,522.54,524.20
1998,533.26,534.20
1999,413.01,415.95
2000,514.45,515.92
2001,489.08,490.91
2002,464.43,465.56
2003,530.68,532.03
2004,518.56,519.71
2005,506.53,508.87
2006,523.81,525.32
2007,530.35,531.43
2008,540.86,540.96
2009,536.75,538.09
2010,531.21,531.29
2011,543.83,547.04
2012,539.92,540.91
2013,534.35,535.15
2014,532.88,533.36
2015,530.24,531.29
2016,531.73,532.68
2017,534.84,535.45
2018,535.86,537.35
2019,541.49,543.06
2020,540.27,543.10
