Variable:,pr
,Maldives,"Alifu Alifu","Alifu Dhaalu",Baa,Dhaalu,Faafu,"Gaafu Alifu","Gaafu Dhaalu","Haa Alifu","Haa Dhaalu",Kaafu,Laamu,Lhaviyani,Male',Meemu,Noonu,Raa,Seenu,Shaviyani,Thaa,Vaavu
1923,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1924,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1925,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1926,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1927,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1928,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1929,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1930,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1931,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1932,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1933,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1934,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1935,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1936,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1937,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1938,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1939,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1940,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1941,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1942,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1943,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1944,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1945,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1946,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1947,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1948,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1949,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1950,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1951,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1952,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1953,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1954,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1955,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1956,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1957,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1958,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1959,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1960,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1961,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1962,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1963,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1964,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1965,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
1966,2365.00,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,1976.20,2365.00,2365.00,2365.00,2365.00
1967,2365.00,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,1686.90,2365.00,2365.00,2365.00,2365.00
1968,2365.00,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2091.50,2365.00,2365.00,2365.00,2365.00
1969,2365.00,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2278.80,2365.00,2365.00,2365.00,2365.00
1970,2365.00,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,1738.20,2365.00,2365.00,2365.00,2365.00
1971,2365.00,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,1731.80,2365.00,2365.00,2365.00,2365.00
1972,2365.00,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,1900.40,2365.00,2365.00,2365.00,2365.00
1973,2365.00,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,1839.10,2365.00,2365.00,2365.00,2365.00
1974,2365.00,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,1506.80,2365.00,2365.00,2365.00,2365.00
1975,2365.00,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2226.70,2365.00,2365.00,2365.00,2365.00
1976,2365.00,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,1907.10,2365.00,2365.00,2365.00,2365.00
1977,2365.00,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2260.80,2365.00,2365.00,2365.00,2365.00
1978,2365.00,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2673.90,2365.00,2365.00,2365.00,2365.00
1979,2365.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2274.00,2365.00,2365.00,2365.00,2365.00
1980,2365.00,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,1759.80,2365.00,2365.00,2365.00,2365.00
1981,2365.00,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,1614.10,2365.00,2365.00,2365.00,2365.00
1982,2365.00,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2251.50,2365.00,2365.00,2365.00,2365.00
1983,2365.00,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,1611.30,2365.00,2365.00,2365.00,2365.00
1984,2365.00,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2036.60,2365.00,2365.00,2365.00,2365.00
1985,2365.00,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,1973.50,2365.00,2365.00,2365.00,2365.00
1986,2365.00,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,1731.50,2365.00,2365.00,2365.00,2365.00
1987,2365.00,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2234.50,2365.00,2365.00,2365.00,2365.00
1988,2365.00,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,1741.50,2365.00,2365.00,2365.00,2365.00
1989,2365.00,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,1883.10,2365.00,2365.00,2365.00,2365.00
1990,2365.00,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,2365.00,2365.00,2365.00,2365.00
1991,2365.00,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,1838.90,2365.00,2365.00,2365.00,2365.00
1992,2365.00,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,1641.70,2365.00,2365.00,2365.00,2365.00
1993,2365.00,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2361.30,2365.00,2365.00,2365.00,2365.00
1994,2365.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2128.00,2365.00,2365.00,2365.00,2365.00
1995,2365.00,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,1415.60,2365.00,2365.00,2365.00,2365.00
1996,2365.00,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,1988.10,2365.00,2365.00,2365.00,2365.00
1997,2365.00,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,1985.30,2365.00,2365.00,2365.00,2365.00
1998,2365.00,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2134.50,2365.00,2365.00,2365.00,2365.00
1999,2365.00,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2070.10,2365.00,2365.00,2365.00,2365.00
2000,2365.00,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,1806.40,2365.00,2365.00,2365.00,2365.00
2001,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
2002,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
2003,2365.00,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2119.90,2365.00,2365.00,2365.00,2365.00
2004,2365.00,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2131.90,2365.00,2365.00,2365.00,2365.00
2005,2365.00,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,1697.80,2365.00,2365.00,2365.00,2365.00
2006,2365.00,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2657.50,2365.00,2365.00,2365.00,2365.00
2007,2365.00,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,1831.90,2365.00,2365.00,2365.00,2365.00
2008,2365.00,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2007.20,2365.00,2365.00,2365.00,2365.00
2009,2365.00,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2248.80,2365.00,2365.00,2365.00,2365.00
2010,2365.00,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,1990.30,2365.00,2365.00,2365.00,2365.00
2011,2365.00,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,1435.20,2365.00,2365.00,2365.00,2365.00
2012,2365.00,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,1761.40,2365.00,2365.00,2365.00,2365.00
2013,2365.00,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2092.50,2365.00,2365.00,2365.00,2365.00
2014,2365.00,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,1944.50,2365.00,2365.00,2365.00,2365.00
2015,2365.00,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2183.40,2365.00,2365.00,2365.00,2365.00
2016,2365.00,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2293.30,2365.00,2365.00,2365.00,2365.00
2017,2365.00,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,1923.60,2365.00,2365.00,2365.00,2365.00
2018,2365.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,1941.00,2365.00,2365.00,2365.00,2365.00
2019,2365.00,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2295.30,2365.00,2365.00,2365.00,2365.00
2020,2365.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,1645.00,2365.00,2365.00,2365.00,2365.00
