Variable:,pr
,Seychelles,Aldabra,Alphonse,"Anse Aux Pins","Anse Boileau","Anse Etoile","Anse Royale",Aride,Assumption,Astove,"Au Cap","Baie Lazare","Beau Vallon","Bel Air",Belombre,Bijoutier,Bird,Cascade,"Cerf Island",Conception,Cosmoledo,Cousin,Cousine,Curieuse,Darros,Denis,Desnoeufs,Desroches,"English River",Farquhar,Felicite,Fregate,Glacis,"Grand Anse Mahe","Grande Soeur","Ile du Sud","La Digue","Les Mamelles",Marie-Louise,"Mont Buxton","Mont Fleuri","North Island","Petite Soeur",Plaisance,Platte,"Pointe Larue",Poivre,"Port Glaud",Praslin,Providence,Remire,"Roche Caiman",Silhouette,"St Louis","St. Francois","St. Joseph Atoll","St. Pierre","Ste Anne",Takamaka,Therese,Coetivy
1943,1019.80,1130.80,1031.50,1031.50,1015.88,1014.60,1031.50,1031.50,1031.47,1031.47,1031.47,1016.79,1014.60,1014.60,1014.60,1014.60,1014.60,1017.54,1014.60,1014.60,1017.54,1014.60,1014.60,1017.54,1014.60,1014.60,1014.60,1031.50,1014.60,1031.50,1014.60,1031.50,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1031.50,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1014.60,1028.88,1014.60,1028.88
1944,1510.47,1128.10,1527.70,1527.70,1504.69,1502.80,1527.70,1527.70,1527.66,1527.66,1527.66,1506.03,1502.80,1502.80,1502.80,1502.80,1502.80,1507.13,1502.80,1502.80,1507.13,1502.80,1502.80,1507.13,1502.80,1502.80,1502.80,1527.70,1502.80,1527.70,1502.80,1527.70,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1527.70,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1502.80,1523.84,1502.80,1523.84
1945,1647.95,1132.70,1666.70,1666.70,1641.66,1639.60,1666.70,1666.70,1666.66,1666.66,1666.66,1643.11,1639.60,1639.60,1639.60,1639.60,1639.60,1644.31,1639.60,1639.60,1644.31,1639.60,1639.60,1644.31,1639.60,1639.60,1639.60,1666.70,1639.60,1666.70,1639.60,1666.70,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1666.70,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1639.60,1662.50,1639.60,1662.50
1946,1669.17,1125.60,1691.80,1691.80,1661.58,1659.10,1691.80,1691.80,1691.75,1691.75,1691.75,1663.34,1659.10,1659.10,1659.10,1659.10,1659.10,1664.78,1659.10,1659.10,1664.78,1659.10,1659.10,1664.78,1659.10,1659.10,1659.10,1691.80,1659.10,1691.80,1659.10,1691.80,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1691.80,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1659.10,1686.73,1659.10,1686.73
1947,1790.99,1131.70,1812.10,1812.10,1783.91,1781.60,1812.10,1812.10,1812.05,1812.05,1812.05,1785.55,1781.60,1781.60,1781.60,1781.60,1781.60,1786.90,1781.60,1781.60,1786.90,1781.60,1781.60,1786.90,1781.60,1781.60,1781.60,1812.10,1781.60,1812.10,1781.60,1812.10,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1812.10,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1781.60,1807.37,1781.60,1807.37
1948,1628.03,1135.60,1646.30,1646.30,1621.90,1619.90,1646.30,1646.30,1646.26,1646.26,1646.26,1623.32,1619.90,1619.90,1619.90,1619.90,1619.90,1624.49,1619.90,1619.90,1624.49,1619.90,1619.90,1624.49,1619.90,1619.90,1619.90,1646.30,1619.90,1646.30,1619.90,1646.30,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1646.30,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1619.90,1642.21,1619.90,1642.21
1949,1517.38,1126.90,1537.80,1537.80,1510.54,1508.30,1537.80,1537.80,1537.75,1537.75,1537.75,1512.12,1508.30,1508.30,1508.30,1508.30,1508.30,1513.42,1508.30,1508.30,1513.42,1508.30,1508.30,1513.42,1508.30,1508.30,1508.30,1537.80,1508.30,1537.80,1508.30,1537.80,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1537.80,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1508.30,1533.23,1508.30,1533.23
1950,2007.85,1126.20,2029.10,2029.10,2000.73,1998.40,2029.10,2029.10,2029.05,2029.05,2029.05,2002.38,1998.40,1998.40,1998.40,1998.40,1998.40,2003.73,1998.40,1998.40,2003.73,1998.40,1998.40,2003.73,1998.40,1998.40,1998.40,2029.10,1998.40,2029.10,1998.40,2029.10,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,2029.10,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,1998.40,2024.34,1998.40,2024.34
1951,2123.39,1130.60,2149.90,2149.90,2114.51,2111.60,2149.90,2149.90,2149.84,2149.84,2149.84,2116.57,2111.60,2111.60,2111.60,2111.60,2111.60,2118.25,2111.60,2111.60,2118.25,2111.60,2111.60,2118.25,2111.60,2111.60,2111.60,2149.90,2111.60,2149.90,2111.60,2149.90,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2149.90,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2111.60,2143.96,2111.60,2143.96
1952,2004.47,1123.10,2023.50,2023.50,1998.09,1996.00,2023.50,2023.50,2023.45,2023.45,2023.45,1999.57,1996.00,1996.00,1996.00,1996.00,1996.00,2000.78,1996.00,1996.00,2000.78,1996.00,1996.00,2000.78,1996.00,1996.00,1996.00,2023.50,1996.00,2023.50,1996.00,2023.50,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,2023.50,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,1996.00,2019.24,1996.00,2019.24
1953,2341.79,1120.40,2369.20,2369.20,2332.60,2329.60,2369.20,2369.20,2369.13,2369.13,2369.13,2334.73,2329.60,2329.60,2329.60,2329.60,2329.60,2336.48,2329.60,2329.60,2336.48,2329.60,2329.60,2336.48,2329.60,2329.60,2329.60,2369.20,2329.60,2369.20,2329.60,2369.20,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2369.20,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2329.60,2363.06,2329.60,2363.06
1954,1505.28,1130.30,1521.20,1521.20,1499.95,1498.20,1521.20,1521.20,1521.16,1521.16,1521.16,1501.18,1498.20,1498.20,1498.20,1498.20,1498.20,1502.20,1498.20,1498.20,1502.20,1498.20,1498.20,1502.20,1498.20,1498.20,1498.20,1521.20,1498.20,1521.20,1498.20,1521.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1521.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1498.20,1517.63,1498.20,1517.63
1955,2299.05,1135.70,2321.20,2321.20,2291.63,2289.20,2321.20,2321.20,2321.15,2321.15,2321.15,2293.35,2289.20,2289.20,2289.20,2289.20,2289.20,2294.76,2289.20,2289.20,2294.76,2289.20,2289.20,2294.76,2289.20,2289.20,2289.20,2321.20,2289.20,2321.20,2289.20,2321.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2321.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2289.20,2316.24,2289.20,2316.24
1956,1764.88,1087.20,1783.70,1783.70,1758.56,1756.50,1783.70,1783.70,1783.65,1783.65,1783.65,1760.03,1756.50,1756.50,1756.50,1756.50,1756.50,1761.23,1756.50,1756.50,1761.23,1756.50,1756.50,1761.23,1756.50,1756.50,1756.50,1783.70,1756.50,1783.70,1756.50,1783.70,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1783.70,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1756.50,1779.48,1756.50,1779.48
1957,2000.06,1151.70,2026.50,2026.50,1991.20,1988.30,2026.50,2026.50,2026.44,2026.44,2026.44,1993.25,1988.30,1988.30,1988.30,1988.30,1988.30,1994.94,1988.30,1988.30,1994.94,1988.30,1988.30,1994.94,1988.30,1988.30,1988.30,2026.50,1988.30,2026.50,1988.30,2026.50,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,2026.50,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,1988.30,2020.58,1988.30,2020.58
1958,1734.44,1038.60,1752.50,1752.50,1728.38,1726.40,1752.50,1752.50,1752.46,1752.46,1752.46,1729.78,1726.40,1726.40,1726.40,1726.40,1726.40,1730.93,1726.40,1726.40,1730.93,1726.40,1726.40,1730.93,1726.40,1726.40,1726.40,1752.50,1726.40,1752.50,1726.40,1752.50,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1752.50,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1726.40,1748.45,1726.40,1748.45
1959,1649.59,1089.30,1667.10,1667.10,1643.72,1641.80,1667.10,1667.10,1667.06,1667.06,1667.06,1645.08,1641.80,1641.80,1641.80,1641.80,1641.80,1646.20,1641.80,1641.80,1646.20,1641.80,1641.80,1646.20,1641.80,1641.80,1641.80,1667.10,1641.80,1667.10,1641.80,1667.10,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1667.10,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1641.80,1663.18,1641.80,1663.18
1960,1575.21,981.00,1592.30,1592.30,1569.47,1567.60,1592.30,1592.30,1592.26,1592.26,1592.26,1570.80,1567.60,1567.60,1567.60,1567.60,1567.60,1571.89,1567.60,1567.60,1571.89,1567.60,1567.60,1571.89,1567.60,1567.60,1567.60,1592.30,1567.60,1592.30,1567.60,1592.30,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1592.30,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1567.60,1588.47,1567.60,1588.47
1961,2893.00,1244.00,2925.80,2925.80,2882.00,2878.40,2925.80,2925.80,2925.72,2925.72,2925.72,2884.55,2878.40,2878.40,2878.40,2878.40,2878.40,2886.63,2878.40,2878.40,2886.63,2878.40,2878.40,2886.63,2878.40,2878.40,2878.40,2925.80,2878.40,2925.80,2878.40,2925.80,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2925.80,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2878.40,2918.45,2878.40,2918.45
1962,2026.33,976.70,2052.90,2052.90,2017.41,2014.50,2052.90,2052.90,2052.84,2052.84,2052.84,2019.48,2014.50,2014.50,2014.50,2014.50,2014.50,2021.17,2014.50,2014.50,2021.17,2014.50,2014.50,2021.17,2014.50,2014.50,2014.50,2052.90,2014.50,2052.90,2014.50,2052.90,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2052.90,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2014.50,2046.95,2014.50,2046.95
1963,2286.11,1040.70,2312.20,2312.20,2277.36,2274.50,2312.20,2312.20,2312.14,2312.14,2312.14,2279.39,2274.50,2274.50,2274.50,2274.50,2274.50,2281.05,2274.50,2274.50,2281.05,2274.50,2274.50,2281.05,2274.50,2274.50,2274.50,2312.20,2274.50,2312.20,2274.50,2312.20,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2312.20,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2274.50,2306.36,2274.50,2306.36
1964,2478.55,941.40,2507.20,2507.20,2468.94,2465.80,2507.20,2507.20,2507.13,2507.13,2507.13,2471.17,2465.80,2465.80,2465.80,2465.80,2465.80,2472.99,2465.80,2465.80,2472.99,2465.80,2465.80,2472.99,2465.80,2465.80,2465.80,2507.20,2465.80,2507.20,2465.80,2507.20,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2507.20,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2465.80,2500.78,2465.80,2500.78
1965,2744.23,1169.00,2774.20,2774.20,2734.19,2730.90,2774.20,2774.20,2774.13,2774.13,2774.13,2736.51,2730.90,2730.90,2730.90,2730.90,2730.90,2738.42,2730.90,2730.90,2738.42,2730.90,2730.90,2738.42,2730.90,2730.90,2730.90,2774.20,2730.90,2774.20,2730.90,2774.20,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2774.20,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2730.90,2767.49,2730.90,2767.49
1966,1874.97,1021.80,1896.70,1896.70,1867.68,1865.30,1896.70,1896.70,1896.65,1896.65,1896.65,1869.37,1865.30,1865.30,1865.30,1865.30,1865.30,1870.75,1865.30,1865.30,1870.75,1865.30,1865.30,1870.75,1865.30,1865.30,1865.30,1896.70,1865.30,1896.70,1865.30,1896.70,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1896.70,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1865.30,1891.83,1865.30,1891.83
1967,2130.51,1057.20,2155.70,2155.70,2122.06,2119.30,2155.70,2155.70,2155.64,2155.64,2155.64,2124.02,2119.30,2119.30,2119.30,2119.30,2119.30,2125.62,2119.30,2119.30,2125.62,2119.30,2119.30,2125.62,2119.30,2119.30,2119.30,2155.70,2119.30,2155.70,2119.30,2155.70,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2155.70,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2119.30,2150.06,2119.30,2150.06
1968,2292.16,799.10,2316.80,2316.80,2283.90,2281.20,2316.80,2316.80,2316.74,2316.74,2316.74,2285.82,2281.20,2281.20,2281.20,2281.20,2281.20,2287.38,2281.20,2281.20,2287.38,2281.20,2281.20,2287.38,2281.20,2281.20,2281.20,2316.80,2281.20,2316.80,2281.20,2316.80,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2316.80,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2281.20,2311.28,2281.20,2311.28
1969,1604.21,1425.60,1620.20,1620.20,1598.85,1597.10,1620.20,1620.20,1620.16,1620.16,1620.16,1600.10,1597.10,1597.10,1597.10,1597.10,1597.10,1601.11,1597.10,1597.10,1601.11,1597.10,1597.10,1601.11,1597.10,1597.10,1597.10,1620.20,1597.10,1620.20,1597.10,1620.20,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1620.20,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1597.10,1616.62,1597.10,1616.62
1970,1437.92,820.00,1454.60,1454.60,1432.33,1430.50,1454.60,1454.60,1454.56,1454.56,1454.56,1433.62,1430.50,1430.50,1430.50,1430.50,1430.50,1434.69,1430.50,1430.50,1434.69,1430.50,1430.50,1434.69,1430.50,1430.50,1430.50,1454.60,1430.50,1454.60,1430.50,1454.60,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1454.60,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1430.50,1450.86,1430.50,1450.86
1971,1733.21,1164.30,1751.90,1751.90,1726.95,1724.90,1751.90,1751.90,1751.86,1751.86,1751.86,1728.40,1724.90,1724.90,1724.90,1724.90,1724.90,1729.59,1724.90,1724.90,1729.59,1724.90,1724.90,1729.59,1724.90,1724.90,1724.90,1751.90,1724.90,1751.90,1724.90,1751.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1751.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1724.90,1747.71,1724.90,1747.71
1972,2026.15,1116.80,2053.90,2053.90,2016.84,2013.80,2053.90,2053.90,2053.83,2053.83,2053.83,2019.00,2013.80,2013.80,2013.80,2013.80,2013.80,2020.77,2013.80,2013.80,2020.77,2013.80,2013.80,2020.77,2013.80,2013.80,2013.80,2053.90,2013.80,2053.90,2013.80,2053.90,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2053.90,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2013.80,2047.68,2013.80,2047.68
1973,1513.14,1301.10,1528.30,1528.30,1508.06,1506.40,1528.30,1528.30,1528.26,1528.26,1528.26,1509.24,1506.40,1506.40,1506.40,1506.40,1506.40,1510.20,1506.40,1506.40,1510.20,1506.40,1506.40,1510.20,1506.40,1506.40,1506.40,1528.30,1506.40,1528.30,1506.40,1528.30,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1528.30,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1506.40,1524.91,1506.40,1524.91
1974,2434.08,1327.00,2465.50,2465.50,2423.55,2420.10,2465.50,2465.50,2465.42,2465.42,2465.42,2425.99,2420.10,2420.10,2420.10,2420.10,2420.10,2427.99,2420.10,2420.10,2427.99,2420.10,2420.10,2427.99,2420.10,2420.10,2420.10,2465.50,2420.10,2465.50,2420.10,2465.50,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2465.50,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2420.10,2458.46,2420.10,2458.46
1975,1644.88,1071.80,1661.90,1661.90,1639.17,1637.30,1661.90,1661.90,1661.86,1661.86,1661.86,1640.49,1637.30,1637.30,1637.30,1637.30,1637.30,1641.57,1637.30,1637.30,1641.57,1637.30,1637.30,1641.57,1637.30,1637.30,1637.30,1661.90,1637.30,1661.90,1637.30,1661.90,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1661.90,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1637.30,1658.09,1637.30,1658.09
1976,1723.74,1348.10,1741.80,1741.80,1717.68,1715.70,1741.80,1741.80,1741.76,1741.76,1741.76,1719.08,1715.70,1715.70,1715.70,1715.70,1715.70,1720.23,1715.70,1715.70,1720.23,1715.70,1715.70,1720.23,1715.70,1715.70,1715.70,1741.80,1715.70,1741.80,1715.70,1741.80,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1741.80,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1715.70,1737.75,1715.70,1737.75
1977,2162.59,1369.00,2186.40,2186.40,2154.61,2152.00,2186.40,2186.40,2186.34,2186.34,2186.34,2156.46,2152.00,2152.00,2152.00,2152.00,2152.00,2157.98,2152.00,2152.00,2157.98,2152.00,2152.00,2157.98,2152.00,2152.00,2152.00,2186.40,2152.00,2186.40,2152.00,2186.40,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2186.40,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2152.00,2181.07,2152.00,2181.07
1978,2236.86,1525.30,2262.40,2262.40,2228.30,2225.50,2262.40,2262.40,2262.34,2262.34,2262.34,2230.28,2225.50,2225.50,2225.50,2225.50,2225.50,2231.91,2225.50,2225.50,2231.91,2225.50,2225.50,2231.91,2225.50,2225.50,2225.50,2262.40,2225.50,2262.40,2225.50,2262.40,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2262.40,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2225.50,2256.68,2225.50,2256.68
1979,1654.61,1160.00,1673.30,1673.30,1648.35,1646.30,1673.30,1673.30,1673.26,1673.26,1673.26,1649.80,1646.30,1646.30,1646.30,1646.30,1646.30,1650.99,1646.30,1646.30,1650.99,1646.30,1646.30,1650.99,1646.30,1646.30,1646.30,1673.30,1646.30,1673.30,1646.30,1673.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1673.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1646.30,1669.11,1646.30,1669.11
1980,1603.18,1034.70,1620.00,1620.00,1597.54,1595.70,1620.00,1620.00,1619.96,1619.96,1619.96,1598.85,1595.70,1595.70,1595.70,1595.70,1595.70,1599.92,1595.70,1595.70,1599.92,1595.70,1595.70,1599.92,1595.70,1595.70,1595.70,1620.00,1595.70,1620.00,1595.70,1620.00,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1620.00,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1595.70,1616.23,1595.70,1616.23
1981,1990.39,1102.40,2011.70,2011.70,1983.24,1980.90,2011.70,2011.70,2011.65,2011.65,2011.65,1984.89,1980.90,1980.90,1980.90,1980.90,1980.90,1986.25,1980.90,1980.90,1986.25,1980.90,1980.90,1986.25,1980.90,1980.90,1980.90,2011.70,1980.90,2011.70,1980.90,2011.70,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,2011.70,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,1980.90,2006.93,1980.90,2006.93
1982,1804.06,1128.80,1827.80,1827.80,1796.10,1793.50,1827.80,1827.80,1827.74,1827.74,1827.74,1797.95,1793.50,1793.50,1793.50,1793.50,1793.50,1799.46,1793.50,1793.50,1799.46,1793.50,1793.50,1799.46,1793.50,1793.50,1793.50,1827.80,1793.50,1827.80,1793.50,1827.80,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1827.80,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1793.50,1822.48,1793.50,1822.48
1983,2246.24,1591.90,2274.20,2274.20,2236.87,2233.80,2274.20,2274.20,2274.13,2274.13,2274.13,2239.04,2233.80,2233.80,2233.80,2233.80,2233.80,2240.82,2233.80,2233.80,2240.82,2233.80,2233.80,2240.82,2233.80,2233.80,2233.80,2274.20,2233.80,2274.20,2233.80,2274.20,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2274.20,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2233.80,2267.94,2233.80,2267.94
1984,1717.10,980.90,1738.00,1738.00,1710.09,1707.80,1738.00,1738.00,1737.95,1737.95,1737.95,1711.72,1707.80,1707.80,1707.80,1707.80,1707.80,1713.05,1707.80,1707.80,1713.05,1707.80,1707.80,1713.05,1707.80,1707.80,1707.80,1738.00,1707.80,1738.00,1707.80,1738.00,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1738.00,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1707.80,1733.32,1707.80,1733.32
1985,1879.89,995.50,1901.20,1901.20,1872.74,1870.40,1901.20,1901.20,1901.15,1901.15,1901.15,1874.39,1870.40,1870.40,1870.40,1870.40,1870.40,1875.75,1870.40,1870.40,1875.75,1870.40,1870.40,1875.75,1870.40,1870.40,1870.40,1901.20,1870.40,1901.20,1870.40,1901.20,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1901.20,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1870.40,1896.43,1870.40,1896.43
1986,1384.72,1090.40,1402.30,1402.30,1378.83,1376.90,1402.30,1402.30,1402.26,1402.26,1402.26,1380.19,1376.90,1376.90,1376.90,1376.90,1376.90,1381.31,1376.90,1376.90,1381.31,1376.90,1376.90,1381.31,1376.90,1376.90,1376.90,1402.30,1376.90,1402.30,1376.90,1402.30,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1402.30,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1376.90,1398.36,1376.90,1398.36
