Variable:,pr
,Kiribati,"Administrative unit not available"
1901,1055.99,1379.55
1902,1055.99,1379.55
1903,1055.99,1379.55
1904,1055.99,1370.18
1905,1055.99,1640.84
1906,1055.99,1306.25
1907,884.79,1111.68
1908,1055.99,1362.50
1909,1033.46,1279.06
1910,970.41,1290.82
1911,1102.79,1458.66
1912,1258.19,1562.18
1913,1092.89,1421.42
1914,1366.16,1695.79
1915,1221.70,1523.42
1916,985.23,1306.47
1917,928.23,1246.95
1918,1177.26,1520.34
1919,1179.32,1501.92
1920,1050.66,1370.10
1921,703.41,1127.62
1922,1150.86,1430.33
1923,1055.52,1377.73
1924,1218.27,1464.87
1925,761.76,1185.15
1926,831.31,1136.50
1927,855.12,1033.15
1928,935.17,1252.57
1929,672.93,1108.23
1930,959.57,1392.49
1931,1250.22,1417.82
1932,950.80,1143.17
1933,971.70,1138.11
1934,1185.52,1177.00
1935,1215.86,1254.41
1936,942.03,1329.59
1937,846.76,1013.15
1938,988.84,993.39
1939,1178.98,1482.22
1940,903.96,1358.97
1941,1016.39,1412.52
1942,1043.34,1356.31
1943,976.72,1305.05
1944,1000.78,1323.97
1945,979.67,1300.56
1946,756.01,1330.97
1947,1087.43,1309.33
1948,954.94,1475.59
1949,1038.03,1346.04
1950,933.16,854.25
1951,1109.01,1541.93
1952,909.93,1281.11
1953,1163.84,1675.94
1954,310.11,616.15
1955,558.75,672.01
1956,973.86,1045.66
1957,1459.12,1858.45
1958,2166.41,2454.30
1959,826.53,1237.09
1960,684.57,995.16
1961,874.20,1139.32
1962,825.88,954.83
1963,927.47,1307.85
1964,991.62,1181.77
1965,1772.55,2195.58
1966,1125.67,1581.08
1967,428.48,732.55
1968,324.45,621.73
1969,995.28,1489.82
1970,583.28,930.23
1971,502.38,695.83
1972,1830.79,2312.45
1973,1394.54,1489.28
1974,474.85,731.06
1975,636.28,909.16
1976,1918.17,2165.63
1977,1470.92,1951.95
1978,760.83,1146.53
1979,947.96,1440.97
1980,1031.95,1501.19
1981,903.51,1236.94
1982,1442.11,1763.24
1983,1596.02,1660.01
1984,671.42,822.74
1985,370.52,619.57
1986,1045.87,1481.07
1987,2866.46,3234.46
1988,867.06,1145.48
1989,574.06,753.66
1990,1198.50,1784.42
1991,1295.72,1807.63
1992,1188.86,1671.14
1993,1043.48,1761.54
1994,963.09,1408.09
1995,742.24,1015.38
1996,556.24,815.50
1997,893.07,1464.29
1998,1195.99,1250.91
1999,1055.99,1272.32
2000,1053.99,1211.91
2001,1055.99,1391.09
2002,1055.99,1379.97
2003,1055.99,1379.73
2004,1055.99,1379.55
2005,1055.99,1379.41
2006,1055.99,1379.38
2007,1055.99,1378.95
2008,1055.99,1378.02
2009,1055.99,1379.79
2010,1055.99,1379.34
2011,1055.99,1379.55
2012,1055.99,1379.55
2013,1055.99,1379.55
2014,1055.99,1379.55
2015,1055.99,1379.55
2016,1055.99,1379.55
2017,1055.99,1379.55
2018,1055.99,1379.55
2019,1055.99,1377.03
2020,1055.99,1344.56
