Variable:,pr
,"El Salvador",Ahuachapan,Cabanas,Chalatenango,Cuscatlan,"La Libertad","La Paz","La Union",Morazan,"San Miguel","San Salvador","San Vicente","Santa Ana",Sonsonate,Usulutan
1901,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1902,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1903,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1904,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1905,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1906,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1907,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1908,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1909,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1910,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1911,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1912,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1913,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1914,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1915,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1916,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1917,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1918,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1919,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1920,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1921,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1922,1718.05,2039.86,1652.95,1783.69,1714.87,1759.45,1713.27,1512.73,1515.70,1540.94,1743.83,1664.52,1967.15,1936.23,1621.13
1923,1690.57,1934.10,1652.77,1740.26,1700.60,1737.88,1710.23,1512.73,1515.70,1540.94,1724.69,1664.52,1870.46,1862.60,1621.13
1924,1733.14,2098.88,1653.05,1806.55,1722.80,1771.65,1715.03,1512.73,1515.70,1540.94,1754.62,1664.52,2019.69,1977.27,1621.13
1925,1689.92,1928.66,1652.79,1742.96,1700.33,1736.30,1709.99,1512.73,1515.70,1540.94,1723.92,1664.52,1871.43,1854.66,1621.13
1926,1726.90,2063.71,1653.06,1800.85,1723.53,1772.51,1715.62,1512.73,1515.70,1540.94,1756.60,1664.52,1988.59,1963.86,1621.13
1927,1724.81,2071.35,1652.99,1791.29,1717.53,1763.84,1713.86,1512.73,1515.70,1540.94,1747.45,1664.52,1992.98,1953.10,1621.13
1928,1716.40,2029.38,1652.95,1783.72,1713.39,1755.82,1712.72,1512.73,1515.70,1540.94,1741.30,1664.52,1971.08,1921.61,1621.13
1929,1731.45,2092.66,1653.06,1805.09,1721.72,1769.65,1714.71,1512.73,1515.70,1540.94,1752.98,1664.52,2014.70,1970.49,1621.13
1930,1717.72,2037.56,1652.97,1784.35,1714.99,1759.26,1713.29,1512.73,1515.70,1540.94,1743.98,1664.52,1966.55,1933.11,1621.13
1931,2019.40,2422.91,1962.50,2198.07,2070.52,2132.74,2013.68,1625.48,1716.56,1731.75,2121.69,1960.72,2395.54,2323.19,1837.59
1932,1948.47,2340.73,1885.80,2045.26,1999.39,2077.39,1970.26,1593.33,1654.67,1685.62,2060.93,1895.64,2261.85,2262.69,1802.72
1933,2361.26,2959.76,2303.06,2436.15,2478.19,2615.69,2448.92,1759.39,1912.97,1968.37,2584.13,2319.43,2751.57,2871.69,2161.84
1934,1517.55,1733.90,1456.99,1529.75,1485.01,1511.28,1520.77,1441.57,1388.85,1421.75,1496.30,1476.19,1671.42,1644.32,1484.21
1935,1739.83,2087.43,1670.79,1712.68,1738.97,1808.30,1789.49,1533.65,1516.47,1572.99,1780.38,1700.13,1923.03,2000.89,1687.31
1936,2121.13,2607.02,2052.84,2287.64,2184.03,2266.09,2117.97,1662.35,1778.52,1792.89,2250.46,2052.52,2538.02,2499.14,1913.36
1937,1871.95,2298.51,1767.82,2016.59,1860.28,1916.69,1817.71,1608.85,1613.57,1628.94,1899.48,1769.06,2249.87,2172.31,1700.68
1938,1638.66,1939.32,1566.93,1656.25,1614.68,1655.51,1633.46,1512.52,1459.87,1500.52,1637.52,1583.65,1841.93,1829.40,1574.36
1939,1711.99,2032.32,1660.47,1700.98,1720.85,1780.79,1760.62,1489.54,1510.50,1550.72,1757.24,1684.90,1888.80,1947.50,1656.05
1940,1810.32,2123.29,1769.44,1900.39,1814.73,1848.67,1821.71,1562.86,1610.56,1625.51,1832.70,1780.07,2053.31,2024.49,1714.89
1941,1758.27,2122.66,1679.86,1869.55,1741.36,1780.31,1714.98,1531.72,1562.41,1561.26,1764.56,1682.35,2071.80,2006.41,1620.37
1942,1715.54,1972.48,1663.67,1883.48,1730.01,1751.82,1664.80,1503.72,1526.66,1520.37,1753.77,1655.49,2033.45,1867.90,1570.19
1943,1777.65,2146.25,1705.13,1771.84,1782.89,1851.37,1806.40,1569.75,1541.86,1593.71,1828.18,1727.99,1990.86,2037.72,1701.29
1944,1904.98,2231.20,1845.21,1869.98,1916.52,1980.84,1938.23,1729.59,1688.15,1740.83,1960.30,1867.55,2088.50,2137.48,1842.46
1945,1839.79,2159.40,1793.36,1973.49,1870.50,1914.31,1825.84,1553.32,1615.30,1618.67,1905.66,1792.05,2136.72,2075.21,1696.37
1946,1025.44,1209.42,1009.90,1049.29,1020.59,1035.12,1066.42,890.27,859.02,928.81,1023.08,1029.66,1147.51,1126.91,1023.23
1947,1948.25,2376.11,1868.71,2054.64,1968.91,2036.49,1935.59,1628.37,1693.47,1701.76,2019.32,1873.58,2284.87,2245.21,1788.27
1948,2049.92,2473.00,1946.68,2120.32,2041.88,2111.47,2022.27,1810.14,1829.86,1828.55,2089.77,1956.18,2362.77,2352.64,1900.03
1949,1489.40,1770.37,1448.00,1426.86,1491.32,1546.61,1561.71,1324.97,1291.85,1367.07,1521.13,1480.08,1601.62,1685.60,1482.79
1950,1640.18,1802.86,1612.98,1630.89,1633.66,1658.76,1688.43,1551.72,1491.30,1542.21,1644.35,1636.50,1755.68,1742.21,1632.80
1951,1702.96,2113.87,1619.81,1730.33,1705.06,1775.57,1713.00,1450.16,1460.15,1500.47,1752.21,1637.94,1965.79,1989.20,1599.71
1952,1992.62,2385.72,1912.49,2066.31,1982.23,2035.40,1982.57,1750.49,1751.55,1782.66,2013.72,1925.35,2293.81,2269.08,1875.11
1953,1702.94,2008.30,1636.39,1745.10,1690.11,1731.99,1687.18,1546.66,1523.88,1545.15,1715.65,1645.75,1932.61,1911.20,1610.74
1954,2223.45,2660.68,2123.49,2263.02,2195.86,2256.39,2202.64,2021.12,1975.46,2015.24,2230.66,2139.72,2529.60,2519.25,2107.14
1955,1906.22,2259.53,1865.06,1984.44,1957.04,2017.13,1931.35,1582.54,1642.34,1675.27,2007.00,1875.48,2183.85,2153.75,1788.51
1956,1747.66,2105.44,1674.37,1829.68,1741.79,1789.35,1740.31,1514.34,1522.02,1551.41,1771.98,1687.13,2027.89,1991.04,1640.31
1957,1669.95,1969.73,1618.25,1754.07,1689.08,1734.49,1669.15,1440.76,1464.04,1483.37,1723.68,1623.97,1918.60,1873.56,1560.60
1958,1944.06,2290.94,1894.79,2048.13,1977.40,2029.00,1948.30,1639.01,1694.86,1718.77,2017.11,1900.43,2241.77,2194.38,1814.93
1959,1582.70,1958.92,1494.58,1616.90,1567.32,1625.76,1573.57,1388.85,1373.74,1398.66,1604.23,1510.63,1840.72,1840.54,1480.15
1960,2053.60,2471.26,1973.07,2109.35,2056.54,2119.85,2049.14,1799.28,1797.97,1833.38,2099.68,1986.76,2349.35,2337.71,1932.70
1961,1741.03,2039.33,1687.53,1876.62,1751.19,1781.07,1712.14,1509.79,1539.70,1548.21,1775.86,1687.06,2033.64,1922.97,1614.15
1962,1889.36,2325.79,1794.90,1956.03,1889.04,1958.23,1869.14,1620.36,1628.16,1657.26,1936.31,1805.63,2219.31,2206.59,1748.18
1963,1574.66,1953.28,1490.87,1607.49,1564.42,1623.69,1553.87,1370.87,1372.56,1389.92,1602.83,1501.18,1838.37,1846.02,1460.07
1964,1756.47,2101.03,1700.06,1812.07,1767.22,1818.52,1764.81,1501.04,1538.89,1567.77,1800.74,1712.80,2001.44,2009.31,1658.42
1965,1569.12,1894.57,1515.77,1595.75,1562.78,1605.85,1581.95,1372.34,1371.52,1403.16,1586.35,1531.69,1791.24,1785.46,1493.40
1966,2037.84,2343.22,1966.09,2161.43,2042.98,2087.73,2012.75,1814.89,1812.38,1830.15,2076.43,1969.45,2348.65,2264.32,1905.15
1967,1343.50,1676.00,1272.97,1443.90,1339.58,1382.91,1321.76,1121.92,1150.86,1150.45,1368.76,1278.42,1626.54,1567.99,1217.91
1968,1907.45,2234.83,1828.46,1922.48,1861.73,1896.45,1894.06,1816.24,1729.42,1765.43,1873.94,1847.85,2113.57,2114.39,1843.01
1969,2395.80,2852.90,2301.34,2461.76,2403.49,2477.83,2380.12,2114.48,2098.90,2147.14,2456.31,2312.94,2739.37,2724.57,2252.66
1970,2092.23,2465.16,2036.49,2169.41,2125.76,2189.51,2101.30,1771.00,1830.03,1871.83,2172.78,2044.68,2373.95,2382.89,1971.33
1971,1380.02,1669.25,1318.56,1399.07,1376.87,1427.79,1400.74,1185.35,1191.91,1225.83,1408.14,1338.73,1583.70,1601.04,1314.90
1972,1249.40,1511.93,1190.25,1296.31,1235.38,1270.41,1252.07,1091.01,1096.48,1113.30,1255.71,1204.71,1450.43,1416.49,1180.68
