Variable:,pr
,Albania,Berat,Bulqize,Delvine,Devoll,Diber,Durres,Elbasan,Fier,Gjirokaster,Gramsh,Has,Kavaje,Kolonje,Korce,Kruje,Kucove,Kukes,Kurbin,Lezhe,Librazhd,Lushnje,"Malesi E Madhe",Mallakaster,Mat,Mirdite,Peqin,Permet,Pogradec,Puke,Sarande,Shkoder,Skrapar,Tepelene,Tirane,Tropoje,Vlore
1977,791.08,755.23,726.44,762.00,530.90,754.98,852.37,753.23,759.54,732.95,668.10,868.37,832.55,590.78,563.18,955.88,804.50,791.84,1040.40,1031.01,701.34,803.34,1099.17,792.63,856.21,909.73,858.00,698.06,569.25,943.82,752.58,1010.74,679.88,774.51,834.37,931.33,762.02
1978,1090.95,1048.72,985.88,1172.52,810.31,1023.67,1147.00,1032.38,1028.74,1111.36,970.40,1108.51,1127.96,934.76,847.74,1280.13,1092.80,1036.98,1379.20,1365.16,953.85,1090.21,1357.21,1097.19,1150.11,1216.02,1165.40,1053.06,839.77,1205.54,1165.38,1273.31,998.10,1155.91,1133.22,1173.11,1117.84
1979,1366.90,1371.19,1267.52,1490.49,1054.66,1265.44,1481.67,1348.35,1347.27,1422.82,1279.60,1269.92,1475.67,1193.26,1109.62,1599.57,1422.80,1223.47,1669.40,1655.46,1246.49,1422.03,1543.31,1423.46,1424.51,1486.40,1518.70,1353.92,1101.71,1396.67,1479.23,1480.78,1305.97,1478.14,1476.88,1334.25,1436.19
1980,1167.72,1144.18,1073.80,1247.70,915.95,1105.89,1226.49,1121.70,1113.18,1197.14,1097.40,1130.62,1205.00,1019.44,961.96,1345.44,1170.50,1091.82,1440.90,1429.46,1044.78,1168.68,1381.85,1179.52,1226.72,1287.31,1234.90,1144.27,952.42,1231.06,1236.19,1306.84,1114.66,1252.60,1206.23,1186.76,1213.95
1981,1081.21,1043.69,988.76,1174.00,811.06,1016.91,1124.88,1028.23,986.08,1082.43,996.10,1120.16,1096.37,873.88,857.50,1263.63,1070.60,1033.52,1379.90,1367.83,960.17,1062.43,1358.49,1077.37,1148.90,1215.05,1129.00,1005.92,853.22,1211.66,1176.13,1280.09,1002.57,1131.41,1104.24,1183.50,1090.14
1982,1034.72,1031.66,917.66,1259.85,851.22,924.99,1052.61,986.28,968.60,1219.52,1027.90,899.62,1046.21,1022.22,885.81,1146.85,1033.20,883.85,1206.40,1194.31,901.14,1025.83,1063.87,1059.88,1033.70,1078.63,1077.90,1171.09,862.16,993.39,1250.91,1040.81,1074.38,1227.84,1050.89,941.36,1154.31
1983,950.02,923.64,893.14,1011.03,793.47,917.22,987.77,920.25,882.70,993.55,930.30,900.58,975.64,865.75,827.28,1059.66,919.70,890.90,1116.70,1108.83,872.33,925.31,1065.59,934.12,988.85,1025.24,993.60,964.53,817.39,982.03,996.62,1034.49,943.11,1021.62,975.73,947.06,981.69
1984,929.73,891.54,821.90,995.84,678.51,844.51,990.39,868.95,883.83,942.70,850.20,923.86,959.50,760.30,718.27,1096.63,914.80,848.67,1202.70,1192.44,796.79,919.04,1217.32,922.60,976.46,1040.12,973.80,889.29,710.57,1029.04,988.36,1119.69,865.27,987.52,947.07,995.61,972.75
1985,953.51,951.02,858.91,1083.80,731.95,866.09,1007.80,917.72,917.97,1000.36,900.90,900.42,992.11,819.77,775.91,1107.25,979.30,850.49,1182.60,1173.49,841.21,972.32,1130.26,984.52,987.19,1039.21,1020.00,931.83,766.86,989.25,1087.25,1059.96,913.09,1036.97,992.64,950.78,1009.38
1986,1000.20,970.97,918.00,1052.40,763.40,945.65,1049.45,958.22,915.40,1015.67,937.30,994.95,1028.27,848.05,804.92,1181.64,989.90,938.61,1284.10,1270.13,891.25,986.08,1217.00,996.24,1068.47,1129.48,1063.00,971.68,798.08,1089.21,1039.68,1148.64,950.83,1057.01,1037.32,1049.26,1012.87
1987,1095.13,1092.18,994.55,1209.83,872.78,1023.00,1142.72,1054.88,1061.13,1169.98,1037.90,1016.40,1132.88,1004.13,910.90,1260.19,1122.60,995.22,1336.00,1322.78,969.08,1115.48,1220.56,1128.91,1136.33,1191.51,1172.40,1124.48,896.64,1117.64,1198.99,1173.57,1066.82,1200.75,1140.99,1070.31,1157.98
1988,855.22,818.04,766.02,918.71,628.07,794.40,915.42,804.28,795.56,857.57,759.40,891.54,894.50,707.70,660.58,1011.37,851.10,820.07,1094.60,1085.53,741.76,851.07,1087.44,856.66,901.93,957.54,915.00,803.59,656.99,956.76,915.07,1017.25,775.09,904.86,888.09,931.72,878.49
1989,813.30,757.94,787.36,758.57,624.43,822.68,851.26,786.24,726.51,763.51,740.60,898.19,840.60,669.81,652.17,927.92,767.70,838.64,984.50,976.34,759.72,776.17,1059.78,765.16,877.97,912.68,862.40,751.49,654.15,953.55,743.19,993.56,746.03,780.60,847.98,948.53,755.04
1990,841.86,838.22,752.05,958.47,669.27,755.16,878.00,804.69,814.24,917.63,808.30,793.17,862.34,750.93,703.69,951.25,854.90,747.95,1014.50,1007.28,738.22,849.96,946.33,865.88,855.18,897.09,878.00,874.30,689.50,858.13,953.09,908.37,831.20,945.68,857.20,825.81,919.01
1991,949.90,894.70,880.49,975.32,755.52,907.90,949.37,897.90,826.71,957.89,896.90,1030.27,930.75,820.32,793.31,1062.58,893.30,939.42,1149.10,1139.38,855.05,890.54,1210.44,905.42,994.82,1041.60,962.40,928.11,784.33,1079.87,961.08,1121.70,909.06,984.76,947.63,1075.37,927.34
1992,846.03,788.56,813.31,838.05,682.72,831.88,857.12,814.26,740.58,852.94,795.50,872.59,840.95,759.58,708.27,945.78,784.40,828.05,1017.00,1008.68,792.79,789.11,1055.26,796.07,899.30,933.80,863.30,844.77,703.43,938.18,816.54,985.41,812.41,874.30,854.77,918.71,826.14
1993,905.23,914.21,810.58,1012.57,668.54,806.61,970.39,877.81,888.90,942.73,872.50,820.83,956.78,775.34,715.46,1047.40,937.80,779.34,1107.60,1101.35,797.55,933.97,1090.08,944.79,925.12,971.17,977.70,882.57,707.73,931.36,1009.71,1025.55,878.37,1004.64,950.34,888.99,987.02
1994,974.19,941.50,903.32,1162.92,801.83,894.75,963.76,938.60,871.62,1118.50,950.50,877.71,954.88,958.80,834.61,1076.09,935.90,865.16,1148.80,1134.93,894.92,929.98,1051.61,962.41,994.08,1031.89,991.90,1071.93,820.36,964.98,1157.43,1008.27,989.57,1120.32,978.95,919.93,1039.96
1995,1167.57,1117.46,1082.69,1204.65,870.46,1125.83,1231.42,1117.17,1078.43,1170.37,1085.30,1211.57,1206.63,992.79,920.51,1358.68,1135.50,1129.81,1463.50,1451.79,1045.20,1141.18,1433.06,1141.63,1246.30,1310.73,1237.30,1126.65,912.98,1291.36,1190.74,1354.56,1101.17,1212.70,1209.39,1258.46,1172.72
1996,1212.62,1214.44,1081.25,1360.13,872.49,1111.14,1323.61,1164.02,1204.42,1262.18,1122.20,1131.42,1302.05,1004.34,931.29,1433.42,1266.50,1074.10,1522.30,1514.19,1047.10,1264.03,1475.30,1269.99,1265.36,1336.66,1330.50,1176.48,921.80,1247.19,1358.91,1359.80,1142.93,1332.11,1286.44,1192.94,1314.49
1997,868.01,868.54,776.41,941.21,648.42,779.82,927.20,836.28,859.77,903.60,810.00,891.57,915.62,739.06,686.61,994.58,901.50,810.67,1046.80,1041.17,763.34,897.83,1047.62,895.96,881.56,925.10,934.10,862.95,679.38,926.21,938.07,972.22,829.04,916.50,907.98,914.42,896.37
1998,1010.87,993.60,909.39,1091.68,773.58,930.74,1051.13,961.33,969.16,1036.05,948.00,1026.39,1035.74,872.08,816.77,1139.78,1019.30,953.76,1209.10,1201.33,888.57,1014.84,1232.29,1029.68,1032.46,1082.38,1059.50,982.11,810.17,1086.90,1081.46,1148.03,961.08,1101.87,1033.15,1070.94,1076.26
1999,1138.70,1067.91,1029.23,1245.47,861.04,1062.82,1145.37,1058.06,1017.55,1188.06,1051.10,1171.31,1112.25,1000.92,907.81,1283.30,1077.10,1074.52,1408.60,1395.29,996.39,1074.89,1454.07,1098.81,1188.33,1253.50,1138.20,1130.53,895.35,1275.20,1236.47,1353.50,1078.15,1231.42,1118.61,1248.13,1175.91
2000,796.50,799.79,723.17,820.95,567.29,738.07,887.69,774.07,799.86,774.21,735.40,760.90,867.05,604.65,610.89,961.68,836.30,723.38,1032.30,1026.99,702.71,836.72,1003.90,830.44,848.36,898.27,879.90,726.63,609.12,855.77,813.20,943.40,736.08,830.53,852.78,816.80,832.99
2001,832.37,755.04,733.39,825.82,607.10,777.14,872.56,755.16,737.32,807.47,723.30,929.52,842.85,676.95,636.41,977.23,772.80,825.51,1078.90,1070.46,702.36,781.49,1193.77,779.13,881.24,942.21,859.50,778.12,630.50,1002.25,812.42,1080.25,742.28,835.19,835.41,995.40,805.86
2002,1101.34,1053.74,1023.22,1170.48,909.10,1066.38,1113.12,1045.54,995.53,1186.72,1045.30,1088.72,1097.22,1047.76,941.10,1226.31,1058.00,1051.23,1310.60,1298.04,992.67,1056.31,1277.17,1068.02,1150.39,1199.79,1128.70,1174.40,928.85,1165.95,1150.52,1209.71,1087.01,1168.55,1108.29,1134.82,1092.86
2003,1007.63,1029.42,949.36,1100.74,778.32,968.88,1079.97,998.38,1015.79,1053.78,942.40,968.05,1071.49,886.35,816.53,1171.63,1078.50,942.95,1233.40,1221.80,927.31,1067.28,1024.87,1080.76,1066.84,1112.56,1100.10,1004.29,814.80,1002.44,1087.87,1006.01,963.93,1124.89,1073.68,962.33,1104.73
2004,1074.26,1017.32,1010.39,1035.24,826.41,1052.92,1149.56,1032.56,978.52,1013.49,988.60,1106.62,1128.98,883.34,867.12,1262.82,1033.60,1044.68,1353.60,1343.04,974.85,1044.48,1433.38,1033.70,1160.00,1218.27,1157.70,980.76,864.53,1211.92,1018.28,1303.71,988.90,1059.34,1130.29,1183.53,1031.11
2005,1092.02,1054.23,994.89,1136.58,796.59,1030.72,1162.83,1038.01,1045.64,1073.64,988.80,1121.57,1137.59,882.95,842.90,1274.68,1091.20,1043.80,1372.60,1362.69,962.13,1093.60,1404.18,1097.51,1154.33,1218.01,1161.30,1013.64,840.01,1204.81,1127.24,1285.97,999.69,1152.88,1131.25,1181.36,1142.20
2006,1053.87,1015.04,995.52,1147.40,841.16,1032.13,1090.35,1019.76,958.83,1104.14,994.70,1055.48,1082.26,945.28,877.46,1203.45,1026.30,1015.79,1275.60,1261.12,965.15,1027.35,1177.96,1037.50,1118.53,1165.47,1119.90,1057.70,869.74,1122.39,1139.27,1141.46,1016.41,1121.88,1097.06,1089.84,1067.41
2007,1061.49,1036.96,983.91,1115.12,832.79,1008.43,1110.03,1022.98,999.10,1072.25,995.20,1074.14,1092.49,909.23,873.46,1223.59,1060.50,1014.84,1310.20,1298.45,959.85,1057.50,1255.58,1067.19,1118.24,1172.71,1123.30,1025.54,868.98,1142.03,1103.37,1189.59,1007.33,1124.19,1098.60,1112.84,1092.86
2008,1016.85,989.88,927.20,1053.11,751.14,955.69,1101.65,974.57,983.10,1011.20,934.40,1002.14,1079.92,837.82,796.43,1199.61,1021.20,946.10,1285.20,1275.99,898.62,1027.28,1249.87,1025.49,1076.47,1135.53,1100.50,964.59,791.31,1106.35,1040.64,1188.52,946.77,1076.17,1069.71,1066.26,1063.03
2009,1332.41,1326.75,1210.48,1488.15,1029.37,1223.73,1419.08,1289.77,1293.05,1408.87,1260.50,1245.39,1404.56,1169.27,1086.21,1540.24,1364.00,1195.12,1626.20,1612.59,1185.12,1361.28,1526.10,1372.84,1377.20,1443.13,1440.70,1333.58,1072.94,1371.81,1481.59,1459.52,1286.60,1460.04,1401.54,1313.31,1418.43
2010,1343.38,1330.94,1223.10,1358.48,996.73,1243.23,1454.65,1299.07,1302.54,1317.30,1250.80,1320.67,1427.16,1081.52,1062.80,1594.88,1376.30,1237.59,1710.50,1697.82,1192.73,1375.11,1675.38,1378.38,1418.79,1498.07,1461.00,1260.09,1056.39,1457.35,1331.20,1572.69,1258.36,1425.09,1420.13,1404.29,1402.56
2011,785.32,770.91,715.16,898.91,601.18,727.29,826.44,753.92,754.90,839.74,731.70,733.75,815.53,691.35,631.56,899.86,792.90,708.95,955.10,947.50,698.67,791.66,907.50,800.16,812.74,851.27,835.90,789.12,625.33,814.01,901.09,870.02,751.37,861.50,815.09,780.78,837.16
2012,1025.05,1007.59,944.08,1159.61,803.79,958.91,1079.60,991.73,961.51,1090.38,969.90,968.31,1065.67,905.91,844.78,1186.99,1028.70,935.30,1264.10,1253.06,923.03,1025.76,1170.68,1037.09,1073.41,1124.90,1097.70,1028.11,835.81,1059.01,1158.90,1119.38,990.46,1110.15,1071.33,1013.90,1062.81
2013,1058.47,1017.97,964.26,1087.91,729.76,1000.61,1173.28,1014.94,1004.40,1025.33,944.90,1062.29,1151.42,812.02,783.46,1291.13,1059.30,994.26,1385.80,1375.45,928.75,1069.60,1387.12,1058.91,1141.30,1210.86,1181.50,963.55,782.27,1182.09,1079.48,1286.68,954.51,1093.65,1142.72,1139.35,1075.44
2014,1350.34,1296.56,1233.64,1462.45,1052.90,1273.16,1412.72,1285.19,1233.45,1401.75,1259.20,1345.83,1388.68,1193.95,1101.47,1568.00,1317.40,1271.91,1685.70,1670.50,1197.44,1318.92,1616.56,1329.14,1422.45,1497.84,1431.70,1339.31,1087.94,1462.09,1453.58,1542.19,1286.87,1428.37,1396.29,1415.80,1364.02
2015,1047.91,1005.60,985.24,1133.17,844.83,1012.92,1077.50,1011.20,933.47,1091.87,990.70,1058.10,1064.89,939.49,880.50,1211.91,1013.80,1008.19,1300.60,1285.97,959.62,1011.88,1206.23,1022.71,1116.81,1169.66,1109.20,1047.22,873.51,1122.89,1126.17,1152.81,1010.37,1097.10,1086.96,1087.25,1033.66
2016,1144.62,1076.46,1106.18,1118.28,912.82,1156.39,1194.75,1111.63,996.25,1116.36,1075.50,1190.99,1179.30,985.66,955.00,1343.27,1076.90,1143.02,1443.60,1427.84,1067.39,1085.46,1398.99,1079.31,1255.90,1313.78,1227.10,1093.97,951.52,1282.40,1098.90,1327.83,1083.89,1126.53,1203.98,1248.14,1063.41
2017,1005.55,986.12,943.99,1077.05,813.22,962.86,1049.84,979.83,928.98,1043.50,965.20,978.16,1037.11,902.94,849.96,1162.90,997.80,945.48,1240.70,1229.01,922.58,995.18,1133.42,1004.86,1065.42,1113.86,1072.80,1004.21,842.21,1048.70,1066.47,1088.66,979.50,1067.70,1050.41,1008.67,1017.91
2018,943.59,888.91,887.88,1008.03,757.24,907.31,981.59,908.45,830.19,963.39,879.80,966.68,970.09,855.47,783.87,1090.39,893.90,912.26,1163.70,1152.71,866.68,899.63,1152.85,898.69,1001.23,1047.08,1005.50,921.87,778.07,1037.66,1005.95,1085.56,894.07,951.18,984.97,1013.02,896.15
2019,1193.89,1171.40,1084.25,1322.55,918.86,1101.10,1267.91,1148.63,1132.24,1257.50,1128.90,1114.49,1251.11,1056.98,969.37,1382.49,1195.20,1073.96,1467.80,1456.47,1059.13,1196.85,1415.88,1202.88,1239.32,1300.52,1283.70,1195.62,956.19,1249.17,1319.02,1347.91,1152.42,1284.45,1249.64,1196.51,1238.96
2020,1010.52,964.45,962.23,1021.94,815.78,987.94,1056.13,981.14,907.70,1019.00,960.70,1011.49,1040.38,901.20,851.14,1167.16,966.40,973.57,1248.30,1237.94,937.02,972.45,1203.33,970.54,1082.48,1130.02,1073.20,998.38,845.07,1098.56,1005.42,1155.04,974.49,1025.21,1053.48,1063.63,971.36
