Variable:,pr
,Turkey,Adana,Adiyaman,Afyon,Agri,Aksaray,Amasya,Ankara,Antalya,Ardahan,Artvin,Aydin,Balikesir,Bartin,Batman,Bayburt,Bilecik,Bingol,Bitlis,Bolu,Burdur,Bursa,Canakkale,Cankiri,Corum,Denizli,Diyarbakir,Edirne,Elazig,Erzincan,Erzurum,Eskisehir,Gaziantep,Giresun,Gumushane,Hakkari,Hatay,Icel,Igdir,Isparta,Istanbul,Izmir,K.maras,Karabuk,Karaman,Kars,Kastamonu,Kayseri,Kilis,Kirikkale,Kirklareli,Kirsehir,Kocaeli,Konya,Kutahya,Malatya,Manisa,Mardin,Mugla,Mus,Nevsehir,Nigde,Ordu,Osmaniye,Rize,Sakarya,Samsun,Sanliurfa,Siirt,Sinop,Sirnak,Sivas,Tekirdag,Tokat,Trabzon,Tunceli,Usak,Van,Yalova,Yozgat,Zonguldak
1941,574.26,637.44,526.29,521.01,467.61,292.76,429.90,411.85,689.81,743.02,921.52,687.03,618.74,675.21,733.37,692.66,631.04,830.65,776.75,635.75,540.21,712.17,587.36,444.87,410.05,610.21,630.08,623.51,632.58,671.81,671.51,472.55,524.75,730.11,688.74,652.11,661.17,527.31,354.29,598.54,726.17,572.70,508.36,702.42,408.70,533.30,566.97,372.07,505.55,353.83,666.00,369.38,726.75,422.88,742.99,486.30,633.64,589.24,740.44,733.73,335.85,334.31,689.27,694.64,1016.68,707.04,618.91,482.28,855.97,557.23,735.78,457.81,625.05,473.01,826.55,747.04,639.71,529.53,726.63,395.99,762.50
1942,618.34,806.39,596.87,527.32,606.09,371.30,437.18,416.31,801.38,658.78,779.65,781.02,662.13,666.19,855.75,576.87,575.58,859.79,977.60,577.63,601.19,710.35,643.49,448.97,416.02,644.40,714.02,578.30,675.37,627.98,642.08,435.50,625.72,640.29,606.29,808.95,872.73,685.46,468.49,647.64,733.58,682.01,633.28,687.10,528.99,610.35,570.54,459.10,636.75,381.85,584.99,421.04,721.54,487.71,675.70,548.56,672.08,689.73,862.36,854.02,408.75,432.19,622.55,856.94,814.68,666.95,600.75,546.86,1057.93,554.97,915.33,458.97,596.35,467.17,679.30,733.81,607.54,687.47,734.57,424.94,745.44
1943,555.09,642.59,477.37,527.79,475.91,323.03,463.73,427.01,708.39,615.12,698.35,709.04,685.01,679.55,667.86,484.52,639.71,693.14,732.63,636.16,551.14,766.26,656.57,490.57,453.73,619.22,569.76,599.04,542.02,512.96,536.12,470.62,469.61,552.35,495.79,575.29,659.47,571.34,371.54,603.27,761.65,627.24,474.24,726.46,459.57,523.16,599.25,380.47,478.60,385.54,649.93,397.04,763.22,444.75,723.34,430.64,659.30,595.07,770.27,660.93,368.09,352.50,590.34,658.71,694.88,715.53,597.19,464.62,802.47,576.67,704.68,394.60,627.92,463.45,563.34,602.75,622.52,519.47,784.91,424.26,770.05
1944,636.91,702.78,610.02,562.65,511.14,323.55,445.55,400.58,881.86,685.55,751.66,1069.80,867.99,628.98,847.93,599.30,624.94,897.85,865.83,579.86,703.46,816.24,884.18,470.11,430.94,846.11,734.99,746.21,708.40,651.19,634.32,445.70,553.19,637.57,591.34,644.58,785.76,613.96,399.39,686.85,798.84,944.49,579.70,691.11,493.46,572.51,581.99,414.82,553.70,359.51,721.16,369.98,724.05,457.32,799.65,560.53,899.88,700.40,1155.29,797.25,359.72,379.78,626.59,778.89,756.93,665.55,584.49,559.16,963.81,556.06,819.89,473.01,752.00,482.80,646.00,784.42,767.58,562.96,774.60,403.48,677.19
1945,513.00,609.28,419.11,416.54,414.22,281.54,401.63,365.31,727.81,661.03,804.23,836.57,670.30,630.41,583.77,557.88,495.54,651.92,620.85,515.77,530.94,637.64,648.48,456.01,398.88,637.94,491.97,488.20,467.47,506.46,569.62,358.64,431.08,542.99,527.38,522.43,641.79,558.18,327.60,524.86,640.98,722.75,418.84,668.50,420.18,476.96,565.91,329.71,439.65,356.45,498.42,363.95,617.06,379.80,617.76,353.53,702.40,472.20,927.69,582.51,319.63,319.98,550.36,589.22,832.98,569.81,549.62,380.09,690.84,535.57,603.09,354.21,532.53,410.95,649.91,565.65,580.04,439.16,639.05,366.71,666.79
1946,640.76,714.23,552.92,613.51,619.14,380.00,515.47,481.18,829.21,723.85,828.48,896.06,718.68,748.08,744.78,642.37,621.14,843.57,882.62,642.98,664.20,750.67,722.83,562.23,504.34,761.03,638.30,621.17,630.29,648.55,682.75,504.12,539.71,688.76,641.38,735.41,802.20,605.35,484.35,728.77,740.30,776.42,573.44,821.79,510.25,616.97,678.31,458.13,561.05,441.41,599.01,449.14,718.18,518.13,756.41,529.05,761.33,613.04,1004.76,811.51,421.04,426.97,699.16,803.42,876.35,678.10,671.44,509.45,911.45,639.31,791.48,488.50,620.38,537.49,733.52,732.17,708.15,665.59,741.23,466.38,775.48
1947,558.10,677.53,485.03,492.16,531.31,344.28,428.98,447.69,725.73,640.52,705.12,745.54,702.26,713.61,635.32,473.67,592.28,680.57,731.71,625.21,526.73,735.76,696.22,507.51,439.31,609.43,546.99,607.26,522.55,507.80,535.85,451.19,486.96,541.34,496.77,656.71,778.17,604.81,454.77,574.30,766.98,677.72,504.12,760.45,453.16,578.87,599.36,390.84,491.60,414.68,612.51,432.38,733.77,439.61,697.72,424.29,687.56,497.28,786.03,664.83,383.63,368.99,568.05,700.02,698.66,688.01,579.61,422.50,767.11,560.97,657.91,390.22,625.57,431.63,577.26,586.84,611.04,576.03,753.56,419.28,784.46
1948,560.08,665.03,563.70,478.02,468.71,330.81,491.95,464.78,621.45,687.81,803.46,645.12,612.29,748.93,695.73,553.47,604.10,751.78,731.23,662.10,485.36,682.28,573.65,562.85,497.47,556.90,608.52,499.17,583.10,585.65,577.90,463.22,570.09,611.62,558.70,553.68,792.32,542.87,380.32,539.94,637.53,560.77,552.55,812.08,409.58,536.65,673.76,416.81,587.29,422.22,521.88,407.82,687.60,403.49,685.04,478.55,614.88,619.75,683.21,677.41,372.61,383.84,625.27,752.36,817.49,692.14,632.28,525.60,803.55,628.21,691.85,450.45,523.63,500.52,648.68,667.15,579.31,492.06,662.19,429.31,788.61
1949,515.73,562.45,430.45,472.32,402.28,308.73,432.45,433.80,714.10,593.30,687.82,636.89,596.95,690.53,632.56,445.43,606.05,633.75,653.13,627.61,508.94,678.02,579.85,506.26,438.84,567.98,531.30,559.72,480.55,467.99,480.88,446.58,431.24,518.23,459.22,586.52,621.82,538.47,317.85,565.86,694.01,560.38,426.03,745.94,424.77,452.94,603.36,351.51,440.58,385.03,583.98,381.45,738.73,407.78,665.10,389.63,599.00,562.25,699.42,588.40,349.24,335.30,554.44,580.00,679.57,712.94,552.18,424.67,759.75,543.22,683.86,365.66,572.42,435.73,534.57,531.44,566.91,464.50,710.89,394.43,780.03
1950,556.78,710.68,574.63,464.53,504.70,337.39,398.95,407.18,559.86,689.29,793.01,656.16,626.36,649.59,764.68,565.56,576.09,830.29,807.81,567.99,477.57,670.00,610.65,459.66,382.76,537.11,686.71,515.31,684.88,611.82,614.12,430.16,557.57,588.93,569.22,580.46,811.57,528.99,404.62,520.10,684.64,607.04,589.62,693.21,427.44,538.13,538.39,472.62,561.00,358.67,521.81,351.56,706.34,408.64,629.15,564.44,597.67,631.05,677.21,759.39,389.74,434.73,556.93,795.58,789.59,651.83,503.15,519.09,863.85,478.63,712.83,459.89,537.51,439.28,639.90,723.55,532.95,539.85,706.75,395.22,700.08
1951,629.44,716.19,586.89,538.66,606.86,355.36,501.06,479.00,708.33,885.34,983.40,849.65,735.47,783.44,743.98,651.07,613.12,841.89,845.59,681.11,585.61,716.58,750.11,565.65,480.23,679.58,663.62,631.83,671.45,659.94,722.10,492.87,563.73,709.76,661.74,650.21,783.54,559.48,498.05,609.86,731.63,775.14,603.84,844.85,451.73,721.39,684.91,472.76,547.28,420.40,598.77,431.33,765.57,447.37,695.90,559.21,723.69,613.14,916.51,804.76,415.92,396.61,699.42,789.68,968.04,727.84,658.87,523.01,872.50,629.66,737.56,512.49,621.13,523.17,774.56,746.14,626.02,600.03,738.26,452.79,863.97
1952,572.27,715.08,482.82,534.97,388.99,339.90,434.48,413.79,832.56,620.34,703.94,992.49,823.96,618.08,632.11,461.10,572.40,646.30,634.64,556.45,644.31,744.96,818.04,485.71,433.96,781.06,545.46,690.71,515.06,480.48,499.88,444.26,522.31,517.09,461.13,580.16,782.66,639.47,292.85,635.27,771.84,891.24,524.01,682.90,501.80,440.65,573.42,406.88,548.88,381.65,675.20,408.56,670.01,457.38,740.09,438.00,849.94,583.09,1073.50,589.36,380.63,393.20,546.20,749.36,680.05,608.00,537.03,455.29,735.97,530.45,681.20,395.14,696.32,436.79,526.77,553.10,710.10,458.65,725.67,407.01,652.67
1953,622.20,773.31,627.97,497.76,528.57,331.54,501.88,439.81,719.34,732.97,831.23,790.53,677.62,750.14,882.97,600.28,624.31,887.04,899.60,651.52,562.70,744.96,635.94,541.68,486.15,655.35,787.70,579.69,711.72,643.42,619.74,454.77,628.80,673.66,609.64,764.90,915.31,596.21,424.76,579.01,736.27,661.77,614.69,806.10,446.01,577.23,677.92,439.32,667.49,401.79,599.09,413.08,736.28,427.49,715.45,572.16,650.65,782.13,878.73,798.54,386.54,397.48,678.08,845.33,867.32,690.87,664.62,620.20,1021.97,648.06,909.77,488.80,615.56,513.37,694.93,758.34,614.29,637.81,752.69,438.66,801.12
1954,607.68,819.17,656.64,481.46,466.04,350.47,442.38,436.80,799.25,602.43,650.34,941.37,729.08,699.83,847.82,479.18,517.49,770.09,803.68,594.92,599.25,652.74,793.67,515.20,453.89,707.81,763.18,664.42,664.19,524.85,528.56,414.81,683.17,548.74,487.36,754.28,913.43,697.26,381.60,595.25,661.44,840.83,634.12,758.11,523.13,524.80,604.92,443.12,715.37,402.00,611.83,426.88,625.61,444.05,652.70,544.24,765.56,830.58,1011.25,705.47,406.54,419.23,550.11,897.04,649.63,582.47,558.40,659.25,966.59,558.06,905.83,430.88,624.42,451.51,529.79,639.66,628.10,560.27,654.31,437.94,752.58
1955,521.20,560.79,433.71,459.50,496.94,260.98,383.10,381.99,590.34,720.11,797.35,794.46,777.89,693.91,598.42,464.76,590.89,610.53,616.33,598.94,498.11,759.62,816.51,450.98,387.18,597.36,511.27,757.51,475.01,465.64,526.89,425.49,445.11,492.45,451.54,566.61,649.61,462.31,424.16,506.12,830.77,761.37,434.81,714.03,344.86,580.39,583.38,318.30,461.39,325.18,746.15,317.20,766.09,349.16,691.24,385.95,720.11,516.13,793.64,573.70,295.32,296.17,509.80,604.41,749.14,692.60,536.02,412.77,707.65,535.82,632.54,348.15,727.10,383.85,554.05,533.59,590.45,491.34,790.05,330.09,786.37
1956,496.97,579.42,445.84,344.16,533.46,240.95,399.48,324.94,587.58,746.13,864.19,651.93,614.76,625.75,579.03,561.38,473.85,647.53,666.60,498.02,436.43,594.52,672.58,423.30,364.06,505.73,477.33,693.87,478.04,529.53,595.90,318.27,471.93,583.85,545.21,539.93,657.12,469.57,426.29,430.21,689.57,595.90,471.84,660.41,360.01,594.46,536.37,328.79,475.71,294.73,672.35,299.13,622.95,306.40,510.85,399.50,559.19,477.51,711.34,624.23,286.92,301.68,598.69,639.44,882.47,571.73,554.89,400.12,696.69,501.53,612.87,387.59,657.27,438.36,693.56,586.54,450.47,525.60,616.80,331.69,638.06
1957,518.15,650.68,565.53,452.27,441.61,336.64,380.23,406.31,533.98,574.07,661.22,511.81,518.24,601.09,758.55,485.64,503.18,767.35,794.15,556.87,426.47,566.53,530.17,437.43,385.21,451.90,676.26,546.53,630.47,562.50,521.08,416.34,509.90,543.29,500.46,657.30,714.73,544.67,359.32,494.10,609.21,469.23,538.35,645.15,431.14,466.47,504.90,421.73,498.49,358.65,542.75,380.85,588.74,403.85,547.62,520.50,479.13,679.69,524.08,686.82,372.94,391.26,522.30,714.32,684.65,568.35,474.49,545.09,882.18,462.89,795.47,431.47,521.44,417.66,545.75,662.30,458.62,557.57,589.12,385.27,684.56
1958,535.98,617.42,429.77,474.82,461.17,322.34,482.11,433.97,608.99,730.66,849.18,687.41,695.02,711.83,568.19,547.64,606.01,642.68,616.07,622.75,497.91,747.15,689.61,519.66,468.82,574.94,472.22,600.45,469.65,532.77,579.26,447.04,433.98,595.31,539.90,491.25,652.68,509.50,371.05,537.06,764.21,643.28,456.91,761.23,403.37,515.24,644.88,398.79,426.61,393.82,600.78,407.25,750.43,393.02,669.90,404.00,643.64,464.05,741.89,594.39,380.85,362.30,638.30,620.82,851.18,694.21,625.49,374.50,662.83,601.78,569.72,424.18,632.32,498.96,658.56,577.44,568.58,453.91,789.89,430.21,756.21
1959,540.28,585.34,419.58,435.04,551.69,276.74,455.16,394.21,576.41,834.68,910.14,684.70,679.20,669.79,605.14,606.75,610.91,743.11,725.19,612.22,462.25,742.47,660.67,486.88,445.38,549.42,527.67,620.11,528.97,585.23,669.39,420.88,395.69,640.94,592.11,538.92,615.18,478.61,468.50,486.60,784.90,617.22,453.70,712.86,367.84,677.62,603.29,378.15,391.36,368.34,663.13,359.64,760.70,352.78,667.90,421.96,628.55,469.72,721.16,696.93,340.36,320.88,651.67,600.48,907.82,709.96,602.63,380.32,698.99,583.72,583.80,438.71,660.08,488.65,705.29,640.76,547.73,502.08,769.86,406.58,728.07
1960,567.19,629.69,506.65,583.48,442.75,310.95,439.81,443.33,724.42,677.29,800.70,909.10,761.31,726.54,555.16,522.56,652.44,652.86,597.72,660.11,647.05,756.99,752.86,506.88,428.16,756.44,495.10,696.04,541.86,550.43,555.94,505.36,495.24,570.47,520.06,504.71,631.83,481.05,374.60,666.13,733.50,805.34,543.41,776.48,411.50,517.50,615.72,433.82,452.83,368.83,663.72,378.59,745.31,432.67,792.29,486.66,791.73,437.36,982.97,590.21,363.42,366.34,578.97,655.04,793.33,713.22,554.21,397.92,621.29,540.37,527.59,451.47,656.74,461.31,609.77,611.97,716.45,426.59,732.66,413.34,802.47
1961,529.51,713.13,584.66,483.22,302.44,303.25,455.50,420.22,706.94,593.82,756.53,653.20,550.38,758.13,605.17,446.84,493.83,607.73,589.54,600.16,560.78,575.52,595.53,503.75,464.52,599.11,575.00,547.33,557.35,482.45,444.67,421.04,538.20,577.92,482.41,571.83,783.62,646.75,212.82,567.07,677.77,626.81,519.39,747.42,452.13,376.60,700.51,377.81,522.67,387.62,547.10,392.63,658.57,388.28,529.83,490.75,561.48,551.91,798.29,530.87,359.43,352.69,616.27,732.10,735.61,635.81,616.11,539.92,702.59,655.37,667.35,409.47,551.60,454.74,571.68,562.11,490.25,429.43,714.65,408.15,782.99
1962,560.52,642.25,448.80,560.80,394.24,243.96,412.81,431.71,753.00,654.61,752.31,992.56,894.84,730.22,528.50,466.74,654.88,571.65,575.39,636.96,628.86,866.38,915.92,525.46,423.70,740.45,482.04,717.05,472.40,483.56,485.16,473.46,487.81,546.69,480.97,558.18,778.92,542.46,321.84,662.20,867.53,918.57,485.60,799.95,399.87,499.57,614.13,359.48,505.59,380.37,705.55,337.45,840.38,380.76,798.33,409.61,891.66,447.27,990.61,508.71,302.65,291.21,562.66,717.06,749.34,725.64,542.88,414.86,618.15,543.61,546.97,396.28,760.74,427.03,573.66,530.31,720.90,453.77,900.25,372.81,797.85
1963,710.48,791.32,697.93,659.55,691.76,414.18,484.83,554.66,687.20,903.82,996.66,761.07,793.98,853.85,1075.58,763.47,740.75,1092.44,1081.85,765.64,612.44,886.94,757.78,606.44,481.81,687.54,898.60,696.10,870.62,824.03,843.55,602.23,675.02,711.41,712.85,859.87,1062.25,540.55,577.19,702.53,825.38,682.75,659.47,899.47,441.56,811.12,711.30,516.04,708.54,483.23,714.28,477.77,863.74,475.22,843.77,661.35,708.19,903.46,802.25,985.73,485.97,479.83,708.77,947.52,1004.89,823.24,634.48,671.11,1226.48,623.71,1063.55,563.24,708.34,551.63,807.64,976.21,701.36,750.65,848.48,504.14,916.37
1964,516.89,584.22,477.57,494.90,377.66,329.52,401.81,430.93,521.98,641.67,801.42,619.83,684.29,799.73,535.73,529.06,592.81,613.99,531.69,653.32,479.54,723.75,753.23,507.25,429.85,526.29,493.05,633.17,544.78,525.36,520.17,450.68,462.32,543.00,527.19,532.25,657.87,497.61,312.00,560.73,632.36,616.42,463.21,832.46,387.78,485.53,667.38,387.39,468.18,386.09,580.04,390.61,714.65,390.32,679.92,444.26,629.95,484.91,620.85,504.92,365.03,364.60,520.84,615.40,830.75,681.88,512.06,428.15,607.58,551.01,562.58,390.57,591.70,414.54,623.01,607.31,569.29,403.46,690.60,388.85,857.32
1965,622.49,690.42,568.20,518.26,508.97,337.94,455.96,435.37,855.68,663.76,772.02,960.93,840.51,762.82,721.76,557.30,626.74,773.35,759.30,655.20,718.42,799.18,808.48,559.49,476.27,793.83,604.18,651.28,628.78,618.74,610.85,446.77,628.27,634.38,574.25,627.71,874.22,592.94,413.45,675.75,825.52,923.39,608.55,830.94,451.06,594.63,688.10,451.89,649.55,411.19,692.41,406.17,727.31,402.22,782.46,516.85,918.11,592.68,1035.45,691.74,397.18,396.64,649.42,822.06,798.97,691.76,619.05,496.80,836.30,620.02,726.42,484.76,699.81,495.05,647.98,717.36,740.04,544.81,806.66,429.72,823.98
1966,596.07,746.64,533.71,532.16,485.77,341.26,496.88,438.25,786.06,555.83,630.07,971.57,819.72,610.90,649.51,463.74,544.34,803.74,737.78,572.25,668.40,729.84,841.33,562.99,489.60,762.52,599.09,847.43,679.58,592.80,524.53,426.16,539.82,550.19,488.76,593.41,878.38,616.79,385.81,692.80,694.05,875.91,573.51,726.87,444.88,475.62,597.48,394.69,559.84,438.01,868.16,437.40,596.85,425.61,735.72,509.97,833.57,518.81,1037.93,689.90,395.98,370.26,614.63,849.97,618.70,565.60,660.79,438.14,741.35,587.59,626.97,426.40,823.74,479.60,528.18,756.48,708.09,528.65,668.92,448.77,668.52
1967,655.54,788.11,761.60,451.08,618.46,354.50,549.87,418.65,748.53,847.40,970.76,670.58,626.05,794.51,1036.36,698.41,585.63,1076.98,1061.85,660.92,532.08,705.14,590.11,521.55,495.97,579.40,906.05,557.11,905.78,779.81,765.97,415.37,710.87,693.31,661.52,820.58,1005.38,643.77,469.55,558.61,652.76,540.88,656.31,818.12,478.66,693.00,701.01,435.02,699.74,395.29,560.24,420.69,728.60,430.94,612.71,676.61,550.18,851.20,807.11,967.61,403.94,425.76,746.58,854.43,939.83,727.34,751.14,742.45,1187.64,688.63,1001.82,508.68,571.00,566.47,741.13,988.11,529.88,711.33,671.50,455.35,871.16
1968,699.13,978.97,736.35,632.35,516.79,370.04,506.54,556.65,922.78,745.39,842.42,864.06,815.66,820.15,952.72,622.44,719.40,911.79,918.08,729.39,731.72,886.35,795.15,633.39,525.27,790.84,794.15,632.24,734.80,652.92,661.50,555.57,757.12,612.64,588.80,830.55,1102.71,817.30,376.03,779.01,865.77,761.14,735.59,893.03,591.14,590.13,700.11,494.79,761.98,488.52,633.78,449.29,893.85,527.11,813.91,629.67,797.96,814.74,941.66,806.49,406.51,468.67,655.09,1019.23,877.16,812.77,693.78,660.15,1100.82,668.13,991.63,515.60,684.26,526.67,694.01,788.09,776.54,665.36,882.76,470.00,893.30
1969,642.12,741.38,691.73,603.77,542.95,394.05,477.95,508.03,949.22,563.73,648.19,881.70,694.87,681.50,889.22,503.40,560.61,837.14,876.39,591.04,775.83,707.07,671.18,595.42,516.28,815.30,751.06,581.28,695.39,595.34,557.78,474.07,620.05,549.94,517.08,800.11,764.97,668.47,413.95,789.21,725.11,721.43,680.56,777.15,531.82,510.38,657.11,493.19,576.36,485.88,596.14,465.99,639.92,506.85,728.62,627.04,712.41,801.58,1127.12,803.16,426.25,438.22,560.79,809.29,675.09,589.55,592.70,654.29,1005.66,607.52,903.07,491.38,577.71,473.23,580.19,731.76,690.99,628.13,726.37,468.36,680.08
1970,502.45,548.03,362.25,431.08,310.70,271.57,450.81,420.08,614.89,634.48,730.69,690.17,726.53,853.68,416.91,506.44,732.75,553.41,508.67,740.16,436.85,876.50,651.13,513.13,433.12,542.24,389.11,607.42,451.17,472.90,447.49,469.64,380.71,542.00,519.06,438.05,617.11,476.00,235.60,478.33,864.80,668.75,446.54,898.72,381.05,406.41,652.55,336.98,392.45,377.56,640.09,366.84,881.32,373.46,733.84,374.79,661.71,338.40,745.30,461.75,313.81,291.29,561.26,609.00,759.72,826.59,620.06,296.23,526.47,594.94,455.16,366.48,653.78,437.19,629.49,533.74,543.42,361.88,919.86,364.28,960.11
1971,571.01,554.46,510.50,537.45,427.89,341.80,507.07,464.25,619.40,740.28,856.85,845.07,700.12,810.37,622.65,559.24,629.15,652.12,626.30,712.42,557.35,724.49,741.98,600.74,507.13,663.66,564.52,707.64,563.45,542.54,562.06,482.93,514.42,619.77,570.28,560.44,738.20,489.85,343.96,576.47,721.59,756.40,487.68,895.86,409.97,526.35,706.48,406.25,522.80,427.74,690.56,407.32,734.02,396.53,696.26,472.62,720.98,566.17,878.59,576.11,389.22,380.36,636.98,626.54,848.87,720.65,642.52,488.74,714.95,620.78,642.16,450.32,690.36,516.66,677.04,607.08,616.44,459.78,731.34,441.13,899.43
1972,527.24,483.90,482.35,406.57,533.65,298.17,452.73,433.67,501.53,737.45,752.38,551.77,621.38,746.98,734.57,496.90,589.31,674.55,802.75,647.87,425.43,679.67,622.82,562.15,459.16,484.99,589.16,565.41,521.80,517.58,581.65,431.61,463.85,537.08,476.57,695.69,581.59,445.32,438.14,430.17,709.59,501.62,485.16,805.49,402.79,575.52,677.36,394.20,451.69,384.19,544.76,354.62,711.69,358.91,565.14,466.61,497.52,620.63,582.53,699.42,335.13,332.08,607.90,571.31,748.09,697.79,603.42,481.48,865.63,615.43,742.82,452.30,577.17,471.50,565.68,571.40,473.85,608.51,712.04,378.93,801.28
1973,456.68,496.28,362.64,362.76,415.90,232.69,381.54,323.73,412.61,602.62,723.19,592.31,673.38,784.24,427.64,490.38,579.22,576.44,557.43,598.03,366.99,750.62,599.88,409.55,351.36,473.07,392.75,613.00,459.13,456.77,513.95,384.47,378.87,523.43,493.11,492.58,636.38,320.50,344.27,382.69,668.67,603.91,441.63,804.49,262.73,482.48,581.33,356.25,406.55,273.58,623.70,279.72,668.16,273.16,634.03,381.01,600.52,323.90,634.07,522.02,287.15,269.83,519.54,605.46,765.44,627.98,501.81,267.12,549.06,488.27,474.95,360.35,588.96,393.97,594.05,517.41,493.55,428.83,701.50,327.86,849.05
1974,513.87,642.88,502.84,400.16,419.95,273.39,392.60,391.79,625.31,563.91,613.25,732.54,648.29,598.32,662.89,450.57,599.59,655.01,601.78,556.38,447.08,728.71,652.89,454.80,397.76,526.28,585.21,566.54,547.24,506.82,472.36,417.68,547.52,524.25,469.09,536.50,780.89,509.00,359.19,443.65,742.58,700.00,518.13,648.65,380.16,472.11,515.94,364.34,549.62,357.95,553.63,336.91,727.93,340.26,650.04,453.44,664.34,648.24,778.27,566.98,301.04,319.89,541.71,712.96,646.01,663.47,505.13,493.29,724.06,493.46,642.51,409.90,563.24,407.30,525.54,590.47,517.04,450.12,762.00,350.27,658.07
1975,583.80,648.06,479.15,536.55,470.98,371.13,464.19,512.59,736.57,695.18,748.00,834.89,737.31,747.81,643.52,509.09,666.44,653.51,673.62,738.36,553.96,791.82,799.61,573.38,470.34,634.96,527.73,747.45,483.50,513.24,520.88,512.18,524.85,565.00,495.29,503.20,731.59,638.20,411.87,611.23,908.84,742.64,509.74,842.35,548.89,530.74,631.12,457.06,518.84,448.90,778.79,432.66,863.17,502.87,701.56,417.10,706.80,545.08,857.67,621.60,419.50,411.70,593.53,664.15,731.20,808.67,589.06,449.86,744.50,579.82,637.66,439.05,756.18,472.40,558.60,559.99,604.62,473.69,879.88,458.22,853.35
1976,629.61,933.13,793.82,536.39,526.31,386.56,409.91,449.48,763.12,676.30,756.71,716.14,684.56,663.80,828.88,578.41,541.14,959.77,855.09,568.08,585.18,641.39,721.65,487.34,421.80,642.46,827.03,621.37,815.15,678.97,667.48,466.54,780.27,575.09,546.54,585.17,1104.98,722.16,398.84,619.85,664.91,710.06,763.41,696.51,579.50,566.39,592.15,454.96,770.66,403.69,605.45,411.34,635.14,503.80,632.33,679.95,691.20,721.94,843.05,838.92,400.47,454.39,604.57,1083.76,741.25,609.12,544.59,731.97,907.22,537.61,746.83,479.58,630.02,450.44,588.95,846.23,580.37,532.47,638.73,406.01,703.10
1977,508.68,634.12,460.10,389.91,429.57,363.39,482.85,339.42,552.84,677.62,723.13,557.27,607.08,577.49,553.76,535.03,506.98,653.37,657.38,473.00,388.66,624.87,550.96,389.98,429.60,427.26,496.85,543.15,475.49,518.50,547.47,372.07,495.24,660.28,571.77,670.61,742.50,511.56,352.86,456.90,640.11,561.51,523.73,569.36,463.68,527.63,533.67,427.20,513.25,334.03,583.95,403.34,604.14,419.39,573.68,421.04,566.65,433.06,584.74,637.36,408.94,395.33,699.29,719.30,749.77,548.41,616.55,415.00,673.76,556.62,591.76,442.17,564.42,527.75,658.00,543.62,467.58,497.02,642.42,430.06,596.11
1978,601.58,760.10,488.19,540.38,529.53,335.36,475.92,450.05,816.18,666.97,770.42,968.99,796.80,754.63,675.73,543.16,600.64,706.83,727.62,640.52,623.53,779.75,768.89,559.19,475.93,733.52,565.16,633.52,531.90,537.60,562.19,461.73,540.12,621.21,553.65,571.68,873.35,666.54,438.43,655.81,879.58,866.40,578.04,828.81,497.64,528.21,680.51,420.85,572.81,397.38,679.35,373.93,752.62,444.40,749.14,458.23,837.11,554.66,999.30,687.84,366.64,401.13,627.68,859.42,799.05,675.57,638.93,422.61,784.47,649.81,673.92,430.83,675.18,477.66,635.37,591.84,703.29,520.47,844.12,398.99,814.04
1979,616.81,642.94,583.91,559.82,523.60,326.30,482.64,420.28,781.72,711.62,805.98,897.80,675.28,830.78,688.77,702.91,614.80,901.42,739.00,697.77,679.68,706.22,683.72,537.97,469.66,775.19,652.03,730.41,716.01,695.89,718.63,467.95,521.34,616.97,641.54,609.96,743.61,538.52,382.09,673.28,789.51,727.86,604.92,863.10,433.25,584.62,688.62,469.25,521.43,369.22,738.94,382.58,733.96,431.80,721.25,598.57,716.50,572.08,1052.19,743.37,394.47,368.07,627.44,723.29,864.99,729.60,633.90,499.98,785.00,606.22,678.80,481.95,716.65,493.77,723.78,800.22,672.62,542.74,712.70,438.02,913.63
1980,584.32,753.58,586.02,492.79,348.67,355.06,527.56,449.20,640.83,522.87,627.92,823.15,796.79,870.97,621.32,477.97,640.28,680.64,597.72,711.56,503.41,843.01,804.37,595.46,505.17,631.94,578.34,708.12,576.71,533.99,477.68,448.65,607.06,605.99,511.20,578.08,800.47,558.65,257.73,557.03,892.99,736.93,632.77,928.04,429.24,385.09,737.51,471.70,605.07,420.63,701.93,441.54,842.81,422.16,739.87,531.99,759.95,618.24,821.76,571.11,429.90,416.24,666.95,844.42,679.79,738.76,661.45,538.51,704.91,640.79,664.14,480.39,724.77,535.27,575.99,601.32,636.69,442.05,892.86,482.49,944.56
1981,661.22,982.74,594.70,515.19,508.16,391.26,480.46,513.67,910.48,624.53,721.78,1078.23,912.74,827.36,737.15,527.05,674.01,753.33,785.10,731.80,627.15,914.05,888.73,623.23,504.90,753.18,619.71,709.25,601.34,579.18,573.21,476.23,648.76,637.93,541.07,659.31,981.07,797.83,411.72,628.21,1116.67,947.66,675.58,950.75,556.75,512.91,657.37,482.05,656.48,479.79,739.13,477.87,999.23,480.13,788.24,545.78,905.96,623.22,1120.04,724.11,433.36,481.38,664.43,994.15,749.84,823.75,592.42,525.17,857.01,535.72,744.36,504.49,802.97,518.81,612.93,651.22,695.06,559.24,1097.96,475.03,949.96
