Variable:,pr
,Malta,Attard,Balzan,Birgu,Birkirkara,Birzebbugia,Bormla,Dingli,Fgura,Floriana,Fontana,Ghajnsielem,Gharb,Gharghur,Ghasri,Ghaxaq,Gudja,Gzira,Hamrun,Iklin,Isla,Kalkara,Kercem,Kirkop,Lija,Luqa,Marsa,Marsascala,Marsaxlokk,Mdina,Mellieha,Mgarr,Mosta,Mqabba,Msida,Munxar,Nadur,Naxxar,Paola,Pembroke,Pieta,Qala,Qormi,Qrendi,"Rabat (malta)","Rabat (victoria)",Safi,"San Giljan","San Gwann","San Lawrenz","San Pawl Ii-bahar",Sannat,"Santa Lucija","Santa Venera",Siggiewi,Sliema,Swieqi,"Ta' Xbiex",Tarxien,Valletta,Xaghra,Xewkija,Xghajra,Zabbar,"Zebbug (gozo)","Zebbug (malta)",Zejtun,Zurrieq
1997,462.63,462.20,462.20,462.20,462.20,464.10,462.20,462.20,462.20,462.20,462.20,480.40,480.40,462.20,480.40,464.10,462.20,462.20,462.26,462.20,462.20,462.20,480.40,462.20,462.20,462.62,462.49,464.10,464.10,462.20,462.20,462.20,462.20,462.20,462.20,480.40,480.40,462.20,462.20,462.20,462.20,480.40,462.20,462.20,462.20,480.40,462.61,462.20,462.20,480.40,462.20,480.40,462.20,462.20,462.20,462.20,462.20,462.20,462.20,462.20,480.40,480.40,462.20,464.10,480.40,462.20,464.10,462.65
1998,343.63,341.40,341.40,341.40,341.40,351.20,341.40,341.40,341.40,341.40,341.40,351.70,351.70,341.40,351.70,351.20,341.40,341.40,341.70,341.40,341.40,341.40,351.70,341.40,341.40,343.55,342.92,351.20,351.20,341.40,341.40,341.40,341.40,341.40,341.40,351.70,351.70,341.40,341.40,341.40,341.40,351.70,341.40,341.40,341.40,351.70,343.51,341.40,341.40,351.70,341.40,351.70,341.40,341.40,341.40,341.40,341.40,341.40,341.40,341.40,351.70,351.70,341.40,351.20,351.70,341.40,351.20,343.74
1999,377.85,377.40,377.40,377.40,377.40,379.40,377.40,377.40,377.40,377.40,377.40,404.80,404.80,377.40,404.80,379.40,377.40,377.40,377.46,377.40,377.40,377.40,404.80,377.40,377.40,377.84,377.71,379.40,379.40,377.40,377.40,377.40,377.40,377.40,377.40,404.80,404.80,377.40,377.40,377.40,377.40,404.80,377.40,377.40,377.40,404.80,377.83,377.40,377.40,404.80,377.40,404.80,377.40,377.40,377.40,377.40,377.40,377.40,377.40,377.40,404.80,404.80,377.40,379.40,404.80,377.40,379.40,377.88
2000,344.37,342.30,342.30,342.30,342.30,351.40,342.30,342.30,342.30,342.30,342.30,363.80,363.80,342.30,363.80,351.40,342.30,342.30,342.58,342.30,342.30,342.30,363.80,342.30,342.30,344.29,343.71,351.40,351.40,342.30,342.30,342.30,342.30,342.30,342.30,363.80,363.80,342.30,342.30,342.30,342.30,363.80,342.30,342.30,342.30,363.80,344.26,342.30,342.30,363.80,342.30,363.80,342.30,342.30,342.30,342.30,342.30,342.30,342.30,342.30,363.80,363.80,342.30,351.40,363.80,342.30,351.40,344.48
2001,314.51,313.80,313.80,313.80,313.80,316.90,313.80,313.80,313.80,313.80,313.80,315.30,315.30,313.80,315.30,316.90,313.80,313.80,313.90,313.80,313.80,313.80,315.30,313.80,313.80,314.48,314.28,316.90,316.90,313.80,313.80,313.80,313.80,313.80,313.80,315.30,315.30,313.80,313.80,313.80,313.80,315.30,313.80,313.80,313.80,315.30,314.47,313.80,313.80,315.30,313.80,315.30,313.80,313.80,313.80,313.80,313.80,313.80,313.80,313.80,315.30,315.30,313.80,316.90,315.30,313.80,316.90,314.54
2002,382.22,380.90,380.90,380.90,380.90,386.70,380.90,380.90,380.90,380.90,380.90,376.40,376.40,380.90,376.40,386.70,380.90,380.90,381.08,380.90,380.90,380.90,376.40,380.90,380.90,382.17,381.80,386.70,386.70,380.90,380.90,380.90,380.90,380.90,380.90,376.40,376.40,380.90,380.90,380.90,380.90,376.40,380.90,380.90,380.90,376.40,382.15,380.90,380.90,376.40,380.90,376.40,380.90,380.90,380.90,380.90,380.90,380.90,380.90,380.90,376.40,376.40,380.90,386.70,376.40,380.90,386.70,382.29
2003,525.45,531.20,531.20,531.20,531.20,505.90,531.20,531.20,531.20,531.20,531.20,537.80,537.80,531.20,537.80,505.90,531.20,531.20,530.41,531.20,531.20,531.20,537.80,531.20,531.20,525.66,527.29,505.90,505.90,531.20,531.20,531.20,531.20,531.20,531.20,537.80,537.80,531.20,531.20,531.20,531.20,537.80,531.20,531.20,531.20,537.80,525.76,531.20,531.20,537.80,531.20,537.80,531.20,531.20,531.20,531.20,531.20,531.20,531.20,531.20,537.80,537.80,531.20,505.90,537.80,531.20,505.90,525.15
2004,395.39,395.30,395.30,395.30,395.30,395.70,395.30,395.30,395.30,395.30,395.30,432.50,432.50,395.30,432.50,395.70,395.30,395.30,395.31,395.30,395.30,395.30,432.50,395.30,395.30,395.39,395.36,395.70,395.70,395.30,395.30,395.30,395.30,395.30,395.30,432.50,432.50,395.30,395.30,395.30,395.30,432.50,395.30,395.30,395.30,432.50,395.39,395.30,395.30,432.50,395.30,432.50,395.30,395.30,395.30,395.30,395.30,395.30,395.30,395.30,432.50,432.50,395.30,395.70,432.50,395.30,395.70,395.40
2005,417.48,417.80,417.80,417.80,417.80,416.40,417.80,417.80,417.80,417.80,417.80,436.80,436.80,417.80,436.80,416.40,417.80,417.80,417.76,417.80,417.80,417.80,436.80,417.80,417.80,417.49,417.58,416.40,416.40,417.80,417.80,417.80,417.80,417.80,417.80,436.80,436.80,417.80,417.80,417.80,417.80,436.80,417.80,417.80,417.80,436.80,417.50,417.80,417.80,436.80,417.80,436.80,417.80,417.80,417.80,417.80,417.80,417.80,417.80,417.80,436.80,436.80,417.80,416.40,436.80,417.80,416.40,417.47
2006,409.99,412.20,412.20,412.20,412.20,402.50,412.20,412.20,412.20,412.20,412.20,404.20,404.20,412.20,404.20,402.50,412.20,412.20,411.90,412.20,412.20,412.20,404.20,412.20,412.20,410.07,410.70,402.50,402.50,412.20,412.20,412.20,412.20,412.20,412.20,404.20,404.20,412.20,412.20,412.20,412.20,404.20,412.20,412.20,412.20,404.20,410.11,412.20,412.20,404.20,412.20,404.20,412.20,412.20,412.20,412.20,412.20,412.20,412.20,412.20,404.20,404.20,412.20,402.50,404.20,412.20,402.50,409.88
2007,444.50,441.50,441.50,441.50,441.50,454.70,441.50,441.50,441.50,441.50,441.50,458.40,458.40,441.50,458.40,454.70,441.50,441.50,441.91,441.50,441.50,441.50,458.40,441.50,441.50,444.39,443.54,454.70,454.70,441.50,441.50,441.50,441.50,441.50,441.50,458.40,458.40,441.50,441.50,441.50,441.50,458.40,441.50,441.50,441.50,458.40,444.34,441.50,441.50,458.40,441.50,458.40,441.50,441.50,441.50,441.50,441.50,441.50,441.50,441.50,458.40,458.40,441.50,454.70,458.40,441.50,454.70,444.66
2008,361.17,354.60,354.60,354.60,354.60,383.50,354.60,354.60,354.60,354.60,354.60,358.80,358.80,354.60,358.80,383.50,354.60,354.60,355.50,354.60,354.60,354.60,358.80,354.60,354.60,360.93,359.07,383.50,383.50,354.60,354.60,354.60,354.60,354.60,354.60,358.80,358.80,354.60,354.60,354.60,354.60,358.80,354.60,354.60,354.60,358.80,360.81,354.60,354.60,358.80,354.60,358.80,354.60,354.60,354.60,354.60,354.60,354.60,354.60,354.60,358.80,358.80,354.60,383.50,358.80,354.60,383.50,361.51
2009,519.99,517.60,517.60,517.60,517.60,528.10,517.60,517.60,517.60,517.60,517.60,596.90,596.90,517.60,596.90,528.10,517.60,517.60,517.93,517.60,517.60,517.60,596.90,517.60,517.60,519.90,519.22,528.10,528.10,517.60,517.60,517.60,517.60,517.60,517.60,596.90,596.90,517.60,517.60,517.60,517.60,596.90,517.60,517.60,517.60,596.90,519.86,517.60,517.60,596.90,517.60,596.90,517.60,517.60,517.60,517.60,517.60,517.60,517.60,517.60,596.90,596.90,517.60,528.10,596.90,517.60,528.10,520.11
2010,397.15,391.90,391.90,391.90,391.90,415.00,391.90,391.90,391.90,391.90,391.90,453.80,453.80,391.90,453.80,415.00,391.90,391.90,392.62,391.90,391.90,391.90,453.80,391.90,391.90,396.96,395.47,415.00,415.00,391.90,391.90,391.90,391.90,391.90,391.90,453.80,453.80,391.90,391.90,391.90,391.90,453.80,391.90,391.90,391.90,453.80,396.87,391.90,391.90,453.80,391.90,453.80,391.90,391.90,391.90,391.90,391.90,391.90,391.90,391.90,453.80,453.80,391.90,415.00,453.80,391.90,415.00,397.42
2011,438.29,435.40,435.40,435.40,435.40,448.10,435.40,435.40,435.40,435.40,435.40,453.90,453.90,435.40,453.90,448.10,435.40,435.40,435.79,435.40,435.40,435.40,453.90,435.40,435.40,438.18,437.36,448.10,448.10,435.40,435.40,435.40,435.40,435.40,435.40,453.90,453.90,435.40,435.40,435.40,435.40,453.90,435.40,435.40,435.40,453.90,438.13,435.40,435.40,453.90,435.40,453.90,435.40,435.40,435.40,435.40,435.40,435.40,435.40,435.40,453.90,453.90,435.40,448.10,453.90,435.40,448.10,438.44
2012,389.25,385.00,385.00,385.00,385.00,403.70,385.00,385.00,385.00,385.00,385.00,408.30,408.30,385.00,408.30,403.70,385.00,385.00,385.58,385.00,385.00,385.00,408.30,385.00,385.00,389.10,387.89,403.70,403.70,385.00,385.00,385.00,385.00,385.00,385.00,408.30,408.30,385.00,385.00,385.00,385.00,408.30,385.00,385.00,385.00,408.30,389.02,385.00,385.00,408.30,385.00,408.30,385.00,385.00,385.00,385.00,385.00,385.00,385.00,385.00,408.30,408.30,385.00,403.70,408.30,385.00,403.70,389.47
2013,396.65,398.20,398.20,398.20,398.20,391.40,398.20,398.20,398.20,398.20,398.20,417.70,417.70,398.20,417.70,391.40,398.20,398.20,397.99,398.20,398.20,398.20,417.70,398.20,398.20,396.71,397.15,391.40,391.40,398.20,398.20,398.20,398.20,398.20,398.20,417.70,417.70,398.20,398.20,398.20,398.20,417.70,398.20,398.20,398.20,417.70,396.74,398.20,398.20,417.70,398.20,417.70,398.20,398.20,398.20,398.20,398.20,398.20,398.20,398.20,417.70,417.70,398.20,391.40,417.70,398.20,391.40,396.57
2014,424.01,418.80,418.80,418.80,418.80,441.70,418.80,418.80,418.80,418.80,418.80,431.10,431.10,418.80,431.10,441.70,418.80,418.80,419.51,418.80,418.80,418.80,431.10,418.80,418.80,423.82,422.34,441.70,441.70,418.80,418.80,418.80,418.80,418.80,418.80,431.10,431.10,418.80,418.80,418.80,418.80,431.10,418.80,418.80,418.80,431.10,423.72,418.80,418.80,431.10,418.80,431.10,418.80,418.80,418.80,418.80,418.80,418.80,418.80,418.80,431.10,431.10,418.80,441.70,431.10,418.80,441.70,424.27
2015,483.77,479.20,479.20,479.20,479.20,499.30,479.20,479.20,479.20,479.20,479.20,499.60,499.60,479.20,499.60,499.30,479.20,479.20,479.82,479.20,479.20,479.20,499.60,479.20,479.20,483.60,482.31,499.30,499.30,479.20,479.20,479.20,479.20,479.20,479.20,499.60,499.60,479.20,479.20,479.20,479.20,499.60,479.20,479.20,479.20,499.60,483.52,479.20,479.20,499.60,479.20,499.60,479.20,479.20,479.20,479.20,479.20,479.20,479.20,479.20,499.60,499.60,479.20,499.30,499.60,479.20,499.30,484.01
2016,331.91,330.20,330.20,330.20,330.20,337.70,330.20,330.20,330.20,330.20,330.20,345.20,345.20,330.20,345.20,337.70,330.20,330.20,330.43,330.20,330.20,330.20,345.20,330.20,330.20,331.84,331.36,337.70,337.70,330.20,330.20,330.20,330.20,330.20,330.20,345.20,345.20,330.20,330.20,330.20,330.20,345.20,330.20,330.20,330.20,345.20,331.81,330.20,330.20,345.20,330.20,345.20,330.20,330.20,330.20,330.20,330.20,330.20,330.20,330.20,345.20,345.20,330.20,337.70,345.20,330.20,337.70,331.99
2017,397.29,393.40,393.40,393.40,393.40,410.50,393.40,393.40,393.40,393.40,393.40,373.10,373.10,393.40,373.10,410.50,393.40,393.40,393.93,393.40,393.40,393.40,373.10,393.40,393.40,397.15,396.04,410.50,410.50,393.40,393.40,393.40,393.40,393.40,393.40,373.10,373.10,393.40,393.40,393.40,393.40,373.10,393.40,393.40,393.40,373.10,397.08,393.40,393.40,373.10,393.40,373.10,393.40,393.40,393.40,393.40,393.40,393.40,393.40,393.40,373.10,373.10,393.40,410.50,373.10,393.40,410.50,397.49
2018,442.41,439.50,439.50,439.50,439.50,452.30,439.50,439.50,439.50,439.50,439.50,479.90,479.90,439.50,479.90,452.30,439.50,439.50,439.90,439.50,439.50,439.50,479.90,439.50,439.50,442.30,441.48,452.30,452.30,439.50,439.50,439.50,439.50,439.50,439.50,479.90,479.90,439.50,439.50,439.50,439.50,479.90,439.50,439.50,439.50,479.90,442.25,439.50,439.50,479.90,439.50,479.90,439.50,439.50,439.50,439.50,439.50,439.50,439.50,439.50,479.90,479.90,439.50,452.30,479.90,439.50,452.30,442.56
2019,415.20,413.90,413.90,413.90,413.90,419.60,413.90,413.90,413.90,413.90,413.90,421.90,421.90,413.90,421.90,419.60,413.90,413.90,414.08,413.90,413.90,413.90,421.90,413.90,413.90,415.15,414.78,419.60,419.60,413.90,413.90,413.90,413.90,413.90,413.90,421.90,421.90,413.90,413.90,413.90,413.90,421.90,413.90,413.90,413.90,421.90,415.13,413.90,413.90,421.90,413.90,421.90,413.90,413.90,413.90,413.90,413.90,413.90,413.90,413.90,421.90,421.90,413.90,419.60,421.90,413.90,419.60,415.26
2020,337.72,337.90,337.90,337.90,337.90,337.10,337.90,337.90,337.90,337.90,337.90,351.10,351.10,337.90,351.10,337.10,337.90,337.90,337.88,337.90,337.90,337.90,351.10,337.90,337.90,337.72,337.78,337.10,337.10,337.90,337.90,337.90,337.90,337.90,337.90,351.10,351.10,337.90,337.90,337.90,337.90,351.10,337.90,337.90,337.90,351.10,337.73,337.90,337.90,351.10,337.90,351.10,337.90,337.90,337.90,337.90,337.90,337.90,337.90,337.90,351.10,351.10,337.90,337.10,351.10,337.90,337.10,337.71
