Variable:,pr
,Aruba,"Administrative unit not available"
1901,883.00,883.00
1902,883.00,883.00
1903,883.00,883.00
1904,883.00,883.00
1905,883.00,883.00
1906,883.00,883.00
1907,883.00,883.00
1908,883.00,883.00
1909,883.00,883.00
1910,883.00,883.00
1911,1167.80,1167.80
1912,1060.70,1060.70
1913,928.70,928.70
1914,891.80,891.80
1915,907.50,907.50
1916,905.40,905.40
1917,953.90,953.90
1918,853.60,853.60
1919,582.80,582.80
1920,754.50,754.50
1921,748.50,748.50
1922,1012.50,1012.50
1923,760.80,760.80
1924,1102.30,1102.30
1925,596.30,596.30
1926,964.40,964.40
1927,1151.50,1151.50
1928,915.40,915.40
1929,730.70,730.70
1930,609.90,609.90
1931,1042.50,1042.50
1932,968.20,968.20
1933,1102.90,1102.90
1934,801.60,801.60
1935,1006.40,1006.40
1936,1000.60,1000.60
1937,1148.30,1148.30
1938,1024.20,1024.20
1939,841.80,841.80
1940,614.40,614.40
1941,527.90,527.90
1942,1210.50,1210.50
1943,956.70,956.70
1944,985.90,985.90
1945,791.20,791.20
1946,866.80,866.80
1947,655.20,655.20
1948,738.30,738.30
1949,954.40,954.40
1950,1208.50,1208.50
1951,855.20,855.20
1952,805.90,805.90
1953,678.20,678.20
1954,762.00,762.00
1955,1078.80,1078.80
1956,1134.50,1134.50
1957,595.20,595.20
1958,577.00,577.00
1959,659.30,659.30
1960,799.90,799.90
1961,775.70,775.70
1962,774.00,774.00
1963,968.10,968.10
1964,737.30,737.30
1965,733.30,733.30
1966,1324.00,1324.00
1967,758.50,758.50
1968,728.20,728.20
1969,1169.10,1169.10
1970,1104.20,1104.20
1971,647.90,647.90
1972,860.70,860.70
1973,911.10,911.10
1974,887.20,887.20
1975,958.80,958.80
1976,546.30,546.30
1977,507.10,507.10
1978,666.20,666.20
1979,1206.40,1206.40
1980,682.90,682.90
1981,1585.00,1585.00
1982,743.70,743.70
1983,701.80,701.80
1984,812.40,812.40
1985,1219.00,1219.00
1986,796.00,796.00
1987,830.00,830.00
1988,1265.50,1265.50
1989,759.00,759.00
1990,1005.60,1005.60
1991,604.20,604.20
1992,813.20,813.20
1993,691.90,691.90
1994,700.10,700.10
1995,919.70,919.70
1996,996.00,996.00
1997,541.10,541.10
1998,890.60,890.60
1999,1371.80,1371.80
2000,903.40,903.40
2001,688.40,688.40
2002,635.00,635.00
2003,757.90,757.90
2004,1291.20,1291.20
2005,1311.10,1311.10
2006,1081.10,1081.10
2007,918.60,918.60
2008,1243.40,1243.40
2009,708.60,708.60
2010,1497.10,1497.10
2011,1346.60,1346.60
2012,766.40,766.40
2013,730.30,730.30
2014,576.40,576.40
2015,575.50,575.50
2016,826.40,826.40
2017,804.40,804.40
2018,920.80,920.80
2019,452.50,452.50
2020,768.50,768.50
