Variable:,pr
,Russia,"Adygeya Rep.","Aginskiy Buryatskiy A. Okrug","Altay Rep.","Altayskiy Kray","Amurskaya Oblast","Arkhangelskaya Oblast","Astrakhanskaya Oblast","Bashkortostan Rep.","Belgorodskaya Oblast","Bryanskaya Oblast","Buryatiya Rep.","Chechnya Rep.","Chelyabinskaya Oblast","Chitinskaya Oblast","Chukotskiy Okrug","Chuvashiya Rep.","Dagestan Rep.","Evenkiyskiy Okrug","Ingushetiya Rep.","Irkutskaya Oblast","Ivanovskaya Oblast","Kabardino-balkariya Rep.","Kaliningradskaya Oblast","Kalmykiya Rep.","Kaluzhskaya Oblast","Kamchatskaya Oblast","Karatchayevo-cherkesiya Rep.","Karelya Rep.","Kemerovskaya Oblast","Khabarovskiy Kray","Khakasiya Rep.","Khanty-mansyiskiy Okrug","Kirovskaya Oblast","Komi Rep.","Komi-permyatskiy Okrug","Koryakskiy Okrug","Kostromskaya Oblast","Krasnodarskiy Kray","Krasnoyarskiy Kray","Kurganskaya Oblast","Kurskaya Oblast","Administrative unit not available","Leningradskaya Oblast","Lipetskaya Oblast","Magadanskaya Oblast","Mariy-el Rep.","Mordoviya Rep.","Moskovskaya Oblast",Moskva,"Murmanskaya Oblast","Name Unknown","Nenetskiy Okrug","Nizhegorodskaya Oblast","Novgorodskaya Oblast","Novosibirskaya Oblast","Omskaya Oblast","Orenburgskaya Oblast","Orlovskaya Oblast","Penzenskaya Oblast","Permskaya Oblast","Primorskiy Kray","Pskovskaya Oblast","Rostovskaya Oblast","Ryazanskaya Oblast","Sakha Rep.","Sakhalinskaya Oblast","Samarskaya Oblast",Sankt-peterburg,"Saratovskaya Oblast","Severnaya Osetiya-alaniya Rep.","Smolenskaya Oblast","Stavropolskiy Kray","Sverdlovskaya Oblast","Tambovskaya Oblast","Tatarstan Rep.","Taymyrskiy Okrug","Tomskaya Oblast","Tulskaya Oblast","Tverskaya Oblast","Tyumenskaya Oblast","Tyva Rep.","Udmurtiya Rep.","Ulyanovskaya Oblast","Ustordynskiy Buryatskiy Okrug","Vladimirskaya Oblast","Volgogradskaya Oblast","Vologodskaya Oblast","Voronezhskaya Oblast","Yamalo-nenetskiy Okrug","Yaroslavskaya Oblast","Yevreyskaya A. Oblast"
2000,467.05,895.46,345.13,522.08,562.39,536.40,597.28,253.57,550.53,522.19,641.81,513.18,492.99,529.13,425.69,310.01,613.96,441.68,419.56,619.16,447.74,596.00,706.99,634.80,294.21,721.10,657.14,840.84,610.56,582.57,627.84,548.67,554.52,601.40,564.83,619.30,435.67,574.39,729.17,538.11,462.27,595.81,266.81,720.24,585.24,346.84,614.96,628.67,691.03,708.60,634.09,468.75,399.64,627.09,711.28,467.89,415.86,466.74,650.22,624.51,653.58,926.36,685.80,493.18,607.76,315.35,902.88,563.79,736.96,530.44,698.24,730.64,464.52,601.89,585.15,576.41,268.73,532.93,660.82,743.32,502.50,525.43,569.89,601.52,531.57,627.86,454.89,624.37,522.07,388.65,601.77,592.73
2001,467.92,1119.20,307.48,474.58,508.78,503.93,565.91,279.70,565.55,636.87,665.59,464.62,556.68,526.93,357.32,301.59,644.66,494.35,480.32,706.19,459.41,610.61,822.97,813.45,333.25,710.17,785.17,1052.96,539.19,542.35,547.55,518.57,612.90,696.06,558.62,730.02,420.69,611.96,886.64,584.35,515.12,677.72,289.68,657.58,630.32,346.60,665.29,647.16,685.40,709.02,529.85,516.03,362.20,656.72,664.74,495.98,510.73,436.19,699.33,653.96,748.27,662.96,700.10,603.17,628.75,281.32,673.89,593.57,658.16,554.58,814.86,682.29,508.88,647.19,628.30,644.58,302.49,636.92,685.67,706.85,564.68,481.13,681.46,606.07,557.10,645.77,498.76,618.20,614.23,464.98,599.67,446.69
2002,462.76,1081.63,327.64,507.94,554.50,489.83,595.70,260.76,583.03,534.03,536.77,414.54,753.59,517.75,361.71,273.87,557.02,675.05,458.51,940.27,386.48,541.55,919.33,674.32,322.15,567.12,755.93,1072.90,539.30,625.18,547.69,574.11,641.56,635.37,642.66,726.45,398.01,558.31,817.31,565.33,482.42,568.08,392.44,537.83,528.66,339.38,563.27,574.78,560.04,572.99,593.67,488.66,413.81,583.39,512.86,523.15,524.06,418.60,574.30,535.15,736.63,891.00,506.75,479.80,549.66,296.45,914.24,527.96,534.51,428.49,1022.34,543.01,559.99,610.68,516.60,574.21,319.07,612.67,566.32,558.34,553.42,422.15,625.70,509.07,389.70,562.67,388.66,573.74,489.82,504.15,498.35,617.14
2003,444.73,877.54,311.72,401.68,396.58,643.85,633.12,284.85,456.93,547.67,603.31,404.03,619.61,432.36,360.59,256.16,565.14,567.13,441.78,755.82,387.96,620.29,736.29,672.38,331.69,689.90,767.33,835.57,616.04,467.78,553.47,522.67,482.94,591.00,600.73,633.74,436.07,608.45,696.71,510.04,363.28,573.93,363.81,736.74,532.73,360.75,556.44,581.29,694.28,713.98,601.74,450.08,453.96,610.89,756.76,356.40,388.69,405.64,591.42,538.22,598.44,558.30,723.75,483.95,582.32,307.48,687.50,496.65,746.46,457.42,829.00,706.95,471.55,490.51,514.07,501.08,317.25,423.51,627.04,780.59,421.48,587.65,513.41,520.85,446.49,640.36,402.01,657.12,487.82,437.07,639.37,573.67
2004,482.91,1205.74,210.56,435.48,486.81,596.52,613.92,291.25,557.41,685.91,649.71,416.81,784.88,473.46,333.54,323.02,625.67,670.00,445.09,953.69,467.54,671.80,995.04,749.63,374.93,766.64,739.68,1167.61,655.66,567.40,691.02,490.14,524.48,657.26,569.93,677.83,478.82,697.02,945.09,563.78,427.61,700.31,386.39,761.87,689.87,411.68,619.16,668.34,768.04,804.96,604.75,603.66,379.65,671.69,755.96,476.28,469.19,464.97,741.06,641.07,679.63,809.19,707.74,648.53,677.04,307.45,903.29,599.67,764.65,523.51,1025.68,729.51,628.67,574.93,658.63,590.28,284.74,568.19,739.67,810.43,506.01,438.15,591.86,608.13,585.46,686.17,482.48,720.43,649.45,452.24,690.24,626.92
2005,449.14,1028.57,346.12,460.61,408.49,529.55,537.10,261.97,397.29,643.45,625.15,436.37,712.58,381.11,389.06,311.37,536.51,623.71,400.38,894.02,436.95,548.52,858.77,654.51,321.69,676.84,917.88,1018.79,564.24,496.01,583.26,489.28,483.97,577.72,562.94,588.31,448.50,524.08,814.72,532.99,379.26,643.98,376.86,640.59,647.19,318.79,565.22,572.38,656.50,682.74,639.51,480.41,437.63,573.44,618.94,386.57,400.48,305.53,669.83,523.84,577.46,699.81,605.17,559.05,619.85,327.24,756.77,425.19,662.78,393.47,980.31,653.06,514.00,495.67,582.71,498.21,315.41,493.95,669.56,656.72,443.30,475.63,536.85,472.71,502.87,604.29,408.15,554.93,615.90,431.60,554.67,550.93
2006,471.84,1087.71,260.90,474.06,470.28,591.01,609.75,251.04,558.08,550.83,649.65,412.65,554.22,513.77,372.93,336.57,630.80,506.89,377.01,716.55,440.32,599.42,819.50,645.29,300.60,690.69,727.63,1053.69,590.34,563.61,625.76,538.66,571.85,665.52,638.10,708.60,472.94,612.50,809.94,524.71,465.33,606.41,317.79,575.35,605.21,425.38,634.83,643.59,661.78,674.03,592.07,460.06,385.24,653.96,610.86,410.60,438.95,417.77,641.89,592.43,723.25,803.99,605.08,482.06,631.72,332.79,803.06,537.57,552.78,453.98,835.81,672.84,505.99,627.13,580.09,616.06,314.58,497.33,659.38,681.64,518.50,520.58,630.96,576.06,486.73,635.12,392.39,644.52,540.15,436.00,592.01,639.98
2007,480.72,950.93,244.05,468.57,455.67,533.98,652.08,227.20,545.97,540.17,633.87,422.27,569.54,479.73,347.30,276.58,620.10,490.27,487.41,770.48,421.48,588.02,785.19,854.98,243.52,643.29,853.74,934.35,658.32,577.52,567.43,494.21,564.71,688.28,668.19,721.46,457.04,626.72,693.91,586.57,411.00,569.82,289.39,633.73,537.45,392.62,642.06,565.72,622.28,642.86,667.46,335.97,431.92,613.33,615.73,446.21,459.70,425.55,596.68,559.30,704.38,754.11,619.12,378.07,549.23,361.32,712.11,568.15,631.04,472.10,869.29,679.21,421.13,555.27,540.05,622.49,365.99,634.02,595.02,670.28,488.67,409.79,646.79,574.49,461.16,590.22,393.26,657.01,500.48,468.26,593.70,543.15
2008,483.23,913.67,371.10,451.62,403.08,574.51,674.58,235.64,486.05,455.42,612.22,519.35,553.75,421.77,446.32,243.31,610.46,499.89,478.80,725.48,489.59,645.33,758.37,737.70,295.91,716.42,932.33,913.15,706.06,562.31,626.34,536.08,575.34,647.84,653.45,709.14,517.28,646.99,693.13,586.14,387.94,516.88,289.15,748.94,499.37,398.78,631.03,566.94,742.00,768.13,655.62,457.91,407.67,625.41,726.34,420.56,393.43,380.37,572.57,489.94,702.63,707.58,724.16,420.37,592.35,335.93,718.86,499.33,775.29,387.04,802.77,725.50,494.76,565.29,466.50,576.36,340.60,577.40,648.32,770.51,458.08,471.79,597.86,527.48,530.37,671.13,327.99,676.78,401.05,454.29,662.27,490.13
2009,463.21,1054.47,374.93,514.34,510.26,607.92,641.15,292.83,437.52,547.34,727.13,471.96,698.35,424.64,429.98,329.78,447.13,612.71,380.83,932.82,457.80,598.59,974.44,746.09,345.48,727.28,667.44,1074.88,643.89,607.81,663.20,580.69,498.01,575.46,562.48,633.47,462.32,611.13,816.60,531.12,399.17,585.76,394.45,780.18,484.64,314.37,464.15,478.66,682.41,692.16,583.59,502.47,399.91,531.70,847.25,464.69,474.65,343.49,590.37,443.17,622.71,842.70,827.25,521.94,518.23,299.90,856.30,401.94,792.19,376.01,1066.34,836.82,566.39,540.45,444.37,421.53,330.70,528.19,590.71,856.57,484.53,509.87,507.35,411.44,555.17,597.21,371.32,695.24,453.25,400.74,636.03,707.14
2010,466.67,1040.29,363.33,493.92,440.25,630.80,585.16,254.72,397.24,598.13,615.14,434.26,678.04,342.95,409.04,315.76,433.99,618.42,451.71,826.53,420.00,545.16,798.89,903.57,304.49,615.49,789.31,926.28,587.04,525.55,668.99,509.84,491.51,519.11,538.92,547.57,503.18,567.65,837.11,578.33,303.92,618.45,356.04,668.47,527.46,400.35,447.65,466.78,590.37,596.09,653.73,486.61,443.94,500.29,715.20,400.40,344.92,302.82,599.70,460.11,539.95,833.71,739.41,521.72,487.60,318.74,916.88,414.96,693.84,391.13,888.48,686.78,502.31,428.34,486.93,431.76,373.76,566.32,559.07,720.97,370.56,533.24,480.33,422.36,466.91,539.71,383.75,614.60,518.34,500.58,594.12,698.83
2011,457.14,980.45,278.35,365.03,374.85,478.13,578.39,275.94,502.72,477.06,566.16,387.39,654.18,497.30,374.78,340.58,622.74,578.63,452.00,850.06,396.11,576.62,907.07,717.10,325.00,624.94,812.76,1033.92,602.23,462.35,586.64,433.65,517.14,623.93,552.72,640.57,532.79,604.38,743.36,539.17,445.02,532.33,350.65,699.45,513.28,396.48,631.20,588.94,614.13,621.51,626.45,470.65,348.22,615.38,678.03,412.87,423.52,402.16,558.70,542.16,639.70,608.74,624.24,464.24,544.96,312.01,824.85,556.55,711.11,450.25,958.03,648.12,538.52,525.49,498.22,602.24,365.83,555.77,572.69,695.12,457.52,447.50,594.22,579.80,450.64,578.80,366.37,643.96,465.94,475.98,583.14,566.78
2012,473.59,802.31,468.53,493.47,443.35,648.69,707.07,229.10,441.60,597.90,749.76,492.11,589.35,378.42,520.35,312.97,635.69,521.13,356.99,720.01,413.11,743.00,730.03,813.38,281.20,808.05,822.71,834.36,751.46,449.00,693.09,466.90,517.16,691.43,631.58,727.73,494.89,736.17,612.48,469.86,361.42,659.04,302.21,820.01,660.25,405.94,650.29,662.73,806.58,830.85,711.51,383.69,427.44,714.19,797.82,326.62,357.44,309.01,702.12,600.79,693.69,909.77,786.73,426.35,686.52,303.98,838.24,471.77,863.28,434.32,781.75,855.74,434.36,540.66,625.12,576.07,340.25,388.83,734.60,850.01,446.78,522.72,623.09,547.86,458.83,747.44,393.93,742.00,555.31,434.43,744.18,752.89
2013,493.81,1057.75,458.15,566.79,544.62,668.84,569.88,298.00,532.80,568.71,660.40,485.81,663.61,462.36,492.44,364.57,596.27,587.18,427.07,850.38,440.20,624.36,884.55,735.43,331.56,752.45,803.00,998.46,590.19,642.53,701.54,596.13,546.99,624.98,549.61,687.14,519.18,573.48,800.31,628.55,418.63,633.08,365.75,619.63,630.66,446.51,602.97,637.19,754.48,778.56,573.74,461.40,379.68,638.13,645.55,515.49,494.04,430.59,671.76,597.09,699.55,907.54,643.21,472.38,664.60,334.27,930.53,534.87,621.17,495.78,951.45,738.88,529.03,546.46,603.66,576.87,270.18,646.40,709.29,744.94,495.21,597.36,608.73,556.69,469.77,681.96,428.67,571.09,543.95,423.45,609.81,730.22
2014,462.70,923.36,307.11,472.83,518.80,521.33,606.03,191.17,493.82,471.32,490.22,372.14,584.87,476.35,353.44,354.70,484.38,514.62,468.31,741.62,382.20,513.86,794.45,676.00,238.71,497.35,713.28,916.86,576.23,556.17,623.15,509.53,618.48,623.56,623.35,680.78,488.35,555.93,708.39,592.35,444.68,478.60,308.44,606.92,406.34,393.83,522.58,464.26,501.35,505.17,615.77,408.33,434.71,514.36,637.86,440.01,471.13,349.45,462.22,436.79,680.00,804.90,651.07,427.22,419.49,303.30,833.81,421.20,623.88,356.50,849.92,560.67,455.08,589.25,395.98,513.08,348.48,554.77,443.26,634.78,542.37,439.28,598.65,447.58,442.41,492.23,321.10,592.58,402.59,496.78,528.87,602.35
2015,474.77,927.12,296.12,535.90,531.19,497.76,642.15,239.23,558.77,524.42,530.87,344.99,549.11,534.36,319.07,302.46,570.50,514.65,475.23,691.86,395.87,624.73,736.83,623.06,274.03,608.17,740.73,894.69,644.06,589.62,622.58,546.12,644.92,664.20,643.17,765.41,417.46,638.33,720.11,615.11,506.51,557.18,316.30,605.49,533.90,305.04,590.52,554.66,647.22,668.24,647.75,431.89,417.88,603.99,584.15,518.86,554.90,397.22,575.51,502.93,788.07,856.12,564.96,462.34,569.89,291.89,926.42,535.23,601.62,423.88,793.36,592.15,445.59,651.22,502.00,582.66,371.20,678.06,597.81,655.66,602.08,485.75,652.07,522.81,378.78,625.31,362.49,638.91,476.56,489.57,624.59,706.04
2016,470.76,1145.87,327.18,545.31,546.70,649.25,564.29,320.41,511.58,707.71,711.94,419.37,710.88,490.93,394.09,314.70,613.22,646.88,328.33,874.92,371.96,686.77,923.16,848.95,374.69,825.70,808.61,1084.27,681.14,494.78,689.74,515.36,465.66,609.09,552.99,632.26,488.36,635.78,907.07,474.83,439.75,749.72,409.35,787.11,729.85,400.28,604.82,682.08,834.96,865.51,675.27,544.00,379.09,673.70,797.56,426.01,444.83,480.59,767.50,668.99,622.98,975.71,760.79,597.28,736.46,320.00,820.91,577.95,815.24,564.87,983.45,807.61,574.25,520.86,707.67,568.47,313.42,462.72,787.10,844.74,452.19,613.98,561.96,594.02,485.01,749.24,490.68,642.06,674.79,387.00,688.93,767.19
2017,492.74,1029.08,327.80,412.86,444.16,563.10,722.12,237.46,558.69,523.74,666.83,397.34,571.84,495.76,378.96,395.21,636.17,488.63,466.76,745.80,417.26,725.56,830.01,912.61,279.75,785.19,886.23,988.62,688.87,526.78,612.77,563.08,567.01,716.25,639.49,777.58,512.34,727.91,793.85,624.44,403.55,581.78,294.53,804.93,622.13,422.58,651.15,663.20,799.97,818.80,684.15,435.93,394.08,695.18,837.76,418.15,397.82,385.47,655.46,617.04,772.66,736.66,841.13,470.65,681.82,318.35,750.22,522.05,839.24,470.07,844.01,816.14,488.02,599.96,625.13,618.12,332.93,582.03,720.19,879.76,446.68,503.50,677.42,577.07,471.55,736.66,415.05,761.63,540.88,481.62,753.06,662.54
2018,466.13,949.24,444.54,418.12,496.13,551.72,617.83,210.53,421.56,531.34,579.87,485.23,561.04,409.32,463.35,291.29,450.93,501.92,428.44,697.85,418.08,558.00,715.18,628.91,271.98,621.44,802.92,839.59,576.59,565.65,623.09,529.27,576.42,572.30,577.71,641.43,475.18,581.70,750.63,541.85,426.97,555.33,300.88,623.10,499.36,427.33,475.81,463.16,609.33,621.45,582.28,428.42,418.99,501.85,629.48,507.05,522.67,305.61,556.68,454.85,624.50,852.10,605.38,474.04,495.27,299.70,735.54,409.11,632.44,376.50,785.32,659.97,436.60,523.01,486.51,456.41,393.67,620.89,560.71,697.56,541.67,549.80,524.76,425.55,473.48,552.11,377.11,617.99,478.22,468.50,595.18,575.05
2019,480.01,840.70,359.63,535.47,450.66,603.43,743.21,225.89,520.04,468.95,511.20,412.50,506.65,464.50,375.01,349.25,532.83,422.93,443.92,641.93,392.40,615.77,723.86,651.22,260.78,582.24,846.23,825.43,710.49,503.30,657.91,558.12,583.59,724.48,682.09,834.82,496.12,692.02,663.37,600.45,412.00,497.46,251.16,764.78,489.89,380.30,577.77,483.00,598.96,607.26,729.67,395.47,445.38,560.03,761.51,386.69,426.31,347.89,536.96,446.29,802.54,889.84,727.80,426.02,488.17,286.49,654.32,475.20,780.61,372.38,731.75,640.28,440.81,592.60,454.09,573.58,355.83,538.58,542.24,751.07,484.17,582.95,696.06,479.78,481.08,566.69,345.43,763.49,450.59,516.24,672.26,873.21
2020,476.29,720.95,453.24,517.77,451.27,552.57,674.43,180.81,485.97,476.33,598.31,524.71,582.36,458.08,474.89,306.91,513.20,516.57,480.12,729.10,458.16,631.16,715.65,714.88,219.29,733.21,876.45,784.14,675.48,550.68,588.84,532.59,571.42,621.53,558.53,633.63,462.62,672.80,563.96,620.53,373.28,537.15,298.25,687.91,512.40,348.07,542.49,497.04,729.37,752.29,685.70,332.28,423.00,564.74,677.97,440.53,422.81,346.13,594.23,454.52,636.15,955.93,676.58,374.72,550.92,288.38,806.47,441.10,700.71,362.76,801.14,735.11,388.55,515.92,462.42,515.77,375.99,623.90,641.48,776.05,444.61,590.94,579.26,459.38,554.91,627.16,321.07,722.32,443.37,501.91,709.62,778.45
