Variable:,pr
,"New Caledonia","Administrative unit not available"
1901,1124.51,1133.15
1902,1072.64,1076.67
1903,941.28,943.76
1904,1746.45,1762.72
1905,832.70,834.18
1906,929.17,933.01
1907,995.30,997.85
1908,1525.72,1536.66
1909,1768.76,1763.66
1910,2422.00,2445.03
1911,1270.53,1272.39
1912,1618.21,1624.30
1913,1262.01,1275.56
1914,1132.57,1161.37
1915,1459.37,1471.25
1916,1766.27,1761.56
1917,2488.84,2463.32
1918,1366.07,1374.64
1919,1154.42,1160.77
1920,1247.89,1267.54
1921,800.11,819.18
1922,1726.50,1737.65
1923,1424.18,1428.82
1924,1370.27,1371.90
1925,1578.22,1571.29
1926,1479.57,1475.81
1927,1238.26,1235.19
1928,1685.65,1680.94
1929,1391.57,1402.48
1930,1286.67,1296.87
1931,1193.66,1193.27
1932,1460.27,1470.80
1933,1861.18,1874.02
1934,1388.25,1391.44
1935,1615.14,1621.99
1936,1050.58,1060.00
1937,1668.48,1684.52
1938,2192.16,2198.99
1939,1066.54,1077.62
1940,1277.05,1282.63
1941,936.15,949.03
1942,951.44,960.80
1943,1725.50,1739.23
1944,1127.40,1143.01
1945,1541.62,1548.34
1946,1497.25,1506.60
1947,1561.67,1566.65
1948,2065.22,2076.99
1949,1694.96,1705.80
1950,2075.56,2082.83
1951,1813.96,1815.56
1952,1700.79,1719.41
1953,972.26,983.03
1954,1748.92,1746.80
1955,1691.04,1701.87
1956,2118.43,2111.03
1957,1087.57,1102.40
1958,1469.22,1484.01
1959,1423.59,1438.64
1960,1308.32,1311.45
1961,1827.16,1830.90
1962,1716.89,1719.81
1963,1446.50,1469.99
1964,1521.75,1510.82
1965,1248.27,1261.02
1966,1112.54,1119.38
1967,2843.58,2846.16
1968,1025.79,1032.36
1969,1091.85,1111.10
1970,1421.34,1418.37
1971,1658.56,1681.98
1972,1429.30,1423.81
1973,975.44,991.58
1974,1631.26,1619.46
1975,1950.51,1972.33
1976,1682.88,1669.01
1977,930.48,952.06
1978,1350.99,1359.35
1979,1038.88,1061.50
1980,1191.55,1196.43
1981,1402.56,1408.28
1982,1276.54,1299.56
1983,1094.33,1103.30
1984,1412.51,1430.17
1985,1552.71,1566.06
1986,1417.73,1430.65
1987,896.02,905.07
1988,1800.01,1818.40
1989,2028.64,2045.21
1990,1723.07,1734.52
1991,1215.83,1229.33
1992,1377.40,1383.51
1993,699.66,713.99
1994,871.59,883.80
1995,1269.85,1266.92
1996,1758.62,1761.35
1997,1135.71,1133.65
1998,1392.57,1403.26
1999,1925.89,1926.46
2000,1387.05,1399.82
2001,1297.39,1317.03
2002,1343.70,1363.33
2003,1444.76,1460.36
2004,1137.41,1146.63
2005,1347.53,1349.31
2006,1191.14,1196.45
2007,1148.19,1161.27
2008,1836.45,1843.76
2009,1760.17,1762.92
2010,1282.93,1286.01
2011,1987.11,2005.59
2012,1601.82,1611.60
2013,1311.90,1326.34
2014,1132.25,1133.38
2015,1225.05,1226.61
2016,1339.82,1366.22
2017,824.05,840.62
2018,1330.08,1350.55
2019,971.54,983.44
2020,1204.82,1215.26
