Variable:,pr
,Samoa,"Administrative unit not available"
1901,2627.31,2644.97
1902,2247.45,2260.35
1903,3282.83,3296.95
1904,3450.66,3471.79
1905,1775.72,1784.01
1906,2241.22,2248.57
1907,3319.82,3334.70
1908,4379.52,4414.43
1909,1796.99,1807.64
1910,2921.09,2934.27
1911,2075.70,2088.70
1912,2063.80,2066.51
1913,3336.73,3353.64
1914,2824.25,2829.23
1915,2329.23,2348.19
1916,3736.63,3758.07
1917,3226.12,3248.33
1918,2443.52,2463.28
1919,2204.60,2219.95
1920,3402.16,3413.99
1921,3136.14,3150.29
1922,3456.67,3478.62
1923,2687.43,2702.35
1924,3124.57,3137.22
1925,2233.81,2245.63
1926,2669.88,2684.16
1927,3394.21,3416.38
1928,3466.36,3484.19
1929,2789.70,2809.88
1930,2348.10,2361.07
1931,3208.11,3223.74
1932,3031.05,3078.60
1933,3593.53,3599.38
1934,3274.37,3259.19
1935,3646.32,3625.20
1936,2843.44,2842.70
1937,2785.15,2822.48
1938,3671.51,3684.19
1939,3099.35,3077.07
1940,2176.84,2163.33
1941,2053.80,2070.19
1942,2820.73,2831.23
1943,2073.71,2081.37
1944,2846.33,2857.75
1945,3404.59,3414.35
1946,3172.93,3191.84
1947,3492.97,3483.67
1948,3720.51,3738.78
1949,3000.51,3001.86
1950,3884.08,3975.47
1951,2439.46,2450.85
1952,2504.53,2481.32
1953,2227.29,2205.38
1954,3581.06,3610.79
1955,3487.96,3523.90
1956,3117.35,3097.40
1957,2743.58,2740.38
1958,2568.12,2574.34
1959,3456.66,3499.67
1960,3026.78,3005.27
1961,2982.23,3020.55
1962,3454.39,3484.06
1963,2413.63,2467.78
1964,3120.11,3198.07
1965,2333.99,2376.49
1966,3082.66,3123.42
1967,3642.97,3613.04
1968,2970.43,2979.41
1969,2594.90,2639.27
1970,3556.08,3584.04
1971,3092.56,3006.98
1972,3595.16,3571.65
1973,3897.70,3909.45
1974,3161.58,3123.37
1975,3361.71,3362.79
1976,2851.48,2862.41
1977,2171.40,2163.32
1978,3678.39,3736.03
1979,3236.73,3173.30
1980,3536.03,3586.07
1981,3510.79,3615.44
1982,2495.85,2502.37
1983,2116.61,2112.28
1984,2755.89,2769.08
1985,2551.87,2578.17
1986,3034.22,3097.23
1987,2024.25,2050.91
1988,3567.82,3538.75
1989,3078.95,3082.84
1990,2600.21,2571.93
1991,3203.92,3228.66
1992,3511.37,3473.34
1993,3250.26,3230.03
1994,3368.03,3410.97
1995,2711.65,2702.93
1996,3359.88,3357.32
1997,2875.33,2817.63
1998,1682.75,1616.89
1999,3254.87,3194.37
2000,3199.15,3176.09
2001,2741.11,2703.25
2002,3013.53,2992.31
2003,3043.79,3060.67
2004,2483.30,2454.78
2005,3511.26,3578.41
2006,3696.15,3771.95
2007,3571.90,3644.67
2008,3035.15,3060.53
2009,3123.62,3157.87
2010,3174.61,3226.19
2011,2771.79,2770.97
2012,3027.30,3042.81
2013,3143.55,3164.20
2014,3097.45,3102.36
2015,3568.95,3640.19
2016,2736.29,2727.30
2017,3167.54,3183.72
2018,3690.56,3762.69
2019,3456.08,3492.50
2020,4357.46,4469.27
