Variable:,pr
,Nigeria,Abia,Abuja,Adamawa,"Akwa Ibom",Anambra,Bauchi,Bayelsa,Benue,Borno,"Cross River",Delta,Ebonyi,Edo,Ekiti,Enugu,Gombe,Imo,Jigawa,Kaduna,Kano,Katsina,Kebbi,Kogi,Kwara,Lagos,Nassarawa,Niger,Ogun,Ondo,Osun,Oyo,Plateau,Rivers,Sokoto,Taraba,Yobe,Zamfara
1975,1176.99,2105.06,1311.23,1152.42,2227.89,1893.07,981.06,2200.17,1612.44,605.29,2081.28,2106.83,1887.94,1819.03,1477.11,1756.54,960.63,2082.12,687.49,1165.55,822.06,694.46,941.40,1485.48,1173.74,1426.80,1346.84,1141.63,1308.44,1682.34,1369.00,1152.80,1264.57,2185.60,638.95,1463.61,596.56,769.10
1976,1160.90,2304.26,1205.06,1143.02,2413.45,1954.16,934.65,2346.20,1666.07,552.78,2353.73,2109.51,2056.54,1771.11,1357.01,1824.32,947.73,2251.32,612.08,1142.30,829.34,762.61,905.98,1392.81,1058.80,1198.25,1289.35,1049.75,1065.73,1527.20,1240.23,988.25,1285.46,2413.01,769.81,1521.48,475.49,926.70
1977,1014.69,2037.27,1091.42,984.59,2225.11,1732.43,729.25,2006.08,1463.88,577.25,2113.05,1817.99,1881.90,1465.00,1121.84,1653.97,742.33,1967.04,531.72,951.14,690.19,668.14,852.12,1219.86,927.57,1038.73,1124.53,956.15,948.52,1269.80,1055.40,891.86,996.04,2056.85,684.12,1274.22,518.14,789.79
1978,1286.51,2370.20,1486.00,1239.68,2490.95,2057.45,1006.52,2290.01,1743.58,733.01,2370.63,2111.48,2168.81,1844.12,1554.00,2011.65,989.04,2325.66,697.33,1339.06,916.56,854.31,1003.06,1590.00,1233.63,1500.50,1490.79,1254.83,1408.42,1699.16,1439.09,1268.42,1331.84,2413.77,864.96,1521.38,628.25,1019.28
1979,1200.61,2406.74,1205.03,1042.06,2566.00,2087.25,922.08,2422.26,1544.45,581.45,2335.12,2310.08,2051.68,1973.88,1590.06,1875.90,878.41,2356.97,743.93,1122.30,910.37,869.07,844.32,1484.50,1264.75,1727.82,1213.15,1111.92,1613.61,1851.25,1579.11,1405.06,1091.34,2499.44,658.59,1320.98,576.45,936.54
1980,1228.64,2544.95,1267.18,1126.17,2656.64,2230.78,911.15,2540.09,1748.94,576.28,2502.13,2413.58,2268.57,2087.59,1695.84,2064.66,893.67,2475.15,696.25,1063.91,877.68,737.96,809.71,1617.98,1262.53,1673.02,1320.25,1093.93,1561.41,1953.06,1689.45,1354.99,1176.00,2587.77,641.00,1478.42,542.74,780.36
1981,1116.11,2229.10,1209.17,1067.07,2416.86,1891.99,927.16,2081.69,1650.31,506.79,2289.93,1966.20,2042.17,1659.23,1324.03,1807.93,924.64,2141.70,587.22,1077.06,758.86,682.93,855.81,1373.60,1036.24,1290.62,1306.28,1044.55,1240.84,1473.43,1290.68,1089.70,1260.47,2220.39,582.29,1424.26,487.90,771.27
1982,1032.04,2263.24,1103.11,1010.52,2422.13,1852.02,796.83,2208.16,1475.26,442.23,2269.01,1961.22,1930.39,1631.54,1239.42,1693.21,777.00,2174.53,575.02,987.33,675.34,583.69,728.60,1271.56,1021.70,1140.71,1144.86,995.30,1044.76,1386.77,1126.66,963.47,1068.23,2347.72,481.91,1334.23,454.34,636.52
1983,872.04,1746.57,941.63,793.58,1929.06,1465.88,674.60,1738.65,1250.66,362.50,1781.36,1589.13,1515.85,1366.93,1119.11,1363.96,639.80,1671.30,497.09,831.57,571.46,527.18,645.00,1073.80,875.53,1065.45,982.78,831.66,966.20,1253.36,1042.33,841.77,944.63,1824.45,509.37,1156.59,334.06,626.65
1984,1043.96,2120.67,1259.17,846.18,2133.94,1870.29,732.02,2017.83,1709.41,336.40,2130.56,1971.20,2006.73,1768.63,1470.67,1792.09,666.45,2054.75,418.79,971.63,569.96,485.65,662.41,1466.56,1234.90,1353.62,1340.41,1077.76,1288.95,1586.96,1436.95,1289.10,1197.06,2090.48,413.14,1370.36,281.92,570.54
1985,1094.85,2269.23,1176.83,963.82,2384.79,2016.33,768.45,2294.45,1521.67,479.74,2201.45,2194.38,1974.83,1932.36,1526.63,1791.95,738.88,2236.10,523.73,1008.91,684.10,630.31,727.62,1462.85,1231.02,1401.17,1200.02,1062.88,1312.10,1700.54,1469.32,1291.46,1067.28,2326.35,504.37,1310.48,456.81,698.60
1986,1046.89,2033.99,1157.60,976.64,2257.80,1818.62,801.36,2045.42,1446.99,491.04,2054.85,1920.07,1812.67,1681.41,1419.10,1673.05,799.21,2012.57,557.09,976.39,689.74,672.55,820.89,1355.25,1100.56,1155.96,1176.06,1033.42,1094.80,1493.36,1285.74,1078.49,1073.17,2103.54,576.38,1269.23,430.94,736.71
1987,1011.75,2127.38,1177.48,815.94,2104.16,1954.69,661.66,2218.21,1453.97,361.91,1987.11,2172.23,1864.76,1885.11,1555.54,1777.53,613.79,2142.32,366.56,943.23,567.98,496.65,634.64,1409.07,1105.64,1748.49,1187.46,972.13,1581.08,1819.56,1577.82,1284.21,1042.25,2202.70,434.37,1205.12,305.97,572.99
1988,1171.88,2112.44,1132.44,1130.50,2269.76,1924.25,976.21,2273.16,1405.05,675.48,2026.28,2183.32,1806.55,1866.60,1502.10,1707.94,927.58,2142.13,763.26,1130.41,924.68,805.18,880.57,1354.66,1184.29,1752.46,1167.10,1066.54,1628.79,1768.15,1516.47,1335.08,1130.88,2231.74,680.44,1320.95,618.79,889.47
1989,1126.37,2107.67,1234.50,1075.48,2172.62,1921.68,841.41,2036.83,1640.20,584.36,2128.43,1996.31,1932.56,1776.90,1440.17,1817.10,892.42,2096.95,547.27,1021.77,727.23,752.09,812.15,1469.06,1159.12,1516.11,1313.23,1049.96,1422.09,1609.18,1325.93,1219.08,1146.44,2113.22,645.62,1377.23,520.60,822.88
1990,1083.63,2396.62,1185.10,1010.01,2501.13,2088.99,738.60,2388.66,1632.53,440.65,2290.39,2246.76,2076.64,1921.07,1477.00,1930.65,745.61,2351.37,497.21,936.43,640.38,584.49,726.94,1490.44,1080.41,1381.51,1257.40,973.78,1302.91,1695.03,1379.31,1132.67,1087.26,2472.38,532.59,1365.34,400.64,664.91
1991,1235.48,2341.39,1374.27,1023.87,2265.71,2229.01,878.82,2416.33,1647.44,607.32,2203.22,2425.51,2061.19,2210.09,1810.63,1997.48,813.14,2379.89,633.98,1177.26,831.84,762.63,977.01,1724.45,1380.52,1630.08,1380.56,1257.93,1494.43,2007.73,1654.42,1341.66,1162.08,2400.18,746.33,1319.80,516.35,897.45
1992,1090.91,2017.79,1068.58,1087.94,2129.13,1747.04,920.59,2009.14,1431.60,556.83,2016.85,1929.48,1740.71,1677.20,1284.46,1576.40,882.79,1977.97,667.33,1125.52,855.35,784.36,826.84,1261.91,1068.38,1240.41,1134.12,1047.86,1153.26,1532.71,1249.86,1049.08,1139.64,2090.05,614.92,1407.50,486.33,844.80
1993,1071.89,2110.82,1174.88,1038.07,2314.32,1806.62,835.58,2030.46,1590.47,514.79,2249.46,1915.16,1948.28,1621.36,1333.05,1716.91,810.84,2029.08,568.99,1028.52,697.79,537.45,741.06,1353.17,1064.06,1347.22,1241.05,1015.29,1232.20,1465.86,1313.61,1105.26,1180.72,2120.94,512.46,1438.26,457.90,638.03
1994,1207.77,2169.42,1251.75,1141.63,2283.48,1974.07,941.52,2292.36,1503.94,685.85,2039.03,2149.62,1888.31,1870.19,1551.03,1801.45,917.16,2177.57,765.69,1142.29,819.18,750.13,1043.21,1492.59,1317.37,1365.27,1269.81,1257.39,1268.35,1714.27,1445.50,1190.41,1163.42,2290.85,813.45,1357.86,687.93,911.43
1995,1174.20,2432.16,1261.18,1128.80,2514.95,2246.52,790.39,2603.41,1582.33,587.42,2268.77,2482.59,2115.84,2172.05,1736.17,2028.70,830.06,2462.40,567.08,973.97,677.67,614.70,748.53,1653.91,1334.66,1564.67,1246.03,1131.85,1476.93,1960.39,1637.82,1371.15,1067.35,2574.32,498.29,1347.97,522.92,662.98
1996,1229.27,2416.76,1313.74,1199.06,2548.61,2160.88,1002.05,2506.73,1748.99,598.49,2324.01,2334.78,2147.23,1987.48,1575.85,2002.68,991.18,2401.39,627.68,1189.65,817.83,698.27,850.74,1570.48,1186.18,1478.44,1397.96,1127.64,1378.26,1796.64,1518.24,1203.14,1326.93,2524.22,602.86,1580.24,566.27,770.50
1997,1211.09,2502.69,1312.53,1105.17,2721.20,2171.64,963.83,2506.86,1702.55,527.45,2411.96,2351.27,2167.93,2000.89,1603.27,2021.49,882.03,2441.40,701.95,1194.49,930.49,810.09,781.05,1574.55,1183.53,1745.65,1329.17,1103.82,1554.54,1842.41,1565.95,1264.98,1167.41,2591.13,558.07,1414.56,512.27,845.10
1998,1143.96,2060.08,1223.02,1023.17,2209.48,1828.20,958.26,2061.12,1538.71,594.73,2077.40,1944.30,1885.91,1706.71,1461.20,1714.15,888.09,2024.96,723.93,1121.97,897.96,804.59,907.30,1422.27,1221.75,1271.22,1256.33,1135.66,1185.26,1562.03,1346.34,1151.47,1191.95,2102.38,687.02,1388.55,538.55,833.74
1999,1237.81,2270.20,1273.84,1188.51,2419.36,2018.46,951.41,2295.39,1661.00,799.69,2226.87,2172.77,2024.66,1866.22,1505.22,1884.81,1019.22,2236.68,714.20,1098.35,851.13,823.48,916.81,1486.68,1247.47,1650.50,1330.90,1149.44,1516.52,1738.27,1521.34,1307.72,1208.65,2346.03,753.07,1438.28,745.41,915.69
2000,1125.89,2152.21,1300.73,1024.31,2327.54,1903.94,926.68,2020.37,1599.09,549.89,2185.64,1976.31,1945.48,1742.03,1421.02,1801.35,867.18,2089.64,666.83,1152.63,811.88,722.38,777.88,1465.96,1143.05,1284.35,1322.32,1121.36,1209.63,1551.47,1328.18,1133.60,1217.30,2155.66,553.45,1334.52,501.45,775.29
2001,1131.41,2248.06,1223.35,1054.43,2430.92,1955.44,989.72,2218.28,1590.91,627.20,2235.85,2033.40,1991.98,1731.01,1317.41,1820.14,925.44,2191.87,759.87,1151.32,947.94,815.08,738.51,1426.97,981.45,1094.61,1267.80,1010.43,1026.52,1449.55,1144.85,922.24,1181.13,2309.85,614.13,1383.52,632.16,813.54
2002,1119.61,2243.67,1223.24,1016.31,2423.07,1954.72,848.43,2229.51,1590.31,467.66,2230.25,2092.37,1989.04,1796.59,1428.23,1819.12,840.42,2189.42,573.01,1051.47,733.01,673.38,831.44,1433.06,1145.31,1486.36,1267.18,1086.07,1341.63,1634.29,1375.92,1168.16,1157.10,2306.06,610.36,1408.83,457.04,781.89
2003,1251.17,2265.44,1223.44,1100.90,2472.83,1956.82,1104.17,2246.92,1588.47,665.48,2241.29,2136.19,1993.25,1855.08,1569.89,1820.53,1006.97,2201.04,899.20,1243.17,1105.09,953.20,942.75,1447.65,1306.47,1679.14,1268.31,1155.72,1530.24,1788.90,1587.97,1366.84,1199.87,2337.35,730.61,1399.66,746.84,971.00
2004,1125.26,2282.78,1223.25,1008.12,2506.57,1959.86,847.92,2253.58,1592.35,491.46,2270.12,2157.31,2007.05,1865.54,1543.24,1825.31,811.67,2210.72,590.05,1039.19,745.15,661.88,752.76,1442.56,1181.49,1668.27,1267.30,1050.15,1514.11,1790.21,1556.73,1287.77,1158.88,2348.69,527.58,1353.02,465.33,712.56
2005,1163.22,2140.18,1223.35,977.49,2243.55,1937.03,1021.49,2218.49,1564.09,657.73,2065.34,2085.77,1907.51,1777.68,1355.18,1792.39,921.80,2132.04,828.42,1167.76,1014.99,895.71,909.20,1424.77,1050.44,1291.24,1267.78,1065.74,1187.60,1551.81,1252.18,1048.42,1174.71,2237.44,735.43,1314.72,693.90,934.18
2006,1155.40,2378.03,1223.32,1015.85,2655.75,1977.04,898.34,2247.99,1619.17,607.98,2424.65,2094.05,2087.12,1799.32,1435.10,1852.02,851.03,2264.48,657.48,1089.11,813.89,757.53,841.48,1435.04,1123.64,1436.34,1267.62,1077.04,1307.13,1630.88,1368.71,1140.85,1163.51,2410.34,666.85,1349.36,554.41,857.56
2007,1163.42,2152.72,1223.24,1067.16,2263.97,1939.61,882.85,2229.84,1569.18,677.61,2088.88,2145.46,1920.99,1858.92,1545.49,1796.96,898.26,2138.79,650.77,1043.36,763.02,679.76,814.94,1443.67,1235.62,1707.19,1267.20,1088.60,1569.62,1784.33,1572.88,1347.08,1157.84,2241.49,612.94,1372.03,634.75,766.47
2008,1178.48,2229.37,1235.54,928.52,2399.38,1971.45,913.28,2322.32,1570.47,652.24,2206.32,2277.68,1974.93,1943.09,1564.97,1802.42,812.77,2194.98,652.11,1129.93,808.38,750.90,894.74,1433.27,1274.24,1713.39,1273.15,1142.55,1581.06,1832.35,1572.75,1364.26,1170.86,2307.00,675.51,1231.59,586.86,849.12
2009,1146.82,2139.91,1456.24,892.71,2237.32,1958.30,883.09,2205.55,1617.33,525.08,2065.41,2058.54,1933.26,1803.41,1468.85,1844.53,787.01,2134.85,616.51,1259.92,840.79,742.91,838.64,1549.98,1171.15,1532.01,1431.26,1207.67,1402.26,1647.26,1418.09,1211.84,1169.54,2237.22,617.62,1234.18,491.73,839.78
2010,1213.47,2269.70,1191.34,1029.63,2477.07,1953.18,989.86,2260.17,1584.70,666.57,2259.74,2194.02,1999.49,1886.97,1529.06,1817.91,917.72,2201.78,821.19,1164.98,973.52,874.74,896.07,1422.83,1210.83,1823.26,1243.94,1092.75,1646.06,1852.67,1606.22,1361.16,1157.03,2331.85,713.81,1356.51,680.90,929.92
2011,1027.38,2215.18,958.12,689.90,2377.29,1903.35,841.53,2205.76,1501.59,541.21,2184.53,2045.60,1947.47,1684.64,1309.98,1741.49,685.91,2168.84,677.69,941.53,815.12,706.45,714.90,1214.41,1031.76,1414.19,1062.23,898.12,1301.09,1530.91,1311.00,1126.66,979.36,2287.02,535.76,1056.43,557.67,722.31
2012,1213.63,2128.83,1301.52,1170.84,2231.56,1937.98,1076.00,2223.81,1574.47,792.89,2032.64,2103.97,1896.05,1808.98,1481.42,1797.48,1072.78,2126.05,917.82,1190.65,1042.70,887.46,772.91,1481.05,1159.07,1457.97,1325.85,1074.01,1365.64,1647.86,1422.37,1223.41,1214.13,2235.30,595.28,1418.67,824.99,819.38
2013,1047.54,2131.26,969.02,833.28,2236.27,1878.86,857.88,2220.21,1483.54,526.31,2039.17,2068.78,1877.59,1678.43,1234.03,1709.37,747.00,2126.30,703.56,975.49,844.11,746.67,785.23,1190.96,985.96,1422.87,1075.42,917.16,1275.62,1503.59,1260.83,1070.33,1046.56,2240.30,584.38,1234.79,559.01,772.68
2014,1120.56,2178.80,1248.44,946.14,2310.41,1938.23,862.08,2229.08,1575.79,569.01,2124.30,2112.42,1940.98,1810.65,1487.58,1800.55,814.18,2153.44,624.46,1070.31,778.36,707.22,770.33,1443.18,1148.83,1574.25,1282.75,1046.84,1436.18,1687.30,1454.83,1221.25,1128.94,2265.29,591.13,1290.42,544.06,771.74
2015,1039.29,2139.62,1082.08,882.37,2239.41,1912.04,793.81,2217.37,1524.21,554.45,2060.90,2074.25,1905.65,1725.41,1311.14,1759.53,737.24,2131.76,562.40,939.41,696.85,643.08,761.53,1301.16,1008.47,1284.23,1159.27,951.56,1174.46,1521.52,1265.61,1027.19,1044.45,2234.43,581.38,1202.42,495.05,718.50
2016,1221.58,2131.51,1547.07,1242.25,2221.60,1999.17,972.97,2214.30,1664.03,739.58,2060.00,2090.75,1938.64,1886.78,1526.03,1887.81,1014.37,2129.41,707.77,1228.20,851.12,761.54,845.09,1710.03,1154.88,1275.18,1513.92,1202.00,1188.93,1626.20,1348.09,1090.69,1284.45,2223.70,641.73,1501.45,671.50,843.88
2017,1133.94,2131.89,1189.11,970.04,2243.08,1919.84,920.46,2222.81,1543.72,654.72,2050.08,2103.64,1898.83,1762.31,1348.83,1773.38,857.74,2126.72,739.79,1110.98,875.32,770.50,885.64,1362.98,1094.70,1409.91,1237.96,1088.77,1293.22,1579.58,1313.62,1116.14,1120.09,2233.93,652.60,1274.20,645.68,820.24
2018,1209.43,2119.69,1182.53,1004.50,2223.63,1920.79,1045.05,2232.95,1543.76,711.69,2043.83,2169.76,1884.24,1856.47,1535.70,1768.67,945.78,2119.07,893.21,1199.51,1088.72,960.58,882.78,1406.39,1230.94,1611.15,1235.46,1105.87,1494.02,1781.10,1572.92,1335.74,1159.92,2219.65,701.04,1310.47,739.97,944.83
2019,1269.15,2237.80,1509.35,1087.86,2428.01,1994.20,998.21,2253.23,1656.68,664.72,2203.26,2177.52,1988.65,1938.69,1634.04,1878.53,975.23,2186.59,754.50,1291.76,938.69,836.46,917.60,1671.84,1330.46,1936.77,1483.49,1297.22,1739.93,1874.99,1664.58,1468.09,1237.59,2320.84,672.05,1384.38,655.09,930.59
2020,1225.48,2252.47,1223.36,1060.86,2443.52,1955.98,1035.33,2232.15,1590.15,690.79,2233.11,2079.65,1992.63,1768.94,1351.84,1820.94,963.44,2194.23,850.06,1213.09,1062.46,999.81,1116.96,1426.95,1156.56,1242.24,1267.88,1176.55,1170.00,1528.80,1244.26,1100.44,1183.43,2318.15,903.01,1382.80,713.22,1103.52
