Variable:,pr
,Bermuda,"Administrative unit not available"
1901,1744.70,1744.70
1902,1468.10,1468.10
1903,1356.60,1356.60
1904,1782.90,1782.90
1905,1629.30,1629.30
1906,1498.20,1498.20
1907,1183.90,1183.90
1908,1511.30,1511.30
1909,1500.00,1500.00
1910,1500.00,1500.00
1911,1500.00,1500.00
1912,1500.00,1500.00
1913,1500.00,1500.00
1914,1500.00,1500.00
1915,1500.00,1500.00
1916,1500.00,1500.00
1917,1500.00,1500.00
1918,1500.00,1500.00
1919,1500.00,1500.00
1920,1500.00,1500.00
1921,1500.00,1500.00
1922,1500.00,1500.00
1923,1500.00,1500.00
1924,1500.00,1500.00
1925,1500.00,1500.00
1926,1500.00,1500.00
1927,1500.00,1500.00
1928,1500.00,1500.00
1929,1500.00,1500.00
1930,1500.00,1500.00
1931,1461.90,1461.90
1932,1430.70,1430.70
1933,1469.30,1469.30
1934,1598.60,1598.60
1935,1771.70,1771.70
1936,1489.70,1489.70
1937,1683.70,1683.70
1938,1609.40,1609.40
1939,1297.80,1297.80
1940,1360.00,1360.00
1941,1276.20,1276.20
1942,1878.30,1878.30
1943,1735.90,1735.90
1944,1463.30,1463.30
1945,1429.70,1429.70
1946,1545.80,1545.80
1947,2039.90,2039.90
1948,1605.50,1605.50
1949,1397.10,1397.10
1950,1478.90,1478.90
1951,1456.50,1456.50
1952,945.00,945.00
1953,1272.50,1272.50
1954,1269.20,1269.20
1955,1192.30,1192.30
1956,1174.30,1174.30
1957,1636.70,1636.70
1958,1657.60,1657.60
1959,1682.40,1682.40
1960,1783.60,1783.60
1961,1634.10,1634.10
1962,2037.20,2037.20
1963,1851.70,1851.70
1964,1365.90,1365.90
1965,1234.30,1234.30
1966,1520.40,1520.40
1967,1330.40,1330.40
1968,1450.70,1450.70
1969,1528.70,1528.70
1970,1484.30,1484.30
1971,1307.70,1307.70
1972,1508.80,1508.80
1973,1195.30,1195.30
1974,1453.50,1453.50
1975,1179.10,1179.10
1976,1379.80,1379.80
1977,1646.80,1646.80
1978,1488.50,1488.50
1979,1114.50,1114.50
1980,1658.00,1658.00
1981,1376.50,1376.50
1982,1315.50,1315.50
1983,1967.80,1967.80
1984,1700.50,1700.50
1985,1662.90,1662.90
1986,1841.40,1841.40
1987,1440.70,1440.70
1988,1793.30,1793.30
1989,1336.90,1336.90
1990,1194.70,1194.70
1991,1500.00,1500.00
1992,1500.00,1500.00
1993,1500.00,1500.00
1994,1500.00,1500.00
1995,1500.00,1500.00
1996,1500.00,1500.00
1997,1500.00,1500.00
1998,1500.00,1500.00
1999,1500.00,1500.00
2000,1500.00,1500.00
2001,1439.30,1439.30
2002,1500.00,1500.00
2003,1543.00,1543.00
2004,1454.60,1454.60
2005,1407.80,1407.80
2006,1500.00,1500.00
2007,1500.00,1500.00
2008,1392.50,1392.50
2009,1435.60,1435.60
2010,1154.30,1154.30
2011,1014.70,1014.70
2012,1332.10,1332.10
2013,1580.80,1580.80
2014,1773.00,1773.00
2015,1422.60,1422.60
2016,1927.60,1927.60
2017,1318.20,1318.20
2018,1514.70,1514.70
2019,1577.90,1577.90
2020,1371.40,1371.40
