Variable:,pr
,"American Samoa","Administrative unit not available"
1901,2557.70,2557.70
1902,2190.00,2190.00
1903,3140.40,3140.40
1904,3321.50,3321.50
1905,1743.10,1743.10
1906,2172.40,2172.40
1907,3171.30,3171.30
1908,4217.50,4217.50
1909,1767.90,1767.90
1910,2802.80,2802.80
1911,2034.10,2034.10
1912,1993.00,1993.00
1913,3211.10,3211.10
1914,2696.70,2696.70
1915,2270.60,2270.60
1916,3589.20,3589.20
1917,3101.80,3101.80
1918,2380.80,2380.80
1919,2153.30,2153.30
1920,3234.90,3234.90
1921,3012.40,3012.40
1922,3316.40,3316.40
1923,2602.80,2602.80
1924,2992.20,2992.20
1925,2166.20,2166.20
1926,2568.80,2568.80
1927,3251.30,3251.30
1928,3322.90,3322.90
1929,2689.40,2689.40
1930,2273.20,2273.20
1931,3093.70,3093.70
1932,3026.70,3026.70
1933,3384.70,3384.70
1934,3022.30,3022.30
1935,3319.80,3319.80
1936,2679.90,2679.90
1937,2776.70,2776.70
1938,3474.20,3474.20
1939,2770.10,2770.10
1940,2033.50,2033.50
1941,2030.30,2030.30
1942,2698.90,2698.90
1943,2009.80,2009.80
1944,2733.70,2733.70
1945,3249.40,3249.40
1946,3060.70,3060.70
1947,3251.00,3251.00
1948,3524.10,3524.10
1949,2806.40,2806.40
1950,3973.00,3973.00
1951,2356.40,2356.40
1952,2296.00,2296.00
1953,2025.60,2025.60
1954,3470.70,3470.70
1955,3402.90,3402.90
1956,2853.50,2853.50
1957,2564.70,2564.70
1958,2444.50,2444.50
1959,3383.10,3383.10
1960,2767.50,2767.50
1961,2959.00,2959.00
1962,3341.90,3341.90
1963,2458.40,2458.40
1964,3237.40,3237.40
1965,2368.10,2368.10
1966,3059.40,3059.40
1967,3328.70,3328.70
1968,2836.90,2836.90
1969,2606.00,2606.00
1970,3429.30,3429.30
1971,2611.50,2611.50
1972,3297.80,3297.80
1973,3704.70,3704.70
1974,2845.80,2845.80
1975,3176.60,3176.60
1976,2736.30,2736.30
1977,2025.60,2025.60
1978,3661.40,3661.40
1979,2823.90,2823.90
1980,3528.00,3528.00
1981,3711.80,3711.80
1982,2395.60,2395.60
1983,1978.80,1978.80
1984,2639.00,2639.00
1985,2511.30,2511.30
1986,3087.20,3087.20
1987,1990.30,1990.30
1988,3262.20,3262.20
1989,2909.30,2909.30
1990,2332.80,2332.80
1991,3120.60,3120.60
1992,3171.30,3171.30
1993,2976.10,2976.10
1994,3356.70,3356.70
1995,2576.30,2576.30
1996,3234.00,3234.00
1997,2517.50,2517.50
1998,1351.60,1351.60
1999,2818.60,2818.60
2000,2936.10,2936.10
2001,2444.20,2444.20
2002,2793.00,2793.00
2003,2934.10,2934.10
2004,2256.50,2256.50
2005,3532.80,3532.80
2006,3730.70,3730.70
2007,3608.30,3608.30
2008,2948.60,2948.60
2009,3051.40,3051.40
2010,3144.80,3144.80
2011,2602.80,2602.80
2012,2916.40,2916.40
2013,3047.60,3047.60
2014,2952.20,2952.20
2015,3586.00,3586.00
2016,2560.80,2560.80
2017,3045.20,3045.20
2018,3710.10,3710.10
2019,3393.70,3393.70
2020,4479.90,4479.90
