Variable:,pr
,"Cocos (Keeling) Islands","Administrative unit not available"
1901,2081.00,2081.00
1902,2081.00,2081.00
1903,2081.00,2081.00
1904,2081.00,2081.00
1905,2081.00,2081.00
1906,2081.00,2081.00
1907,2081.00,2081.00
1908,2081.00,2081.00
1909,2081.00,2081.00
1910,2081.00,2081.00
1911,2081.00,2081.00
1912,2081.00,2081.00
1913,2081.00,2081.00
1914,2081.00,2081.00
1915,2081.00,2081.00
1916,2081.00,2081.00
1917,2081.00,2081.00
1918,2081.00,2081.00
1919,2081.00,2081.00
1920,2081.00,2081.00
1921,2081.00,2081.00
1922,2081.00,2081.00
1923,2081.00,2081.00
1924,2081.00,2081.00
1925,2081.00,2081.00
1926,2081.00,2081.00
1927,2081.00,2081.00
1928,2081.00,2081.00
1929,2081.00,2081.00
1930,2081.00,2081.00
1931,2081.00,2081.00
1932,2081.00,2081.00
1933,2081.00,2081.00
1934,2081.00,2081.00
1935,2081.00,2081.00
1936,2081.00,2081.00
1937,2081.00,2081.00
1938,2081.00,2081.00
1939,2081.00,2081.00
1940,2081.00,2081.00
1941,2081.00,2081.00
1942,2081.00,2081.00
1943,2081.00,2081.00
1944,2081.00,2081.00
1945,2081.00,2081.00
1946,2081.00,2081.00
1947,2081.00,2081.00
1948,2081.00,2081.00
1949,2081.00,2081.00
1950,2081.00,2081.00
1951,2081.00,2081.00
1952,1839.00,1839.00
1953,1232.30,1232.30
1954,2271.40,2271.40
1955,2772.00,2772.00
1956,2796.20,2796.20
1957,1810.20,1810.20
1958,1918.00,1918.00
1959,1475.40,1475.40
1960,3119.80,3119.80
1961,1336.40,1336.40
1962,1510.80,1510.80
1963,1534.50,1534.50
1964,2006.80,2006.80
1965,1940.90,1940.90
1966,2217.50,2217.50
1967,1872.60,1872.60
1968,2688.60,2688.60
1969,1566.00,1566.00
1970,3047.70,3047.70
1971,2792.50,2792.50
1972,1860.40,1860.40
1973,3492.40,3492.40
1974,2898.00,2898.00
1975,3204.00,3204.00
1976,1362.80,1362.80
1977,1209.80,1209.80
1978,1675.00,1675.00
1979,1451.60,1451.60
1980,1713.70,1713.70
1981,2100.20,2100.20
1982,1543.90,1543.90
1983,2520.90,2520.90
1984,2833.70,2833.70
1985,1432.50,1432.50
1986,1696.70,1696.70
1987,1970.50,1970.50
1988,2352.60,2352.60
1989,2194.50,2194.50
1990,2403.40,2403.40
1991,910.80,910.80
1992,2937.80,2937.80
1993,1854.60,1854.60
1994,1295.70,1295.70
1995,2373.20,2373.20
1996,2789.40,2789.40
1997,1625.70,1625.70
1998,2574.90,2574.90
1999,1652.30,1652.30
2000,2811.80,2811.80
2001,2701.40,2701.40
2002,1578.70,1578.70
2003,1488.70,1488.70
2004,1602.30,1602.30
2005,2321.30,2321.30
2006,1190.70,1190.70
2007,1483.80,1483.80
2008,1477.60,1477.60
2009,1653.50,1653.50
2010,3599.40,3599.40
2011,2017.80,2017.80
2012,1606.00,1606.00
2013,1785.20,1785.20
2014,2210.50,2210.50
2015,1821.10,1821.10
2016,2382.80,2382.80
2017,1746.90,1746.90
2018,2205.70,2205.70
2019,2150.60,2150.60
2020,1837.30,1837.30
