Variable:,pr
,Vietnam,"An Giang","Ben Tre","Dong Thap","Hai Phong City","Ho Chi Minh City","Kien Giang","Lam Dong","Long An","Quang Ninh","Son La","Tay Ninh","Thai Binh","Thanh Hoa","Tien Giang","Binh Dinh","Cao Bang","Khanh Hoa","Lang Son","Phu Yen","Quang Binh","Quang Ngai","Quang Tri","Thua Thien - Hue","Ba Ria-Vung Tau","Binh Thuan","Dong Nai","Gia Lai","Ha Giang","Ha Noi City","Ha Tay","Ha Tinh","Hoa Binh","Kon Tum","Nghe An","Ninh Binh","Ninh Thuan","Soc Trang","Tra Vinh","Tuyen Quang","Vinh Long","Yen Bai","Bac Kan","Bac Giang","Bac Lieu","Bac Ninh","Binh Duong","Binh Phuoc","Ca Mau","Da Nang City","Ha Nam","Hai Duong","Hung Yen","Nam Dinh","Phu Tho","Quang Nam","Thai Nguyen","Vinh Phuc","Can Tho city","Dak Lak","Dak Nong","Dien Bien","Hau Giang","Lai Chau","Lao Cai"
1940,1778.31,1945.07,1945.88,1861.50,1705.33,1925.14,2081.69,1799.05,1861.52,1626.73,1674.26,1691.45,1759.51,1960.24,1943.98,1839.48,1304.18,1776.36,1486.61,1703.25,2173.99,1932.10,2285.65,2284.25,1898.32,1838.57,1876.20,1746.35,1356.40,1618.51,1688.91,2103.04,1769.24,1757.78,1947.23,1866.10,1839.46,2037.16,1998.64,1460.08,1960.83,1597.52,1409.94,1590.14,2156.32,1592.86,1821.20,1751.99,2050.41,2101.04,1779.06,1688.28,1732.04,1854.89,1615.84,2006.08,1513.22,1592.93,1983.89,1737.19,1757.95,1491.78,2061.10,1402.71,1501.90
1941,1888.04,2378.56,2047.96,2153.25,1905.10,1971.30,2533.82,1872.54,2010.34,1805.79,1795.98,1830.06,1917.28,1989.03,2058.88,1845.82,1542.00,1825.45,1729.16,1726.89,1930.82,1970.83,1888.09,1971.21,1978.46,1917.71,1926.34,1825.02,1617.67,1831.38,1860.58,2036.81,1887.15,1901.17,2030.42,1948.14,1912.51,2197.07,2108.02,1724.34,2135.27,1829.03,1671.06,1834.74,2361.27,1848.52,1879.16,1812.39,2265.75,1994.30,1921.07,1903.43,1916.52,1957.10,1819.75,1984.02,1771.09,1814.94,2303.14,1806.01,1831.59,1620.78,2292.38,1633.47,1744.51
1942,1799.01,2111.74,2049.65,1974.83,1726.97,1982.07,2280.73,1883.10,1930.79,1668.11,1708.56,1736.50,1718.80,1773.13,2036.88,1845.51,1385.50,1827.67,1568.08,1725.75,1826.97,1970.45,1834.63,1950.10,1994.68,1931.52,1943.22,1819.53,1415.26,1638.52,1665.65,1874.26,1714.86,1905.10,1854.63,1752.07,1918.45,2184.79,2126.37,1540.01,2075.67,1672.36,1500.30,1654.39,2318.66,1657.16,1868.27,1814.32,2185.48,1989.50,1715.87,1697.92,1704.40,1759.02,1649.85,1974.61,1592.46,1628.49,2136.58,1806.63,1839.08,1564.24,2220.63,1483.05,1571.21
1943,1734.48,1810.40,1952.42,1778.43,1664.29,1924.98,1950.49,1812.48,1822.52,1557.15,1670.12,1662.43,1670.18,1782.72,1933.07,1845.14,1203.23,1786.18,1408.14,1708.24,1741.12,1989.31,1786.98,1969.26,1914.14,1854.34,1884.29,1831.39,1299.25,1594.90,1636.32,1791.01,1697.96,1985.52,1795.75,1731.19,1854.16,2040.66,2014.52,1394.69,1932.06,1558.78,1319.37,1553.81,2138.40,1576.12,1814.76,1760.04,2030.18,2019.93,1695.35,1646.99,1675.79,1722.16,1576.42,2035.11,1461.54,1572.30,1897.30,1765.25,1776.30,1564.05,2027.54,1481.64,1495.43
1944,1907.94,2094.88,2023.61,1956.64,2072.16,1965.55,2252.90,1845.46,1911.77,1856.56,1884.41,1722.89,2043.64,1931.16,2014.47,1850.60,1606.75,1806.97,1802.32,1716.63,1942.18,2032.60,2108.86,2189.80,1969.05,1905.97,1921.96,1899.33,1678.63,2068.78,2074.81,1864.58,2028.90,2133.14,1826.68,1975.49,1890.82,2150.95,2099.82,1857.29,2048.44,1972.05,1779.89,1992.28,2285.46,2058.05,1846.73,1784.15,2152.69,2091.29,2066.24,2091.38,2104.72,2015.47,2039.16,2172.91,1957.04,2056.57,2104.32,1796.40,1802.86,1583.40,2184.00,1605.43,1780.49
1945,1945.09,2102.26,2028.63,1974.27,1935.30,1970.69,2242.64,1861.11,1930.98,1759.85,1873.75,1759.05,1982.22,2077.15,2019.22,1847.80,1351.13,1815.61,1592.11,1720.80,2728.04,2016.67,2794.96,2616.80,1974.38,1911.97,1927.29,1866.04,1500.50,1868.21,1939.62,2485.20,2019.54,2127.62,2132.38,2072.26,1900.83,2149.18,2100.43,1633.78,2050.62,1846.96,1508.26,1774.96,2265.97,1818.65,1861.95,1801.01,2152.21,2238.23,2013.23,1920.04,1972.43,2071.01,1875.51,2320.72,1701.63,1844.97,2098.79,1801.83,1820.26,1644.06,2171.61,1689.55,1732.50
1946,1850.50,2083.85,2027.76,1963.77,1868.38,1969.04,2225.29,1861.11,1922.88,1730.19,1883.63,1746.05,1899.95,1947.22,2017.13,1844.87,1531.56,1815.61,1665.23,1720.80,1766.65,1973.05,1827.55,1992.16,1974.38,1911.97,1927.12,1816.62,1588.60,1947.30,1984.90,1785.64,2007.20,1923.23,1786.22,1953.26,1900.83,2151.41,2100.56,1753.28,2049.54,1909.66,1662.96,1810.69,2274.93,1877.45,1858.56,1798.22,2165.28,2021.49,1977.87,1918.15,1961.23,1937.46,1968.92,2013.82,1805.97,1940.56,2098.49,1792.03,1817.29,1566.94,2177.35,1541.26,1706.46
1947,1818.20,2000.03,1985.75,1908.58,1998.16,1952.51,2131.48,1839.06,1897.69,1956.97,1711.84,1728.98,1930.07,1875.47,1981.13,1840.83,1516.46,1798.33,1843.94,1712.36,1994.59,1936.93,1960.22,1994.87,1935.45,1874.33,1905.81,1763.67,1443.89,1892.63,1872.93,2000.52,1851.62,1780.44,1874.18,1913.99,1871.58,2087.73,2044.27,1626.76,2003.59,1679.93,1664.53,1964.49,2204.20,1953.22,1849.53,1787.34,2093.24,1981.13,1926.64,1974.52,1954.45,1928.05,1779.07,1905.51,1836.86,1862.84,2034.44,1765.86,1798.71,1499.21,2111.58,1405.33,1529.52
1948,1814.35,1811.63,1954.64,1777.98,1872.43,1931.81,1962.25,1817.22,1826.73,1744.53,1728.81,1662.16,1880.53,1922.99,1937.42,1841.94,1442.63,1786.33,1733.52,1707.43,1983.15,1956.28,1854.96,1953.32,1915.21,1854.81,1889.20,1791.15,1445.56,1823.65,1828.50,2121.44,1840.68,1873.01,2048.44,1898.31,1854.05,2041.02,2015.48,1579.72,1935.88,1680.26,1581.20,1856.22,2139.86,1870.55,1821.29,1765.69,2032.73,1998.32,1890.54,1903.06,1902.22,1899.97,1741.39,1965.23,1755.78,1794.96,1898.73,1758.52,1779.50,1586.27,2030.46,1585.91,1599.33
1949,1971.42,2109.98,2001.70,1975.28,1905.50,1956.98,2237.10,1847.73,1925.38,1764.16,1734.32,1756.95,1927.27,2103.47,2000.20,1845.11,1452.08,1805.63,1721.86,1716.32,3433.32,1998.82,3606.51,3107.14,1947.17,1886.20,1911.18,1829.73,1412.02,1828.93,1841.34,2970.42,1868.73,2080.79,2372.14,1975.71,1882.69,2115.31,2061.35,1571.94,2035.80,1659.05,1586.04,1853.77,2241.96,1869.87,1856.34,1794.91,2128.76,2381.44,1927.12,1922.02,1927.23,1967.15,1742.62,2437.23,1748.05,1796.87,2102.81,1785.77,1809.88,1522.13,2155.00,1383.58,1499.66
1950,1842.58,1886.01,2142.02,1858.38,1721.02,2014.43,2078.80,1945.87,1893.94,1642.51,1711.94,1682.37,1742.52,1870.35,2079.63,1849.81,1423.94,1877.19,1501.07,1750.38,2083.32,1998.41,2135.20,2197.35,2100.67,2034.55,1998.96,1877.33,1447.98,1633.14,1697.54,2064.78,1783.77,2045.92,1943.45,1831.67,2000.77,2299.88,2266.46,1527.50,2088.75,1643.17,1493.07,1589.42,2380.90,1597.89,1871.41,1832.87,2216.52,2103.35,1766.28,1681.66,1722.19,1825.76,1649.03,2140.32,1537.17,1614.72,2027.43,1862.51,1887.40,1514.40,2239.27,1428.56,1554.22
1951,1870.45,2226.27,1987.87,2038.10,1944.52,1945.49,2356.17,1824.25,1942.49,1884.97,1711.71,1776.06,1911.66,1924.20,1998.29,1846.27,1430.27,1793.13,1677.82,1711.25,2352.90,2006.19,2409.03,2385.67,1927.77,1867.40,1895.08,1851.02,1401.55,1742.35,1783.11,2277.35,1824.67,2076.96,2071.36,1899.74,1864.97,2106.60,2041.88,1538.57,2048.65,1644.71,1530.63,1800.30,2255.05,1780.48,1848.04,1778.96,2151.72,2183.91,1876.11,1873.94,1884.25,1940.87,1694.80,2224.24,1650.98,1711.62,2166.37,1775.96,1787.73,1531.18,2176.51,1423.74,1492.39
1952,1853.37,1983.85,1984.04,1894.34,1738.55,1941.39,2120.09,1833.94,1881.68,1624.32,1825.68,1720.68,1778.45,1961.45,1972.81,1845.88,1336.22,1799.86,1495.61,1714.66,2268.40,2001.46,2340.93,2334.33,1936.73,1876.49,1899.48,1846.11,1412.27,1708.38,1780.73,2211.72,1883.72,2071.15,2086.80,1890.79,1874.54,2088.92,2046.20,1509.71,1993.12,1698.50,1433.46,1628.66,2200.74,1659.10,1837.33,1779.63,2098.45,2144.32,1837.10,1740.00,1790.34,1855.00,1727.43,2214.94,1559.93,1688.85,2012.25,1782.65,1797.34,1646.29,2102.30,1545.99,1590.42
1953,1866.83,2086.69,2092.04,1978.32,1939.10,2003.81,2251.11,1901.80,1944.22,1770.76,1725.23,1746.14,1966.37,2021.30,2066.44,1844.10,1306.25,1842.57,1511.78,1732.52,2461.21,1969.09,2394.52,2336.24,2037.78,1972.34,1967.87,1789.95,1384.14,1698.26,1792.33,2402.17,1864.03,1877.20,2073.15,2020.25,1946.42,2235.18,2188.54,1483.90,2096.38,1665.33,1406.45,1695.98,2346.90,1695.76,1877.91,1817.40,2204.00,2220.72,1940.25,1865.72,1917.00,2056.90,1669.66,2099.43,1532.42,1653.29,2121.39,1809.77,1845.07,1505.69,2236.21,1421.89,1528.67
1954,1788.91,1894.21,2187.03,1900.73,1593.72,2085.04,2056.82,2042.96,1966.18,1437.94,1573.28,1771.10,1648.99,1820.44,2132.30,1846.11,1259.04,1913.57,1355.44,1760.55,1965.43,1947.35,1972.92,2030.82,2141.92,2072.97,2063.08,1802.16,1353.17,1580.74,1632.68,1939.38,1705.03,1808.27,1811.30,1774.53,2044.25,2331.40,2298.23,1418.70,2137.47,1547.00,1350.73,1470.01,2393.14,1522.66,1960.50,1941.55,2219.38,2006.95,1688.67,1582.08,1627.36,1749.05,1575.00,1965.41,1458.13,1562.86,2060.74,1901.09,1994.61,1426.11,2272.65,1427.52,1512.12
1955,1757.41,2060.33,1957.53,1933.10,1705.59,1932.32,2187.76,1803.53,1893.92,1491.11,1693.11,1728.73,1764.74,1848.05,1961.36,1841.15,1243.88,1779.29,1366.99,1704.56,1952.39,1964.00,1968.34,2102.47,1905.15,1845.11,1880.89,1765.05,1333.73,1630.27,1719.53,1940.75,1797.67,1838.26,1791.73,1844.36,1844.42,2054.43,2009.98,1440.38,1987.79,1594.91,1353.44,1538.11,2178.39,1555.59,1831.43,1757.70,2078.09,2108.76,1799.46,1691.30,1760.08,1855.69,1635.15,2028.02,1479.18,1602.36,2040.18,1742.32,1761.67,1543.28,2090.27,1469.34,1486.12
1956,1824.17,2068.51,2029.86,1951.55,1820.24,1960.10,2226.44,1866.99,1916.20,1638.41,1711.18,1740.78,1885.62,1995.05,2013.47,1845.16,1357.20,1823.32,1521.46,1726.15,2001.42,1967.50,1800.31,1903.70,1978.73,1917.82,1923.83,1818.11,1429.78,1800.69,1849.84,2166.87,1906.60,1920.62,2049.36,2000.61,1910.80,2156.40,2102.51,1549.25,2046.53,1687.91,1479.77,1670.88,2274.06,1704.89,1854.02,1798.11,2170.41,2001.38,1927.83,1814.25,1876.60,1995.47,1749.94,1995.22,1635.79,1767.39,2091.75,1801.75,1824.56,1449.32,2176.49,1401.67,1555.77
1957,1729.38,2051.75,2095.42,1971.00,1503.58,2026.89,2199.05,1954.07,1963.00,1411.25,1472.91,1788.84,1544.55,1563.92,2073.02,1847.34,1214.94,1861.80,1301.11,1738.76,1810.60,1968.63,1785.24,1912.43,2043.31,1978.34,1991.10,1828.43,1315.61,1419.02,1495.73,1790.05,1510.86,1896.24,1624.41,1629.68,1964.69,2225.23,2175.67,1365.50,2099.58,1496.80,1298.79,1385.76,2327.33,1387.49,1920.17,1883.14,2188.11,1975.66,1563.26,1481.58,1524.30,1624.48,1461.07,1984.08,1349.60,1411.69,2113.72,1852.09,1915.65,1437.26,2230.13,1475.79,1495.35
1958,1702.55,1843.17,1966.82,1802.47,1456.65,1934.58,1974.85,1822.81,1840.87,1366.48,1552.70,1672.44,1506.69,1688.06,1948.54,1838.91,1203.93,1792.10,1305.28,1710.74,1902.03,1907.63,1915.58,1946.66,1926.06,1865.72,1893.31,1776.24,1324.46,1507.81,1541.74,1912.49,1582.41,1807.30,1788.02,1626.44,1863.44,2058.69,2031.09,1406.52,1951.16,1512.71,1316.57,1408.90,2155.50,1465.71,1824.52,1765.71,2047.79,1887.64,1569.43,1496.05,1528.65,1566.64,1521.37,1911.25,1419.57,1503.06,1925.83,1760.02,1781.50,1438.51,2047.73,1432.50,1467.74
1959,1742.92,1869.99,1954.12,1810.68,1768.07,1930.60,2010.73,1813.60,1838.57,1707.25,1636.62,1667.07,1792.28,1664.47,1942.16,1840.03,1410.94,1784.33,1579.03,1706.56,1704.44,1932.26,1689.11,1845.17,1911.82,1851.58,1886.58,1765.76,1460.26,1662.42,1705.18,1748.42,1704.41,1809.81,1709.33,1758.92,1851.16,2045.91,2012.88,1517.71,1949.54,1632.19,1483.15,1686.15,2156.87,1670.51,1821.39,1761.97,2056.76,1903.80,1779.44,1770.50,1796.24,1846.19,1618.10,1923.73,1576.05,1632.74,1941.88,1750.54,1773.68,1567.73,2052.64,1580.24,1606.64
1960,1852.40,2018.86,2001.63,1908.07,1781.89,1951.63,2175.47,1837.22,1889.02,1586.97,1711.36,1715.39,1830.77,1918.09,1989.09,1854.68,1283.41,1802.45,1434.87,1715.34,2365.79,2129.05,2494.19,2509.54,1952.07,1890.47,1909.28,1875.36,1404.20,1730.72,1824.47,2181.46,1878.53,2146.38,1935.74,1949.17,1881.54,2114.11,2071.75,1512.83,2011.17,1662.53,1414.16,1612.79,2229.89,1671.31,1839.00,1778.99,2115.41,2357.97,1895.03,1759.87,1825.90,1946.15,1710.54,2355.02,1560.76,1694.39,2036.16,1788.80,1797.67,1535.74,2128.40,1482.30,1542.11
1961,1938.52,2285.55,2012.51,2090.81,1754.32,1953.81,2410.36,1839.72,1978.50,1647.21,1800.33,1817.52,1819.00,2035.08,2023.31,1864.76,1430.34,1805.61,1541.48,1718.90,2592.97,2110.30,2635.77,2579.17,1947.57,1887.40,1904.45,1903.78,1549.21,1732.64,1785.42,2510.43,1882.67,2210.63,2221.35,1917.32,1883.84,2139.36,2068.72,1600.87,2082.17,1762.70,1540.94,1657.78,2281.38,1697.39,1861.41,1800.61,2184.98,2369.27,1848.20,1771.97,1811.98,1892.61,1756.26,2408.87,1641.43,1721.65,2212.43,1812.55,1821.06,1637.91,2209.64,1628.69,1738.01
1962,1733.18,1559.56,2044.49,1641.63,1419.01,1983.94,1734.18,1898.62,1791.44,1331.16,1460.96,1617.16,1460.48,1645.22,1984.61,1835.43,1194.87,1835.94,1287.99,1727.99,2404.60,1943.21,2339.45,2247.65,2017.81,1953.03,1959.85,1835.58,1250.20,1457.36,1503.37,2212.03,1533.34,2037.70,1873.08,1558.78,1933.08,2147.67,2145.97,1317.06,1951.96,1424.86,1279.28,1389.78,2204.30,1441.98,1844.45,1818.87,2045.65,2088.04,1527.09,1441.17,1471.07,1540.67,1431.41,2126.43,1370.07,1432.93,1795.21,1815.94,1852.18,1331.09,2056.93,1275.15,1347.77
1963,1916.69,2216.74,2210.68,2096.48,1710.85,2079.12,2378.52,1987.50,2039.56,1496.72,1797.35,1821.10,1763.82,2074.61,2176.78,1871.52,1206.61,1892.76,1331.01,1754.56,2520.32,1987.52,2504.48,2362.17,2145.07,2074.37,2046.06,1949.36,1356.86,1600.86,1696.67,2475.49,1830.12,2141.39,2149.43,1985.58,2026.96,2389.42,2335.21,1435.51,2221.50,1623.91,1339.95,1487.16,2495.92,1531.26,1940.48,1887.36,2296.54,2129.04,1808.50,1635.15,1699.74,1920.49,1625.42,2196.92,1456.02,1573.44,2260.92,1902.92,1936.08,1660.19,2384.04,1555.95,1563.19
1964,1875.28,1834.30,1939.23,1780.06,1876.91,1919.48,1993.58,1799.15,1817.11,1651.33,1822.71,1657.64,1866.76,2087.18,1926.82,1869.40,1234.36,1776.36,1419.30,1704.21,2611.46,2129.64,2657.08,2577.49,1898.32,1838.57,1875.74,1924.10,1352.14,1625.33,1723.01,2446.28,1856.03,2229.54,2183.60,2077.11,1839.46,2028.13,1996.59,1441.94,1931.21,1644.06,1341.01,1587.46,2140.74,1562.81,1808.33,1760.98,2032.17,2411.94,1861.00,1680.49,1732.36,2076.19,1637.42,2403.80,1463.48,1590.40,1912.64,1783.33,1779.47,1650.81,2033.87,1535.28,1578.71
1965,1758.33,1894.08,1949.41,1828.72,1716.66,1928.07,2025.89,1806.26,1848.76,1661.05,1673.81,1678.08,1760.09,1790.43,1941.64,1828.44,1353.49,1780.37,1534.20,1704.27,1908.79,1896.29,1921.95,2003.14,1905.10,1845.08,1881.42,1741.23,1410.62,1631.16,1655.12,1991.43,1726.32,1821.05,1929.00,1769.98,1845.32,2038.47,2005.43,1467.47,1951.20,1596.34,1431.40,1632.23,2148.31,1632.82,1821.59,1753.01,2045.54,1953.42,1732.53,1714.26,1733.33,1810.11,1599.23,1953.75,1529.37,1607.97,1952.28,1733.11,1757.23,1539.80,2048.41,1484.78,1526.36
1966,1914.90,1987.48,2156.11,1951.49,1642.25,2068.49,2141.37,2021.78,1978.59,1512.32,1757.59,1809.79,1722.09,1941.97,2116.11,1839.40,1319.83,1899.22,1434.78,1753.72,2655.52,1970.49,2751.44,2557.64,2107.36,2040.08,2041.28,1876.98,1429.30,1669.88,1779.76,2383.63,1863.15,2134.21,1998.98,1897.20,2019.78,2295.56,2251.58,1508.18,2133.25,1681.02,1439.03,1554.74,2375.88,1615.01,1956.17,1937.85,2226.35,2196.79,1836.07,1679.16,1750.88,1832.88,1688.58,2271.69,1548.15,1640.87,2101.38,1899.65,1981.44,1667.47,2268.60,1622.95,1622.60
1967,1737.27,1881.44,2102.12,1865.09,1582.42,2009.50,2050.93,1900.22,1903.76,1521.61,1492.64,1692.05,1602.50,1664.42,2061.50,1840.89,1288.49,1842.93,1410.77,1732.10,1897.70,1913.21,1876.48,1948.08,2053.46,1986.35,1976.47,1806.44,1328.54,1516.74,1557.71,1884.61,1576.10,1868.42,1764.31,1646.08,1951.56,2240.65,2213.18,1382.39,2070.20,1474.83,1363.71,1506.86,2330.11,1530.60,1867.17,1804.70,2165.37,1854.84,1618.57,1581.44,1601.92,1649.74,1483.25,1942.18,1447.30,1493.09,2020.46,1806.77,1834.11,1442.15,2200.21,1417.71,1420.88
1968,1780.05,1648.91,1928.79,1664.84,1704.64,1913.82,1808.17,1799.07,1765.27,1629.43,1763.19,1603.57,1787.00,1889.72,1901.47,1835.26,1469.89,1776.36,1598.49,1703.17,1824.49,1877.64,1797.67,1869.52,1898.32,1838.57,1875.26,1782.83,1568.18,1815.01,1833.38,1886.45,1872.44,1838.38,1880.93,1886.64,1839.46,2005.48,1991.96,1659.45,1882.60,1783.57,1570.92,1718.80,2095.22,1766.20,1796.07,1748.48,1986.44,1777.21,1850.56,1788.31,1818.49,1865.90,1811.19,1873.67,1695.04,1809.80,1797.71,1745.64,1761.60,1595.71,1972.40,1635.96,1715.10
1969,1673.66,2058.64,1998.71,1937.71,1311.38,1944.50,2220.41,1840.89,1900.24,1278.02,1433.37,1725.11,1336.85,1631.81,1989.43,1830.77,1160.02,1806.18,1254.47,1717.60,1891.31,1879.00,1830.42,1878.48,1947.58,1887.41,1904.09,1787.76,1192.24,1356.74,1361.17,1917.84,1451.15,1844.13,1885.83,1411.02,1884.33,2116.14,2062.63,1258.54,2021.46,1355.73,1234.80,1314.06,2240.87,1360.77,1840.52,1778.70,2143.09,1755.46,1388.66,1386.00,1395.91,1323.66,1367.41,1881.64,1311.11,1355.28,2069.74,1774.00,1796.05,1317.11,2146.09,1226.10,1283.02
1970,1942.37,2394.41,2298.56,2215.45,1725.79,2127.72,2591.69,2102.76,2109.00,1650.23,1778.70,1877.30,1777.37,1906.60,2255.18,1848.44,1388.79,1958.81,1543.83,1782.25,2128.77,2091.39,2230.45,2307.09,2229.93,2159.14,2111.59,1870.85,1534.42,1684.05,1754.51,2119.14,1828.18,1974.07,2070.60,1843.10,2116.70,2516.84,2427.71,1577.64,2328.38,1735.51,1479.77,1649.08,2645.91,1685.59,2001.99,1972.41,2441.68,2191.56,1817.26,1761.47,1799.43,1818.49,1713.99,2187.99,1583.49,1666.33,2424.27,1949.10,2036.13,1656.10,2542.47,1603.74,1684.27
1971,1950.86,1846.86,1993.02,1807.63,1760.29,1942.95,1991.82,1849.52,1845.36,1651.91,2136.58,1669.68,1915.70,2206.96,1965.67,1821.73,1571.17,1810.65,1678.61,1718.70,2410.57,1921.56,2469.54,2353.30,1954.24,1893.86,1909.27,1729.09,1756.45,2049.78,2117.60,2324.63,2234.84,1829.21,2165.90,2033.83,1890.58,2096.85,2064.47,1867.71,1970.94,2071.59,1744.89,1796.17,2192.67,1950.32,1831.82,1776.52,2077.87,2078.82,2086.38,1988.68,2068.83,1922.06,2118.27,2065.12,1897.21,2050.98,1944.83,1759.68,1794.24,1948.80,2080.29,1911.70,1964.07
1972,1939.27,2401.61,2125.21,2151.71,1837.16,2007.99,2608.44,1909.32,2007.90,1680.10,1717.37,1776.95,1861.07,1956.45,2117.38,1862.82,1227.43,1851.52,1462.58,1738.28,2763.66,2126.74,2888.67,2728.87,2054.47,1989.23,1973.13,1928.04,1361.27,1657.58,1725.28,2489.14,1799.88,2268.78,2098.38,1952.81,1961.07,2314.92,2221.38,1452.61,2199.75,1641.70,1338.19,1612.57,2500.81,1609.93,1882.18,1826.27,2328.38,2430.97,1842.54,1752.40,1800.26,1965.74,1645.12,2468.41,1482.68,1628.45,2367.01,1850.41,1862.89,1581.82,2405.92,1568.85,1594.85
1973,1859.81,1971.58,1950.43,1877.63,2041.58,1927.29,2112.61,1802.52,1866.55,1907.17,1984.19,1684.98,2116.54,2046.03,1949.59,1824.98,1612.65,1778.36,1806.80,1702.80,1704.76,1990.99,1775.04,1958.05,1901.71,1841.83,1878.83,1690.40,1677.05,2069.56,2132.75,1825.91,2164.39,1686.79,1853.00,2160.24,1842.42,2047.19,2003.68,1799.16,1971.28,1956.65,1752.55,1968.93,2174.63,2028.29,1822.82,1743.88,2083.80,2051.40,2177.65,2088.24,2142.76,2207.39,2006.13,1947.57,1909.19,2027.28,2006.42,1713.91,1742.09,1766.29,2079.90,1725.29,1821.29
1974,1894.98,2042.62,1998.82,1938.55,1751.81,1950.33,2192.22,1845.10,1906.30,1638.42,1497.48,1750.87,1743.25,1824.05,1991.87,1895.73,1265.78,1805.89,1421.34,1719.88,3204.08,2132.78,3245.86,2932.43,1946.84,1886.26,1907.71,2027.40,1315.25,1492.86,1556.48,2855.24,1583.73,2468.41,2138.41,1801.98,1883.29,2113.54,2061.08,1363.80,2023.22,1478.15,1344.57,1552.67,2235.84,1487.61,1847.93,1804.95,2137.70,2511.44,1679.84,1600.77,1624.20,1905.19,1462.83,2600.62,1424.58,1463.07,2066.19,1847.33,1840.05,1341.14,2143.57,1299.00,1435.26
1975,1949.32,2206.31,2188.76,2074.14,1866.57,2031.98,2386.25,1975.66,2001.04,1687.72,1793.83,1780.35,1896.12,2011.92,2142.07,1842.77,1305.94,1899.46,1494.91,1761.22,2648.29,2064.90,2832.26,2709.37,2131.68,2066.24,2015.27,1858.84,1428.09,1702.58,1779.60,2479.11,1880.79,2088.70,2192.38,1965.54,2032.85,2376.06,2309.80,1540.14,2192.62,1728.69,1421.75,1636.46,2483.07,1646.66,1904.57,1851.22,2340.32,2401.52,1867.85,1766.99,1814.94,2025.09,1739.08,2354.52,1552.72,1686.22,2243.95,1873.86,1905.58,1577.23,2367.52,1555.69,1639.95
1976,1734.30,1961.02,1989.84,1879.86,1565.10,1954.86,2098.76,1847.06,1882.52,1481.73,1665.51,1715.16,1576.22,1623.50,1979.18,1840.82,1238.84,1802.76,1369.15,1714.32,1897.73,1892.39,1868.38,1930.02,1942.87,1881.48,1911.45,1815.07,1350.06,1457.52,1521.04,1868.12,1590.67,1908.24,1755.11,1599.16,1878.03,2092.81,2052.16,1380.49,1996.44,1540.63,1313.10,1460.11,2206.19,1465.79,1848.52,1792.09,2092.99,1844.96,1582.43,1547.29,1574.58,1620.24,1493.28,1935.57,1388.15,1443.16,2010.71,1780.34,1807.59,1607.53,2107.59,1555.39,1544.94
1977,1697.39,1692.17,1940.19,1706.37,1573.30,1920.99,1847.44,1803.05,1793.94,1441.95,1562.03,1625.97,1576.33,1743.68,1918.22,1830.52,1226.73,1779.04,1292.30,1704.00,2132.25,1860.39,2127.89,2051.98,1904.51,1844.46,1879.61,1766.29,1275.46,1437.12,1498.50,2033.74,1574.70,1805.06,1797.35,1719.74,1843.90,2021.39,2002.40,1343.13,1907.46,1454.63,1314.69,1409.92,2114.78,1398.56,1806.14,1748.91,2003.36,1856.77,1570.28,1437.19,1463.93,1768.06,1455.96,1888.82,1380.41,1422.62,1840.73,1740.06,1758.48,1448.53,1998.57,1360.56,1394.78
1978,1987.84,1910.37,1989.86,1857.37,2055.07,1949.58,2051.18,1827.46,1875.16,1872.93,2122.40,1710.09,2152.48,2346.00,1976.79,1851.18,1624.26,1794.98,1746.26,1711.59,2464.64,2009.92,2341.89,2296.08,1941.74,1879.94,1904.35,1852.28,1764.62,2046.27,2154.09,2481.08,2273.14,2019.78,2300.42,2341.02,1870.84,2091.40,2058.70,1870.29,1988.74,2054.18,1770.88,1899.08,2194.67,1958.38,1836.21,1778.07,2073.05,2245.99,2226.18,2051.45,2128.23,2299.12,2097.94,2149.71,1899.40,2028.76,1980.63,1781.80,1793.53,1846.90,2090.70,1762.89,1920.41
1979,1713.97,2050.34,1966.14,1943.97,1549.68,1935.37,2162.71,1810.35,1910.68,1504.89,1646.07,1750.76,1620.81,1745.56,1970.72,1826.45,1331.78,1784.56,1496.27,1706.71,1596.82,1869.50,1535.48,1703.21,1911.66,1851.91,1883.96,1763.57,1388.94,1674.58,1674.49,1654.47,1734.88,1799.61,1751.43,1660.04,1851.77,2063.61,2017.76,1488.10,1999.68,1600.91,1438.25,1592.12,2180.78,1656.40,1838.43,1769.29,2090.02,1762.54,1689.16,1686.13,1709.11,1617.23,1645.69,1814.91,1562.78,1661.72,2054.05,1749.91,1773.24,1408.33,2097.27,1340.27,1474.59
1980,1843.41,2123.24,2106.87,2013.81,1893.73,2008.45,2268.23,1902.84,1968.76,1698.83,1628.00,1767.12,1884.91,1957.48,2082.37,1850.92,1229.32,1846.22,1463.99,1735.09,2367.94,1993.92,2418.50,2381.25,2048.95,1983.26,1971.29,1846.27,1226.23,1672.63,1715.60,2362.39,1781.30,2025.30,2154.50,1990.40,1953.91,2254.01,2206.81,1362.06,2116.84,1496.78,1346.51,1653.51,2360.27,1624.97,1882.77,1812.50,2215.40,2234.33,1842.28,1713.44,1746.76,2092.17,1554.54,2196.68,1497.23,1613.77,2151.91,1821.42,1842.73,1364.30,2252.85,1230.06,1346.81
