Variable:,pr
,Honduras,Atlantida,Choluteca,Colon,Comayagua,Copan,Cortes,"Francisco Morazan","Gracias A Dios",Intibuca,"Islas De Bahia","La Paz",Lempira,"Name Unknown",Ocotepeque,Olancho,Paraiso,"Santa Barbara",Valle,Yoro
1916,1932.31,2381.00,1532.19,2098.91,1823.82,1956.86,2245.35,1424.60,2858.22,1726.20,1795.61,1559.02,1700.99,1700.99,1873.29,1664.21,1347.76,2110.25,1472.42,1827.48
1917,1932.31,2381.00,1532.19,2098.91,1823.82,1956.86,2245.35,1424.60,2858.22,1726.20,1795.61,1559.02,1700.99,1700.99,1873.29,1664.21,1347.76,2110.25,1472.42,1827.48
1918,1932.31,2381.00,1532.19,2098.91,1823.82,1956.86,2245.35,1424.60,2858.22,1726.20,1795.61,1559.02,1700.99,1700.99,1873.29,1664.21,1347.76,2110.25,1472.42,1827.48
1919,1932.31,2381.00,1532.19,2098.91,1823.82,1956.86,2245.35,1424.60,2858.22,1726.20,1795.61,1559.02,1700.99,1700.99,1873.29,1664.21,1347.76,2110.25,1472.42,1827.48
1920,1932.31,2381.00,1532.19,2098.91,1823.82,1956.86,2245.35,1424.60,2858.22,1726.20,1795.61,1559.02,1700.99,1700.99,1873.29,1664.21,1347.76,2110.25,1472.42,1827.48
1921,1932.31,2381.00,1532.19,2098.91,1823.82,1956.86,2245.35,1424.60,2858.22,1726.20,1795.61,1559.02,1700.99,1700.99,1873.29,1664.21,1347.76,2110.25,1472.42,1827.48
1922,1932.31,2381.00,1532.19,2098.91,1823.82,1956.86,2245.35,1424.60,2858.22,1726.20,1795.61,1559.02,1700.99,1700.99,1873.29,1664.21,1347.76,2110.25,1472.42,1827.48
1923,1927.58,2381.00,1532.19,2098.91,1823.82,1879.96,2239.97,1424.60,2858.22,1726.20,1795.61,1559.02,1690.44,1690.44,1807.55,1664.21,1347.76,2091.30,1472.42,1827.48
1924,1934.47,2381.00,1532.19,2098.91,1823.82,1991.82,2247.50,1424.60,2858.22,1726.20,1795.61,1559.02,1706.11,1706.11,1905.64,1664.21,1347.76,2118.48,1472.42,1827.48
1925,1930.13,2381.00,1532.19,2098.91,1823.82,1921.69,2247.12,1424.60,2858.22,1726.20,1795.61,1559.02,1693.45,1693.45,1826.11,1664.21,1347.76,2105.19,1472.42,1827.48
1926,1932.73,2381.00,1532.19,2098.91,1823.82,1959.01,2245.11,1424.60,2858.22,1726.20,1795.61,1559.02,1705.25,1705.25,1882.68,1664.21,1347.76,2112.16,1472.42,1827.48
1927,1933.40,2381.00,1532.19,2098.91,1823.82,1975.78,2246.84,1424.60,2858.22,1726.20,1795.61,1559.02,1703.28,1703.28,1888.27,1664.21,1347.76,2113.92,1472.42,1827.48
1928,1934.38,2381.00,1532.19,2098.91,1823.82,1995.07,2249.37,1424.60,2858.22,1726.20,1795.61,1559.02,1702.38,1702.38,1893.14,1664.21,1347.76,2119.27,1472.42,1827.48
1929,1934.95,2381.00,1532.19,2098.91,1823.82,1998.96,2248.99,1424.60,2858.22,1726.20,1795.61,1559.02,1707.82,1707.82,1906.38,1664.21,1347.76,2121.27,1472.42,1827.48
1930,1933.05,2381.00,1532.19,2098.91,1823.82,1968.70,2247.22,1424.60,2858.22,1726.20,1795.61,1559.02,1702.91,1702.91,1878.12,1664.21,1347.76,2114.08,1472.42,1827.48
1931,2033.98,2496.33,1557.91,2099.33,2013.90,2415.78,2535.80,1490.60,2858.22,2004.30,1795.61,1738.49,2054.43,2054.43,2317.01,1667.30,1358.58,2500.37,1564.63,1936.23
1932,1978.75,2353.28,1550.29,2097.58,1920.80,2136.23,2319.82,1465.96,2858.31,1873.29,1807.14,1654.70,1880.14,1880.14,2115.81,1679.93,1360.72,2258.83,1534.71,1875.79
1933,1986.75,2052.69,1588.69,1999.49,1989.85,2329.21,2237.88,1495.96,2854.57,2085.87,1693.94,1799.85,2146.70,2146.70,2448.04,1649.41,1364.54,2363.86,1661.29,1793.90
1934,1847.05,2248.16,1515.70,2066.76,1676.54,1697.46,2007.02,1360.07,2856.80,1557.66,1726.72,1450.07,1493.49,1493.49,1609.46,1631.28,1327.27,1862.45,1413.89,1680.43
1935,1787.74,1793.50,1540.94,1875.73,1670.19,1743.92,1846.57,1337.80,2850.34,1641.90,1503.64,1510.45,1595.43,1595.43,1746.41,1553.81,1307.46,1864.44,1482.59,1489.84
1936,2144.33,2821.98,1566.61,2343.08,2122.78,2424.24,2686.97,1590.72,2867.64,2055.19,2122.75,1782.43,2096.19,2096.19,2385.30,1801.47,1413.19,2543.75,1595.77,2211.62
1937,2060.14,2586.64,1710.75,2219.84,1996.76,2229.14,2481.41,1530.20,2863.12,1878.91,1992.40,1672.72,1885.17,1885.17,2139.54,1758.52,1423.73,2350.74,1573.32,2052.70
1938,1828.44,1913.04,1622.40,1931.82,1701.70,1778.71,1908.16,1366.99,2852.47,1626.71,1610.59,1497.53,1580.16,1580.16,1729.90,1606.55,1347.90,1897.43,1481.11,1595.10
1939,1802.93,1882.09,1428.84,1932.96,1686.15,1740.16,1841.27,1343.99,2852.22,1650.89,1595.30,1506.79,1604.85,1604.85,1736.51,1586.36,1293.31,1871.61,1437.20,1552.23
1940,1992.58,2383.40,1533.25,2128.01,1945.82,2104.96,2386.90,1488.37,2859.54,1853.37,1860.75,1649.47,1841.48,1841.48,2000.91,1702.11,1365.86,2278.29,1514.45,1938.55
1941,1980.96,2408.25,1501.46,2167.22,1902.58,2044.01,2286.66,1494.10,2860.41,1794.13,1892.53,1625.52,1777.18,1777.18,1967.87,1718.83,1377.34,2167.21,1491.56,1916.35
1942,2042.58,2745.54,1554.40,2246.39,1957.46,2147.64,2519.47,1495.72,2863.32,1818.71,1991.14,1613.27,1814.18,1814.18,2018.68,1747.27,1390.01,2309.16,1474.65,2070.11
1943,1917.71,2431.33,1665.53,2075.84,1768.09,1903.76,2210.47,1412.50,2856.93,1695.14,1710.74,1551.46,1660.59,1660.59,1839.13,1641.57,1387.46,2042.04,1528.71,1751.43
1944,1901.74,1830.29,1825.00,1944.74,1751.70,1829.18,1881.25,1446.39,2902.21,1778.87,1592.44,1636.53,1723.70,1723.70,1890.40,1713.63,1531.57,1935.81,1686.74,1560.87
1945,1990.52,2338.97,1538.67,2139.93,1931.99,2108.36,2309.73,1466.70,2873.66,1868.25,1901.15,1642.46,1871.39,1871.39,2059.31,1707.94,1357.33,2260.16,1507.77,1926.21
1946,1343.56,1607.43,1013.05,1517.62,1068.27,1198.08,1452.01,772.20,2641.29,1004.47,1374.02,865.69,1013.07,1013.07,1117.33,1073.41,764.04,1312.16,857.09,1156.77
1947,2041.90,2500.43,1554.66,2116.56,2001.11,2288.83,2506.23,1497.63,2921.44,1947.26,1747.65,1729.10,1940.56,1940.56,2172.57,1724.43,1403.79,2426.11,1570.61,1906.39
1948,2207.69,2655.98,1753.90,2369.63,2143.79,2278.30,2514.45,1735.75,3009.38,2040.98,1961.66,1884.42,1995.03,1995.03,2215.36,1986.06,1657.45,2406.91,1765.77,2073.30
1949,1611.50,1812.26,1399.12,1807.89,1319.61,1436.05,1608.86,1066.21,2822.67,1342.17,1459.54,1218.82,1317.80,1317.80,1449.83,1391.44,1123.09,1521.41,1275.64,1291.09
1950,1892.17,2240.61,1658.62,2076.86,1695.34,1737.84,2030.52,1416.77,2884.51,1622.30,1709.84,1505.46,1569.44,1569.44,1689.83,1685.29,1435.98,1893.13,1521.13,1674.86
1951,1699.75,1876.56,1433.35,1745.59,1640.88,1813.83,1915.87,1272.17,2522.43,1622.39,1527.46,1457.14,1610.50,1610.50,1793.62,1442.45,1215.83,1916.26,1400.34,1544.20
1952,2081.93,2385.84,1750.81,2161.92,2046.44,2164.43,2388.28,1631.51,2889.35,1963.07,1823.53,1791.81,1933.99,1933.99,2140.68,1838.03,1540.22,2296.99,1703.30,1955.21
1953,1846.89,2015.57,1594.73,1959.97,1762.23,1860.33,2010.47,1411.71,2708.20,1698.01,1704.66,1554.96,1666.11,1666.11,1817.59,1627.29,1368.47,1981.27,1515.06,1673.40
1954,2281.35,2500.74,2097.15,2332.19,2264.05,2381.40,2560.86,1817.99,3119.01,2189.15,1995.92,2015.32,2144.66,2144.66,2344.80,2007.69,1750.37,2537.77,1978.91,2115.59
1955,1988.83,2485.18,1602.66,2142.24,1944.06,2121.25,2412.12,1457.29,2805.45,1895.76,1833.61,1666.64,1872.49,1872.49,2064.25,1686.03,1360.35,2324.96,1524.83,1877.56
1956,1862.78,2162.82,1512.27,2035.30,1757.90,1971.17,2164.82,1380.04,2696.94,1707.28,1807.16,1537.31,1712.45,1712.45,1916.42,1607.42,1316.72,2061.05,1471.18,1735.68
1957,1801.35,2155.40,1431.71,1905.50,1721.41,1878.59,2087.41,1315.90,2663.47,1671.86,1645.56,1494.20,1652.71,1652.71,1829.47,1543.78,1252.78,2014.65,1396.30,1678.27
1958,2006.19,2143.14,1570.99,2081.14,1945.84,2109.19,2197.71,1520.76,2931.81,1915.22,1811.71,1716.41,1892.51,1892.51,2116.91,1770.86,1443.55,2205.16,1580.64,1850.51
1959,1787.00,2204.03,1428.40,1965.46,1650.12,1768.69,2077.60,1335.05,2654.19,1548.14,1613.92,1423.34,1516.51,1516.51,1699.82,1549.83,1263.69,1920.78,1357.69,1685.16
1960,2164.65,2631.83,1830.24,2299.27,2124.93,2288.18,2607.84,1644.15,2954.29,2039.21,1948.98,1837.00,2011.05,2011.05,2201.42,1875.01,1567.41,2490.84,1749.75,2070.02
1961,2112.44,2878.86,1516.17,2418.21,1988.70,2208.29,2611.77,1520.67,2936.81,1830.02,2061.78,1628.32,1816.30,1816.30,2025.77,1860.32,1431.94,2381.05,1470.34,2092.56
1962,2033.07,2399.30,1634.51,2187.23,1913.70,2047.40,2298.51,1523.56,3016.17,1837.64,1836.76,1668.00,1805.79,1805.79,2024.64,1768.12,1453.91,2170.97,1577.20,1889.39
1963,1837.18,2239.36,1410.04,2012.82,1691.40,1787.96,2094.06,1320.91,2862.05,1574.55,1670.11,1428.00,1532.95,1532.95,1690.96,1583.24,1257.54,1955.06,1337.96,1728.94
1964,1869.49,2122.30,1488.38,1985.32,1767.61,1892.23,2068.26,1373.66,2833.74,1734.09,1684.66,1553.12,1702.18,1702.18,1872.30,1617.92,1313.88,2000.86,1451.97,1727.34
1965,1750.86,2264.00,1356.68,1952.98,1616.69,1758.04,2083.86,1269.84,2647.29,1551.80,1663.53,1402.72,1530.37,1530.37,1678.34,1463.83,1183.60,1910.73,1329.80,1653.91
1966,2322.92,2885.82,1859.55,2509.66,2246.72,2333.99,2671.80,1791.45,3185.13,2077.20,2134.29,1890.32,2054.42,2054.42,2269.19,2101.44,1702.67,2491.49,1776.35,2256.33
1967,1600.14,2291.16,1131.81,1822.75,1476.90,1720.17,1998.04,1138.67,2327.94,1369.78,1557.55,1221.06,1377.28,1377.28,1566.07,1341.38,1052.73,1796.06,1095.22,1582.75
1968,2125.05,2448.57,1886.49,2267.85,2047.66,2060.53,2323.95,1654.87,3091.59,1913.73,1899.57,1793.00,1860.10,1860.10,1991.95,1856.21,1591.27,2225.55,1779.73,1984.36
1969,2376.70,2750.34,2138.25,2401.49,2409.24,2544.98,2724.10,1901.85,3177.11,2346.59,2036.89,2125.22,2312.40,2312.40,2525.47,2039.29,1817.34,2704.29,2057.27,2289.85
1970,2120.52,2421.22,1728.72,2163.87,2102.17,2218.05,2384.19,1615.10,3019.56,2081.33,1795.50,1838.41,2046.91,2046.91,2218.80,1835.31,1534.77,2391.25,1705.44,2000.38
1971,1543.03,2071.92,1228.48,1721.59,1409.93,1523.96,1811.40,1117.95,2279.67,1331.08,1477.92,1199.70,1308.41,1308.41,1465.12,1329.01,1072.92,1634.23,1152.26,1486.55
1972,1477.33,2078.34,1111.69,1661.65,1324.87,1514.54,1872.26,1031.37,2195.74,1241.40,1509.85,1120.61,1227.20,1227.20,1399.25,1250.30,978.91,1662.06,1062.92,1417.42
1973,1798.76,2091.34,1632.88,1786.82,1830.26,1971.78,2061.62,1446.78,2333.65,1830.95,1569.24,1634.41,1812.35,1812.35,1982.91,1566.32,1378.53,2062.51,1571.58,1706.41
1974,1753.44,2099.92,1627.57,1794.00,1837.47,1998.34,2125.87,1424.37,2190.39,1800.47,1643.20,1630.33,1777.26,1777.26,1950.26,1467.62,1309.20,2110.95,1584.67,1710.29
1975,1629.67,2090.28,1450.12,1762.17,1575.45,1650.79,1942.16,1256.45,2266.86,1533.42,1432.94,1381.09,1497.86,1497.86,1606.89,1364.81,1182.26,1809.61,1361.09,1577.21
1976,1694.40,2354.56,1304.17,1943.84,1565.11,1783.10,2166.74,1261.76,2317.18,1456.76,1695.72,1318.18,1458.64,1458.64,1665.41,1455.87,1183.77,1926.84,1233.03,1671.53
1977,1622.51,1967.04,1298.57,1779.32,1493.28,1634.42,1912.39,1191.68,2471.02,1394.58,1582.56,1286.95,1371.97,1371.97,1521.34,1391.12,1111.08,1772.14,1244.25,1493.52
1978,2175.31,2567.57,1550.90,2472.55,1915.02,1969.82,2411.56,1486.77,3636.45,1720.80,2071.71,1577.01,1682.74,1682.74,1839.51,1912.97,1429.60,2185.45,1473.20,1984.07
1979,2506.78,3092.69,1912.86,2768.31,2300.47,2383.30,2879.96,1791.40,3927.16,2160.07,2275.54,1958.19,2120.71,2120.71,2317.64,2156.29,1687.83,2646.90,1837.58,2322.88
1980,2331.30,2741.33,1821.29,2588.48,2134.18,2177.68,2629.54,1690.07,3639.12,1962.98,2190.74,1810.02,1904.15,1904.15,2059.55,2045.61,1630.21,2420.65,1731.67,2159.31
1981,2464.68,2706.01,1911.17,2646.80,2249.10,2306.77,2609.90,1751.72,4039.07,2094.60,2156.81,1896.97,2044.75,2044.75,2201.63,2160.64,1713.01,2532.52,1794.45,2227.43
1982,2102.36,2256.04,1511.17,2307.53,1762.46,1996.08,2155.17,1404.60,3745.43,1656.28,2040.21,1508.97,1657.21,1657.21,1864.63,1848.97,1395.06,2057.57,1442.64,1758.33
1983,1896.41,2232.14,1386.63,2125.00,1783.57,1929.17,2169.73,1334.25,2927.24,1681.31,1787.96,1489.97,1664.99,1664.99,1824.49,1626.27,1251.01,2075.15,1354.84,1783.11
1984,2046.94,2577.15,1570.10,2192.74,1924.02,2088.66,2413.02,1475.33,3174.36,1798.14,1961.84,1613.27,1763.09,1763.09,1965.26,1711.22,1355.57,2273.37,1501.61,1934.32
1985,1631.37,2126.30,1222.07,1813.94,1537.39,1689.93,1959.48,1163.98,2399.25,1469.44,1564.47,1310.44,1453.20,1453.20,1626.98,1383.63,1094.55,1807.60,1209.38,1571.13
1986,1606.70,1993.68,1195.07,1789.93,1442.93,1626.10,1844.87,1120.46,2538.77,1347.94,1579.71,1213.80,1341.08,1341.08,1506.69,1382.46,1070.81,1717.67,1140.20,1477.56
1987,1635.33,2019.58,1195.02,1777.13,1561.25,1678.02,1912.07,1191.51,2399.30,1468.58,1554.64,1302.91,1455.00,1455.00,1596.26,1430.60,1107.90,1810.25,1179.89,1575.05
1988,2264.21,2809.69,1921.72,2312.10,2335.82,2419.65,2753.21,1779.61,3003.51,2262.44,1967.88,2031.98,2211.28,2211.28,2364.08,1913.92,1625.38,2657.23,1912.49,2224.09
1989,1858.54,2460.59,1584.99,1954.52,1895.17,2005.30,2316.74,1451.33,2405.21,1834.86,1691.28,1662.26,1793.33,1793.33,1922.72,1559.88,1333.14,2184.25,1589.19,1851.16
1990,1968.65,2872.59,1311.87,2321.42,1750.25,1971.69,2465.94,1349.26,3018.25,1589.66,1974.29,1420.79,1588.53,1588.53,1782.16,1656.12,1234.64,2130.05,1280.51,1941.34
1991,1734.37,2268.29,1379.12,1910.90,1604.86,1767.10,2070.20,1241.73,2590.85,1513.30,1648.97,1359.58,1507.50,1507.50,1675.54,1468.69,1176.49,1897.17,1290.30,1662.39
1992,2259.97,2738.22,2008.70,2444.85,2187.70,2238.41,2580.29,1937.43,2830.91,2125.00,2006.86,2047.42,2042.00,2042.00,2199.34,2067.13,1842.25,2386.19,2087.75,2107.16
1993,2087.11,2589.45,1800.72,2207.79,2049.25,2192.18,2480.88,1644.30,2757.70,1981.37,1921.27,1818.10,1941.93,1941.93,2106.36,1828.35,1567.96,2357.47,1768.30,1999.34
1994,1579.83,1978.18,1128.98,1784.46,1420.37,1606.37,1826.73,1080.98,2626.44,1338.08,1575.48,1192.59,1342.95,1342.95,1501.21,1277.49,974.01,1709.86,1104.98,1468.79
1995,2040.25,2616.74,1589.36,2171.50,1961.82,2110.89,2477.10,1497.08,2918.08,1888.17,1864.55,1692.58,1849.96,1849.96,2060.74,1749.69,1428.45,2297.77,1576.06,1952.01
1996,2011.50,2368.30,1790.09,2131.29,1873.44,1940.21,2216.77,1524.93,2948.64,1822.90,1775.31,1693.31,1761.43,1761.43,1946.81,1785.18,1509.77,2067.63,1705.67,1810.66
1997,1922.33,2395.37,1529.73,2105.23,1831.66,1939.16,2258.13,1417.76,2791.44,1738.98,1773.73,1562.04,1699.04,1699.04,1844.92,1660.88,1342.38,2118.54,1469.01,1830.16
1998,1984.41,2808.47,1531.12,2205.15,1824.17,1987.38,2524.92,1433.17,2880.42,1706.53,1921.18,1545.09,1689.96,1689.96,1876.74,1673.16,1347.97,2181.54,1466.87,1959.08
1999,1875.17,2190.80,1527.35,2014.16,1710.10,1860.32,2071.13,1360.59,2926.94,1639.41,1738.98,1495.40,1613.70,1613.70,1806.91,1624.12,1326.15,1963.60,1453.79,1689.03
2000,1880.42,2163.20,1492.21,2007.56,1831.62,1931.88,2169.98,1412.55,2760.69,1748.47,1779.45,1570.68,1712.89,1712.89,1855.74,1611.08,1314.36,2109.34,1455.69,1778.09
2001,1880.26,2244.49,1440.99,2053.25,1818.00,1966.31,2215.45,1394.88,2797.56,1713.88,1774.01,1536.12,1683.07,1683.07,1824.49,1579.95,1268.59,2136.62,1410.43,1793.67
2002,1742.97,2127.83,1324.71,1904.56,1586.59,1789.00,1973.50,1259.26,2691.89,1527.55,1668.53,1380.29,1534.59,1534.59,1732.16,1492.26,1203.80,1864.98,1293.45,1595.42
2003,1784.61,2048.15,1546.67,1945.03,1600.74,1633.44,1923.76,1325.25,2810.45,1535.68,1666.32,1433.80,1483.11,1483.11,1621.90,1560.72,1303.40,1765.10,1449.36,1582.90
2004,1907.63,2307.46,1558.88,2077.55,1729.16,1806.57,2114.47,1404.79,2979.89,1639.49,1721.88,1517.89,1593.41,1593.41,1753.23,1657.53,1354.09,1934.65,1479.48,1730.12
2005,1886.56,2139.85,1529.99,2003.87,1767.11,1952.69,2099.52,1392.05,2875.06,1699.19,1730.42,1539.52,1692.10,1692.10,1903.95,1622.55,1332.85,2043.22,1470.25,1722.60
2006,2328.52,3202.77,1754.77,2583.36,2312.97,2402.04,2960.36,1770.75,3022.95,2119.79,2184.50,1889.06,2069.80,2069.80,2180.82,2042.24,1627.15,2707.42,1699.00,2419.60
2007,1755.74,2051.56,1463.86,1829.73,1677.33,1796.25,2002.92,1285.25,2696.24,1646.01,1650.87,1486.64,1607.62,1607.62,1760.56,1459.38,1217.02,1935.17,1436.18,1610.85
2008,2157.60,2518.55,1865.91,2280.52,2099.53,2100.95,2437.83,1685.18,3016.05,2027.22,1882.06,1858.47,1931.08,1931.08,2051.47,1921.95,1630.25,2323.88,1789.66,2006.78
2009,1785.41,2305.38,1273.34,2035.96,1559.70,1719.33,2017.49,1225.74,2865.65,1434.60,1672.40,1283.89,1447.61,1447.61,1633.48,1554.13,1184.45,1827.63,1188.90,1672.48
2010,1900.92,2231.90,1538.33,1995.85,1809.52,1992.91,2228.50,1385.49,2882.74,1718.86,1797.46,1544.40,1706.60,1706.60,1930.87,1594.05,1302.62,2137.31,1476.18,1796.43
2011,1983.12,2759.59,1529.19,2164.57,1874.87,2056.96,2541.50,1432.03,2846.34,1752.84,1951.16,1566.30,1736.15,1736.15,1929.19,1653.37,1337.84,2262.28,1470.29,1976.05
2012,1862.39,2169.04,1546.98,1979.72,1765.51,1854.86,2126.68,1399.43,2803.49,1674.50,1760.81,1526.44,1631.98,1631.98,1768.96,1597.63,1318.36,2021.90,1469.84,1733.54
2013,2161.56,2801.21,1859.03,2258.90,2134.18,2368.43,2719.76,1672.88,2847.12,2030.04,2059.96,1842.38,2002.70,2002.70,2177.06,1838.17,1562.94,2566.93,1784.49,2148.58
2014,1779.79,2446.26,1273.98,2075.36,1571.95,1809.75,2169.78,1233.57,2754.87,1454.69,1795.58,1303.12,1479.43,1479.43,1693.67,1490.18,1152.25,1913.83,1210.94,1702.80
2015,1802.18,2251.49,1479.23,2013.84,1635.55,1733.56,1996.66,1329.40,2723.00,1578.78,1648.32,1447.77,1554.01,1554.01,1696.96,1570.50,1294.65,1827.66,1401.07,1640.34
2016,1896.75,2363.92,1532.06,2079.48,1771.17,1896.89,2174.75,1402.43,2785.18,1689.45,1764.79,1536.10,1661.03,1661.03,1825.75,1650.06,1344.23,2031.78,1470.52,1777.94
2017,2028.61,2690.86,1477.64,2270.75,1910.31,2021.83,2447.08,1466.46,2978.10,1762.98,1889.50,1574.33,1740.06,1740.06,1904.45,1749.23,1360.76,2222.29,1431.16,1998.46
2018,1794.86,2320.93,1431.72,1927.47,1712.05,1857.40,2193.16,1312.73,2662.35,1623.05,1768.78,1452.43,1600.73,1600.73,1730.56,1483.15,1218.42,2043.81,1378.05,1726.36
2019,1614.54,1938.38,1213.69,1844.95,1403.50,1486.21,1699.43,1138.58,2682.88,1330.05,1494.43,1221.63,1317.31,1317.31,1487.11,1403.89,1094.93,1550.64,1160.16,1414.14
2020,1914.63,2223.65,1549.55,2065.60,1802.18,1917.06,2151.52,1416.13,2907.22,1700.92,1762.31,1545.02,1670.83,1670.83,1846.64,1650.70,1340.32,2051.82,1475.24,1790.64
