Variable:,pr
,Monaco,"Administrative unit not available"
1901,1199.70,1199.70
1902,828.80,828.80
1903,925.00,925.00
1904,642.70,642.70
1905,923.00,923.00
1906,760.90,760.90
1907,1131.90,1131.90
1908,583.50,583.50
1909,880.20,880.20
1910,1029.40,1029.40
1911,930.80,930.80
1912,872.50,872.50
1913,850.20,850.20
1914,1107.70,1107.70
1915,962.60,962.60
1916,1102.60,1102.60
1917,873.10,873.10
1918,810.90,810.90
1919,759.30,759.30
1920,1248.30,1248.30
1921,380.50,380.50
1922,759.90,759.90
1923,793.70,793.70
1924,860.10,860.10
1925,772.10,772.10
1926,1139.20,1139.20
1927,827.10,827.10
1928,834.10,834.10
1929,654.00,654.00
1930,1003.20,1003.20
1931,874.50,874.50
1932,980.10,980.10
1933,964.00,964.00
1934,1046.40,1046.40
1935,1051.80,1051.80
1936,1060.80,1060.80
1937,1041.30,1041.30
1938,797.70,797.70
1939,907.90,907.90
1940,793.90,793.90
1941,1101.10,1101.10
1942,752.60,752.60
1943,889.60,889.60
1944,669.40,669.40
1945,679.30,679.30
1946,809.30,809.30
1947,887.90,887.90
1948,935.50,935.50
1949,800.70,800.70
1950,705.60,705.60
1951,1252.80,1252.80
1952,785.80,785.80
1953,791.30,791.30
1954,910.10,910.10
1955,850.80,850.80
1956,881.70,881.70
1957,988.10,988.10
1958,906.60,906.60
1959,1132.10,1132.10
1960,1265.20,1265.20
1961,930.30,930.30
1962,800.10,800.10
1963,1165.10,1165.10
1964,799.30,799.30
1965,778.70,778.70
1966,966.40,966.40
1967,482.80,482.80
1968,1050.90,1050.90
1969,898.20,898.20
1970,733.80,733.80
1971,943.70,943.70
1972,1247.00,1247.00
1973,864.90,864.90
1974,940.10,940.10
1975,1047.90,1047.90
1976,1196.60,1196.60
1977,1164.50,1164.50
1978,910.90,910.90
1979,1153.90,1153.90
1980,736.50,736.50
1981,781.10,781.10
1982,685.60,685.60
1983,747.30,747.30
1984,991.90,991.90
1985,676.00,676.00
1986,793.40,793.40
1987,968.50,968.50
1988,739.60,739.60
1989,550.20,550.20
1990,748.50,748.50
1991,795.60,795.60
1992,883.30,883.30
1993,833.80,833.80
1994,1028.50,1028.50
1995,907.60,907.60
1996,1058.20,1058.20
1997,776.00,776.00
1998,694.70,694.70
1999,903.50,903.50
2000,1028.80,1028.80
2001,577.30,577.30
2002,1132.20,1132.20
2003,662.70,662.70
2004,668.30,668.30
2005,654.60,654.60
2006,646.60,646.60
2007,453.00,453.00
2008,1111.30,1111.30
2009,861.10,861.10
2010,972.00,972.00
2011,796.40,796.40
2012,815.70,815.70
2013,933.10,933.10
2014,1008.80,1008.80
2015,719.70,719.70
2016,756.40,756.40
2017,584.40,584.40
2018,976.40,976.40
2019,924.80,924.80
2020,826.50,826.50
