Variable:,pr
,"Bahamas, The","Administrative unit not available"
1901,1504.14,1445.88
1902,1071.20,1124.08
1903,1223.91,1247.38
1904,1270.48,1271.99
1905,1330.36,1324.52
1906,1318.57,1303.95
1907,943.84,1045.64
1908,1365.90,1333.69
1909,1354.48,1329.89
1910,993.74,1046.76
1911,1112.96,1159.21
1912,1157.25,1180.13
1913,1044.37,1121.31
1914,1310.67,1315.98
1915,1336.85,1317.57
1916,1136.29,1185.32
1917,1010.62,1091.66
1918,1213.76,1240.17
1919,1283.91,1294.54
1920,1141.08,1194.03
1921,1094.90,1152.99
1922,1385.02,1338.64
1923,1074.83,1140.67
1924,1149.26,1170.46
1925,1325.27,1318.20
1926,1376.27,1341.72
1927,991.35,1068.14
1928,1331.37,1328.64
1929,1440.91,1376.38
1930,1379.50,1334.95
1931,1175.41,1203.62
1932,1279.13,1263.63
1933,1143.08,1135.63
1934,1325.24,1312.85
1935,1138.18,1174.46
1936,1472.04,1400.15
1937,1226.34,1230.70
1938,911.16,1011.11
1939,1203.55,1221.94
1940,1224.07,1224.84
1941,1422.15,1404.59
1942,1213.08,1236.26
1943,1195.30,1246.28
1944,947.94,1042.57
1945,1137.45,1187.47
1946,1224.23,1252.84
1947,1739.50,1587.25
1948,1430.73,1390.71
1949,1318.08,1270.03
1950,1183.47,1182.40
1951,1067.12,1158.41
1952,1338.64,1335.02
1953,1454.93,1354.91
1954,1480.55,1577.32
1955,991.81,1148.16
1956,947.79,1073.96
1957,1450.00,1404.66
1958,1437.46,1354.04
1959,1588.61,1517.00
1960,1431.83,1511.21
1961,942.74,1081.67
1962,1145.73,1138.36
1963,1161.03,1236.36
1964,1229.60,1247.99
1965,1128.06,1083.63
1966,1615.35,1533.92
1967,1217.45,1100.35
1968,1677.77,1531.23
1969,1630.37,1731.46
1970,1230.35,1261.24
1971,1103.16,1159.94
1972,1361.53,1425.48
1973,1355.74,1347.53
1974,985.67,1011.90
1975,1238.58,1085.10
1976,1279.35,1200.58
1977,1210.39,1195.59
1978,1381.00,1314.11
1979,1347.12,1399.63
1980,1364.73,1463.23
1981,1113.26,1133.41
1982,1313.69,1293.58
1983,1454.30,1439.94
1984,1320.71,1375.53
1985,1314.95,1371.32
1986,1085.54,1133.92
1987,1238.34,1388.58
1988,1321.82,1374.50
1989,1165.56,1137.82
1990,1185.90,1194.16
1991,1520.13,1340.01
1992,1193.29,1115.10
1993,1352.82,1342.01
1994,1579.17,1390.57
1995,1749.50,1667.90
1996,1450.76,1412.65
1997,1532.75,1424.60
1998,1288.41,1246.69
1999,1394.98,1118.86
2000,1250.74,1239.29
2001,1462.95,1462.90
2002,1404.33,1351.10
2003,1286.90,1305.83
2004,993.87,993.06
2005,1283.45,1398.51
2006,1198.69,1194.80
2007,1407.90,1556.53
2008,1308.86,1272.69
2009,1226.76,1205.63
2010,1314.16,1355.36
2011,1292.97,1354.76
2012,1532.25,1484.40
2013,1523.34,1275.75
2014,1302.09,1440.41
2015,1281.84,1246.13
2016,1447.23,1441.81
2017,1377.21,1382.19
2018,1475.04,1386.65
2019,1665.10,1620.67
2020,1875.52,1688.89
