Variable:,pr
,Tonga,"Administrative unit not available"
1901,1602.00,1715.55
1902,1602.00,1709.89
1903,1602.00,1725.05
1904,1602.00,1727.75
1905,1602.00,1701.23
1906,1602.00,1708.30
1907,1602.00,1725.08
1908,1602.00,1741.00
1909,1602.00,1703.08
1910,1602.00,1720.93
1911,1602.00,1706.31
1912,1602.00,1706.65
1913,1602.00,1727.10
1914,1602.00,1715.80
1915,1602.00,1707.85
1916,1602.00,1733.88
1917,1602.00,1723.23
1918,1602.00,1710.06
1919,1602.00,1707.32
1920,1602.00,1724.81
1921,1602.00,1722.24
1922,1602.00,1725.96
1923,1602.00,1715.92
1924,1602.00,1726.60
1925,1602.00,1706.01
1926,1665.40,1759.87
1927,1489.90,1688.44
1928,1461.50,1561.78
1929,1649.60,1761.77
1930,1008.60,1219.87
1931,1625.60,1742.22
1932,1498.50,1561.89
1933,1783.30,1980.52
1934,1441.70,1604.10
1935,1500.50,1705.59
1936,1725.30,1793.47
1937,1483.90,1556.79
1938,1434.20,1603.55
1939,1642.00,1778.71
1940,1146.30,1213.33
1941,1479.10,1542.27
1942,1602.00,1716.12
1943,1575.80,1689.06
1944,1483.60,1643.68
1945,1220.00,1407.54
1946,973.90,1193.61
1947,1599.40,1780.57
1948,1798.50,1980.27
1949,1717.00,1817.48
1950,2145.10,2286.89
1951,1579.30,1638.95
1952,1648.90,1622.60
1953,1383.50,1418.66
1954,1924.90,2044.69
1955,1963.90,2090.52
1956,2008.30,2120.20
1957,1912.00,2031.84
1958,1436.80,1555.24
1959,1742.70,1869.56
1960,1740.10,1838.05
1961,1840.90,1973.40
1962,1593.10,1792.21
1963,1507.70,1586.84
1964,1956.10,1992.47
1965,1594.60,1655.33
1966,1282.80,1407.45
1967,1439.70,1692.33
1968,1519.90,1598.23
1969,1342.40,1475.73
1970,1546.50,1650.42
1971,2363.20,2472.34
1972,2096.70,2156.44
1973,1860.70,2078.45
1974,2151.50,2233.51
1975,1960.90,2141.42
1976,1752.80,1783.30
1977,1308.10,1395.93
1978,1642.60,1805.49
1979,1653.50,1806.38
1980,1658.80,1750.96
1981,1075.20,1250.88
1982,1823.50,1930.16
1983,929.00,1038.86
1984,1305.80,1418.67
1985,1225.00,1329.19
1986,1313.90,1416.71
1987,995.70,1104.92
1988,1557.60,1717.72
1989,2060.80,2188.62
1990,1635.90,1685.18
1991,1420.20,1562.85
1992,1238.60,1408.39
1993,1303.50,1484.94
1994,1426.20,1566.57
1995,1269.50,1346.71
1996,1688.20,1826.26
1997,1552.90,1686.41
1998,1224.50,1224.90
1999,2026.30,2189.28
2000,2222.30,2369.29
2001,1641.80,1770.76
2002,1666.00,1766.95
2003,1507.60,1659.37
2004,1596.80,1713.91
2005,1524.40,1673.38
2006,1570.50,1704.08
2007,1602.00,1722.38
2008,1623.70,1733.39
2009,1587.30,1711.12
2010,1613.30,1726.44
2011,1721.90,1794.23
2012,1580.20,1707.09
2013,1604.60,1723.37
2014,1596.10,1718.45
2015,1536.50,1681.51
2016,1649.10,1748.80
2017,1580.70,1708.43
2018,1602.00,1724.07
2019,1607.60,1727.57
2020,1657.10,1763.40
