Variable:,pr
,"United States",Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,"District of Columbia",Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,"New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota",Ohio,Oklahoma,Oregon,Pennsylvania,"Rhode Island","South Carolina","South Dakota",Tennessee,Texas,Utah,Vermont,Virginia,Washington,"West Virginia",Wisconsin,Wyoming
1958,686.25,1269.65,427.15,325.25,1332.28,722.86,385.01,1299.99,1408.36,1215.75,1481.07,1172.04,1981.86,474.48,879.70,1001.38,651.90,787.59,1112.07,1363.40,1180.41,1265.05,1254.31,654.72,515.64,1390.85,1053.68,387.70,562.89,251.69,1164.45,1342.48,403.64,1048.21,1276.23,344.24,971.29,831.38,712.29,1090.09,1336.54,1231.95,358.97,1122.76,747.23,236.74,1088.34,1137.16,1052.10,1145.22,598.73,314.36
1959,698.43,1439.15,441.53,314.83,1170.15,393.57,412.89,1210.75,1067.07,975.51,1807.40,1422.60,1900.72,440.93,969.70,1055.19,957.86,713.69,1115.61,1493.52,1172.69,1027.68,1200.42,918.28,668.18,1388.85,959.52,375.42,590.96,165.67,1212.30,1063.30,334.30,1047.27,1375.45,414.80,1008.43,968.30,531.39,1063.11,1153.76,1536.25,419.54,1271.31,738.49,273.86,1143.44,1047.91,1058.54,1008.11,909.28,313.10
1960,666.97,1300.33,479.55,241.15,1148.77,543.88,354.75,1200.32,1183.23,1111.08,1588.22,1212.69,1777.14,418.83,876.03,854.22,835.37,686.19,1011.99,1222.46,1143.26,1148.81,1180.84,813.72,619.86,1225.93,880.64,279.15,561.58,215.97,1177.48,1154.48,359.30,922.80,1272.09,374.93,769.38,896.36,681.94,1004.30,1118.70,1233.71,444.73,1105.48,773.35,258.80,1042.40,1033.51,958.18,976.39,839.73,256.00
1961,721.10,1739.51,501.19,271.56,1387.56,420.96,448.75,1138.61,1118.67,1035.05,1158.80,1359.41,1941.51,442.01,1087.04,1082.07,932.88,867.63,1280.27,1835.23,1099.69,1082.83,1109.13,783.89,583.17,1825.45,1198.13,335.51,558.90,216.46,1036.52,1098.16,352.21,964.71,1272.36,328.66,1013.33,941.65,706.23,1037.08,1150.20,1315.52,397.13,1372.89,715.58,318.76,960.50,1175.11,1092.17,1210.71,802.60,313.36
1962,658.11,1292.87,444.21,228.42,1128.44,567.66,342.53,1043.36,985.76,957.14,1272.74,1238.75,1375.00,432.97,846.38,902.09,791.17,674.31,1211.39,1127.47,1096.28,1000.19,1089.15,680.62,725.90,1184.66,872.83,425.62,653.97,235.73,1144.55,1056.97,314.68,910.05,1332.02,537.01,843.98,807.20,630.27,947.50,1102.43,1243.99,603.40,1373.73,595.92,275.78,1046.70,1118.91,917.99,1118.59,705.99,360.26
1963,611.54,1260.35,503.66,286.85,803.31,644.18,342.47,932.92,943.44,909.45,1371.72,1295.74,2335.46,515.56,714.55,726.70,688.60,526.85,866.17,1056.63,1094.14,927.69,939.76,618.60,608.49,1025.26,713.26,382.04,523.75,334.44,946.67,894.73,289.04,825.40,1119.73,459.58,678.83,559.51,651.87,817.40,959.68,1152.31,493.05,1066.09,472.24,316.10,885.01,849.31,904.53,920.16,587.44,362.21
1964,685.37,1670.50,423.88,263.82,1151.18,551.01,338.03,881.71,950.30,871.92,1631.20,1767.49,2090.99,555.45,817.40,910.51,788.79,626.75,1181.69,1438.38,935.79,930.94,878.35,757.30,692.91,1552.47,933.87,455.42,502.55,267.68,921.90,917.19,255.28,775.12,1463.01,476.70,938.44,802.22,789.35,924.17,943.69,1762.26,432.57,1441.73,582.39,322.42,889.90,992.68,1023.11,982.21,714.94,329.25
1965,697.66,1259.12,482.05,438.03,1058.50,608.44,526.16,766.64,764.24,770.64,1437.73,1229.81,2293.83,442.54,1052.37,1010.06,1029.90,829.41,1053.19,1193.13,832.75,801.88,737.95,878.12,833.29,1115.38,1075.66,434.15,734.53,337.24,832.99,767.90,383.76,835.73,1124.64,524.76,930.23,757.68,570.02,855.00,692.48,1234.02,522.91,1154.54,681.99,421.22,886.23,834.83,849.59,891.29,941.02,373.41
1966,628.66,1400.03,413.62,283.04,1101.66,478.14,325.89,943.12,975.38,970.49,1459.63,1372.15,1861.16,352.25,900.50,946.88,637.44,461.49,1142.46,1498.34,994.86,965.19,952.07,749.02,626.57,1363.77,851.43,337.33,480.51,176.55,1001.22,1024.50,311.62,883.11,1201.34,410.55,908.87,622.00,611.14,914.44,929.09,1230.70,452.48,1213.69,655.46,263.88,946.05,1025.46,953.34,973.54,664.92,279.22
1967,685.76,1397.76,493.19,344.23,1141.25,624.79,419.30,1191.25,1159.53,956.03,1216.67,1240.34,2554.96,466.48,1023.69,996.11,765.85,744.88,1180.77,1379.43,1092.55,1052.01,1192.32,846.77,531.96,1295.01,1053.73,421.08,549.18,292.50,1076.78,1152.55,321.44,984.62,1225.05,372.19,912.14,799.77,548.87,1056.43,1232.51,1174.74,435.71,1326.20,634.29,351.01,1033.86,1019.96,936.48,1114.69,755.52,412.84
1968,685.08,1146.54,362.16,263.94,1444.68,527.86,349.61,1063.04,859.16,948.33,1372.05,1048.76,2591.42,524.06,909.07,1067.83,837.28,696.33,1098.29,1405.22,977.47,925.25,1108.37,879.02,821.48,1388.51,1006.03,436.77,565.65,260.43,1134.38,1004.23,327.27,1000.83,1054.50,473.14,970.51,971.09,720.08,955.79,1091.16,1111.82,523.02,1142.69,828.46,338.75,1067.01,892.53,1132.75,980.38,910.47,366.61
1969,690.93,1353.90,349.83,304.04,1155.68,806.05,497.84,1206.23,1155.54,1054.77,1597.35,1253.14,2305.74,425.44,1035.42,1040.71,882.39,766.06,1077.59,1274.63,1269.99,1046.35,1248.15,776.73,647.09,1274.53,1098.90,379.05,559.79,325.14,1278.39,1170.00,420.96,973.96,1255.98,431.09,920.80,847.35,653.81,947.08,1232.82,1238.50,443.06,1254.27,736.42,367.03,1155.97,1038.72,863.04,982.92,714.29,303.76
1970,677.69,1382.53,430.56,275.63,1228.71,706.23,386.22,1025.75,972.93,1013.06,1410.64,1234.41,2144.66,576.46,1063.06,965.72,850.77,606.30,1197.53,1316.93,1057.07,1030.28,1070.65,830.48,677.76,1346.81,1066.07,428.58,473.99,277.22,1028.91,1009.25,253.48,955.38,1070.70,491.38,961.00,747.85,748.28,1076.60,1106.45,1127.15,450.93,1244.24,598.45,341.00,973.73,939.50,962.54,1048.78,790.89,335.04
1971,692.45,1529.13,449.22,279.02,1115.03,444.56,389.12,1110.66,1316.46,1266.22,1298.90,1411.03,1929.45,528.05,820.70,941.74,755.07,703.64,1116.44,1369.47,989.48,1278.22,1023.73,748.64,736.58,1444.76,849.57,387.27,576.96,278.62,1041.23,1283.63,347.71,974.28,1391.40,518.75,846.26,850.59,758.97,1029.61,1025.59,1459.89,524.37,1249.94,694.55,343.44,1057.30,1200.88,1113.22,1082.51,772.48,393.84
1972,715.18,1447.88,401.34,302.80,1231.60,431.54,383.02,1510.59,1384.14,1407.43,1356.10,1292.32,1716.98,477.88,1040.70,1098.53,940.22,700.73,1384.68,1477.35,1290.76,1399.82,1508.89,884.53,691.84,1486.27,965.93,421.77,587.18,221.02,1325.26,1456.14,421.21,1245.39,1350.09,457.83,1090.38,750.72,666.93,1293.55,1618.02,1248.50,517.87,1545.98,666.92,317.79,1239.71,1389.48,1105.94,1387.74,891.63,363.19
1973,786.33,1716.92,401.83,265.47,1702.24,739.55,417.81,1316.06,1134.13,1068.95,1466.95,1451.05,1526.86,467.01,1211.48,1121.01,1086.55,997.70,1369.10,1830.34,1405.13,1122.19,1295.96,819.69,704.77,1812.73,1430.21,370.48,725.90,273.88,1365.12,1319.55,308.97,1089.03,1327.00,443.82,1062.72,1182.82,692.31,1128.09,1314.89,1389.55,458.62,1620.54,887.05,360.14,1342.50,1157.00,941.39,1184.48,867.18,404.65
1974,698.14,1516.19,408.08,273.80,1478.48,560.57,331.42,1148.05,1029.75,990.44,1299.89,1265.91,1989.26,410.42,1058.00,1063.25,801.77,626.45,1343.09,1667.81,1123.83,1032.66,1134.28,826.92,598.57,1746.57,1079.98,381.26,382.75,213.56,1183.99,1126.29,387.94,1032.76,1313.12,401.72,1024.02,993.70,648.50,1086.15,1094.53,1234.26,322.91,1534.84,807.19,247.10,1157.78,1073.64,1034.65,1167.96,718.55,267.59
1975,746.71,1846.51,427.45,247.57,1348.52,518.87,376.29,1442.69,1378.80,1326.68,1423.57,1545.33,1679.92,556.69,1046.28,1148.29,767.98,656.99,1436.74,1672.97,1074.75,1369.77,1428.97,916.82,697.92,1731.55,1045.26,542.10,517.98,268.69,1283.68,1480.51,327.09,1145.61,1440.84,526.82,1087.54,901.08,722.02,1253.20,1376.26,1470.17,463.78,1576.58,687.95,337.65,1189.37,1306.65,1156.65,1269.69,788.16,367.51
1976,612.08,1431.76,415.63,274.75,1031.28,359.10,319.45,1144.63,987.37,1047.60,1353.02,1397.11,1717.98,401.64,731.25,825.32,585.78,537.87,1031.64,1252.38,1333.38,1021.63,1090.22,703.31,405.73,1263.19,729.21,359.67,436.17,257.25,1231.77,1008.81,294.03,1180.25,1152.88,325.61,855.04,663.10,472.41,1032.97,1095.86,1299.46,310.64,1208.30,762.91,222.77,1323.19,1022.45,755.68,1036.87,524.31,309.09
1977,694.38,1461.60,437.97,262.90,1139.97,459.39,363.15,1373.84,1035.80,930.62,1208.82,1206.43,1493.77,461.04,1055.19,1056.73,951.27,803.31,1217.59,1481.83,1284.52,995.12,1372.07,853.25,847.28,1485.09,1100.57,397.52,706.48,236.85,1304.13,1226.69,331.81,1236.74,1205.67,535.99,988.10,785.80,650.68,1173.32,1357.07,1136.02,611.45,1386.02,576.39,275.90,1249.73,978.79,925.34,1026.76,856.73,341.40
1978,694.08,1244.67,433.22,471.56,1226.97,788.05,415.20,1146.32,1191.94,1062.94,1338.87,1081.54,2056.88,460.72,912.87,1001.63,867.57,617.47,1293.25,1271.56,964.71,1123.41,1053.63,788.23,667.55,1242.38,991.81,497.48,562.48,361.59,1026.03,1216.86,417.04,952.42,1231.74,459.24,959.44,711.04,588.41,1068.04,1173.82,1042.15,470.55,1269.72,652.43,407.82,1042.29,1131.31,842.81,1204.04,875.64,392.24
1979,752.99,1758.85,476.67,297.79,1523.68,647.47,424.83,1443.63,1437.85,1429.46,1548.04,1420.46,2261.74,398.46,968.04,1168.73,867.77,736.93,1524.90,1739.29,1307.25,1437.94,1380.43,827.23,699.92,1881.15,996.19,291.39,629.54,251.20,1251.98,1437.64,361.72,1060.64,1498.01,381.16,1118.78,867.90,666.06,1204.89,1425.02,1420.52,465.41,1664.36,765.40,274.32,1137.49,1376.65,874.63,1296.36,798.46,289.75
1980,657.39,1432.79,463.89,337.98,1006.92,608.41,398.54,954.86,974.29,847.24,1259.21,1195.64,2381.18,562.00,839.30,903.56,728.41,559.92,957.28,1464.88,991.69,931.56,886.25,803.31,557.96,1536.16,736.60,424.68,429.25,331.78,907.91,965.33,325.58,899.23,1123.56,418.39,996.53,662.14,685.30,948.25,925.14,1145.89,366.88,1140.71,618.30,417.08,907.73,907.93,1049.65,1122.28,818.54,341.75
1981,695.48,1175.01,492.32,297.35,1072.64,659.12,420.26,1031.60,936.62,843.78,1156.16,1067.16,1574.92,522.24,1067.10,1046.59,826.69,745.59,1093.41,1127.41,1290.69,927.26,1081.57,819.68,705.60,1080.01,1116.04,403.06,593.99,259.30,1225.87,989.59,392.13,1002.71,1017.57,422.42,999.92,872.94,790.00,1018.58,1021.14,1037.17,440.16,1155.61,799.27,369.26,1223.18,891.60,1025.34,1037.22,774.70,345.69
1982,780.89,1563.35,479.05,407.85,1443.31,835.00,459.30,1128.32,1028.69,1000.05,1633.94,1348.16,2938.85,603.63,1196.42,1146.62,1044.88,724.49,1282.69,1627.79,993.55,1013.81,1146.98,887.68,743.36,1691.98,1278.93,479.88,704.14,353.58,1050.26,1019.58,378.98,933.98,1350.97,541.92,972.26,909.38,762.73,984.80,1192.39,1283.00,625.20,1451.05,665.49,428.91,981.36,1141.31,1092.62,1103.17,907.20,427.71
1983,787.70,1794.63,401.00,458.98,1179.38,1124.15,489.38,1574.88,1377.40,1349.13,1694.11,1431.48,1436.60,637.79,1058.29,1046.51,909.37,692.21,1200.27,1716.05,1434.06,1345.26,1503.55,893.47,748.39,1866.68,1035.42,366.80,628.51,445.99,1522.30,1500.14,362.63,1143.46,1345.71,396.03,1013.89,852.39,933.94,1200.15,1579.65,1334.94,469.25,1415.63,651.15,510.44,1448.38,1171.90,1210.94,1117.19,869.08,408.78
1984,712.91,1277.51,420.88,399.82,1493.16,473.18,450.36,1269.87,1132.55,1096.33,1257.52,1220.57,1389.19,507.59,1043.28,1047.05,926.22,738.77,1287.30,1456.30,1130.26,1139.29,1277.70,820.43,721.42,1388.96,1154.46,327.55,643.15,309.26,1229.78,1233.99,458.30,1055.64,1269.87,414.35,928.33,846.97,748.79,1158.45,1272.71,1218.34,537.87,1424.59,670.31,395.97,1131.42,1145.88,1077.44,1148.93,869.62,331.76
1985,702.32,1284.90,501.75,342.42,1227.33,389.54,456.37,1075.05,1013.20,1026.53,1328.23,1207.37,1913.36,382.38,1150.04,1165.21,795.16,821.60,1102.57,1535.66,921.38,1023.78,1017.34,990.61,774.53,1336.57,1319.58,369.50,565.09,235.93,991.31,993.64,434.84,964.27,1187.06,451.84,1005.98,1078.52,459.69,1024.90,1096.52,1223.00,471.17,1097.49,763.62,364.29,1001.08,1079.54,686.16,1109.62,904.71,299.40
1986,725.25,1214.19,473.53,345.54,1146.77,607.82,461.83,1187.36,953.16,912.35,1357.18,1112.94,2167.25,478.91,952.50,1008.80,1009.33,809.07,1070.48,1341.20,1086.82,948.08,1221.82,851.94,798.09,1249.54,1087.07,444.31,662.51,220.77,1200.31,1145.57,525.86,1116.78,970.54,557.39,997.10,1023.50,665.79,1083.42,1227.75,1019.03,618.18,1158.60,836.81,373.35,1211.00,871.14,979.85,1079.04,884.16,376.19
1987,676.96,1247.30,455.53,344.50,1311.05,529.93,441.31,1105.53,908.81,993.94,1326.11,1132.04,2162.30,381.95,878.44,882.56,818.73,816.92,944.90,1479.44,978.54,968.03,1132.61,780.37,570.06,1334.81,1009.30,363.63,642.15,307.77,1097.49,1155.76,386.53,981.46,1217.23,406.48,808.68,1043.42,558.55,1002.60,1108.96,1208.78,426.26,1077.12,761.68,365.41,1044.82,1091.18,797.23,967.45,700.25,340.74
1988,609.74,1301.21,462.22,293.21,1134.38,455.48,378.62,1085.09,990.74,954.87,1325.77,1149.27,1799.51,372.52,768.82,860.63,543.76,515.31,1064.81,1441.85,997.77,964.08,1052.59,824.86,571.60,1332.75,857.97,291.93,490.82,241.19,1040.59,1041.86,416.67,873.23,1023.17,305.03,820.35,740.93,580.94,908.81,1113.50,1006.99,373.33,1150.86,549.27,279.55,946.29,886.30,900.52,905.82,638.19,237.49
1989,688.92,1681.06,512.52,194.21,1324.96,380.58,340.09,1442.18,1406.59,1291.46,1242.77,1415.63,2632.39,401.64,833.48,1119.75,639.12,668.54,1421.48,1617.63,1079.23,1312.08,1290.14,715.98,581.37,1651.71,844.00,452.85,439.32,199.20,1184.72,1392.82,281.61,1075.73,1561.53,374.08,1081.01,915.92,533.62,1124.97,1412.91,1408.39,396.21,1647.64,634.13,217.10,1152.34,1332.54,854.23,1369.99,607.52,316.93
1990,748.55,1455.36,529.34,347.79,1626.38,368.71,474.46,1346.61,1115.16,1141.53,1080.24,1158.19,2346.68,434.10,1278.38,1348.48,954.57,700.28,1392.44,1500.38,1330.61,1150.63,1281.70,938.98,671.35,1555.48,1275.80,331.02,543.62,241.23,1363.45,1257.11,403.10,1245.17,1217.02,368.46,1281.04,1067.34,590.21,1232.35,1221.85,1179.89,444.70,1494.75,789.36,284.84,1389.64,1133.66,1153.71,1252.80,892.33,324.75
1991,737.23,1588.31,454.55,327.01,1455.96,513.20,427.02,1167.16,1000.02,861.47,1542.22,1424.82,2052.15,430.27,920.11,918.61,966.86,597.29,1157.86,1897.23,1147.43,912.12,1189.24,892.70,812.09,1806.90,975.93,422.19,555.99,244.22,1164.76,1054.62,467.43,927.54,1226.59,490.91,794.21,970.52,601.44,854.66,1177.77,1328.68,546.72,1473.26,910.05,336.62,1057.62,994.49,908.83,1018.48,940.07,396.26
1992,726.79,1519.74,475.23,449.36,1188.56,650.10,426.23,1145.63,1030.52,1086.37,1449.67,1481.73,2125.22,367.75,904.55,1013.24,913.52,825.87,1072.22,1680.44,975.37,1056.42,1109.38,876.24,653.28,1434.02,1037.95,387.05,612.37,245.74,1024.43,1054.92,381.96,1063.50,1307.18,382.63,1010.88,1052.86,556.79,1049.24,1169.23,1392.55,497.22,1242.29,849.58,315.98,1003.19,1096.31,862.26,1053.38,766.41,337.45
1993,749.99,1291.05,498.22,360.31,1290.55,703.97,466.33,1136.67,1095.67,1156.12,1290.50,1164.34,1492.43,490.64,1285.98,1236.41,1172.57,924.09,1166.03,1487.11,1134.37,1172.19,1133.85,837.75,786.78,1382.85,1348.67,491.38,765.63,272.86,1077.00,1161.83,352.00,1038.52,1143.63,515.27,991.88,1002.64,639.01,1128.74,1112.21,1114.50,603.53,1183.49,695.41,395.17,1069.97,1117.25,780.85,1089.07,898.11,433.57
1994,707.59,1585.42,491.31,300.40,1343.98,473.83,386.96,1233.76,1174.20,1150.56,1631.37,1504.37,1965.63,404.69,908.56,913.16,750.64,634.59,1231.97,1493.52,1084.87,1177.47,1223.98,803.20,717.21,1519.06,1029.47,341.09,523.29,239.75,1150.41,1225.07,369.36,1064.88,1249.33,488.66,921.03,898.16,570.47,1195.60,1204.08,1433.61,460.30,1553.87,695.08,317.05,1096.63,1137.69,939.41,1258.75,751.07,300.42
1995,728.91,1498.29,401.22,287.10,1077.22,847.45,461.97,1034.03,999.48,1017.48,1505.49,1258.31,1314.14,611.02,968.32,982.76,811.29,746.49,1237.04,1573.66,1069.88,1032.28,1046.20,812.00,754.63,1456.37,1032.81,469.92,599.72,333.03,1089.37,1019.77,298.74,923.95,1341.99,534.27,985.94,962.75,848.63,946.35,1026.01,1368.89,626.07,1324.86,663.11,370.26,1060.30,1099.62,1160.47,1083.75,801.27,431.87
1996,751.05,1490.24,408.35,225.28,1289.95,806.16,441.71,1566.76,1456.65,1442.86,1327.70,1230.75,2091.53,598.48,983.32,1223.45,823.20,800.68,1408.75,1374.37,1310.06,1494.29,1491.45,865.30,695.05,1390.80,1080.28,409.01,633.58,305.43,1422.91,1511.42,346.56,1249.17,1385.00,476.84,1183.73,919.29,994.57,1417.99,1470.09,1144.36,522.94,1475.84,617.77,343.89,1349.56,1406.81,1271.22,1455.64,796.00,357.19
1997,721.06,1617.02,408.62,302.46,1322.19,545.60,515.25,1050.71,1008.01,933.74,1479.10,1400.65,2093.85,506.45,872.04,1016.48,739.51,778.02,1235.07,1622.31,1014.71,980.55,1004.81,762.67,635.93,1642.00,988.95,407.40,542.24,272.66,1064.61,1074.74,463.32,960.45,1166.79,411.65,966.92,987.05,663.67,961.37,1022.14,1366.87,522.87,1445.21,827.44,415.30,1062.34,990.72,1157.24,1052.77,711.02,424.15
1998,765.98,1448.40,465.30,353.41,1205.49,899.99,435.08,1237.16,1028.84,1001.01,1427.19,1289.31,1072.84,578.75,1133.80,1145.58,1021.60,816.15,1257.75,1545.45,1175.97,1054.65,1317.66,765.56,744.86,1418.94,1219.58,447.17,641.97,413.82,1235.10,1081.36,359.36,1036.09,1338.06,565.22,1012.23,887.40,849.26,1026.58,1412.25,1366.44,594.54,1385.45,685.20,419.61,1209.82,1139.36,1129.42,1154.67,801.60,441.76
1999,660.31,1253.19,459.67,268.46,1127.58,452.91,441.62,1206.77,1151.93,1055.94,1239.31,1052.38,1526.58,435.54,897.81,900.14,810.20,788.94,976.58,1209.34,1169.25,1102.69,1153.82,805.03,763.43,1238.78,954.83,373.87,584.60,201.42,1149.42,1196.48,386.44,967.49,1212.36,509.28,849.52,940.30,636.33,1022.19,1143.03,1108.35,529.23,1167.36,557.78,301.87,1079.44,1037.64,1088.83,971.46,827.78,346.82
2000,663.97,1127.34,470.07,267.66,1104.13,581.38,384.30,1288.14,1136.30,1027.64,1101.32,1031.34,1518.61,431.65,992.02,1104.95,772.16,660.52,1144.88,1179.36,1141.77,1087.80,1284.01,870.62,721.53,1142.14,901.10,334.39,502.94,276.36,1253.79,1196.39,342.58,1165.90,1133.31,523.58,1024.96,924.64,601.62,1054.66,1258.60,1048.30,460.02,1137.49,680.74,326.36,1246.94,1011.73,819.78,1061.25,858.68,307.06
2001,675.95,1493.58,441.86,272.93,1399.87,640.45,396.17,1009.82,957.06,929.47,1345.45,1074.22,1440.06,381.36,1019.55,1124.68,894.09,706.55,1151.24,1662.37,813.91,940.99,995.54,892.37,718.87,1654.49,1100.19,321.90,605.15,226.63,902.84,915.92,299.86,870.44,967.44,463.19,959.88,818.15,548.35,885.30,1084.50,890.08,498.35,1361.92,714.75,292.27,894.32,878.31,907.44,989.96,851.77,270.42
2002,671.86,1479.74,440.15,165.15,1338.94,477.80,265.65,1201.36,1124.85,1008.55,1464.12,1237.55,1743.41,363.92,1001.37,1074.07,725.61,578.26,1344.25,1620.73,1133.30,1084.75,1212.07,815.49,708.13,1652.53,996.77,364.58,391.75,162.69,1214.93,1185.13,312.68,1113.14,1220.20,395.22,968.79,880.43,535.90,1094.90,1199.73,1182.50,363.29,1471.37,747.45,221.75,1207.26,1091.64,820.73,1194.70,874.32,272.13
2003,701.08,1634.83,466.48,267.19,1098.64,575.96,364.70,1404.62,1480.62,1545.35,1528.74,1442.56,1586.11,441.45,939.80,1153.50,727.89,662.11,1368.52,1334.79,1175.38,1532.99,1372.11,777.59,554.28,1445.02,994.90,346.73,510.95,264.79,1277.77,1470.60,238.13,1196.14,1571.81,397.23,1165.77,708.62,656.21,1365.68,1356.04,1397.49,412.28,1509.42,577.68,285.88,1308.47,1535.55,977.11,1485.14,685.21,325.09
2004,753.12,1486.94,454.60,315.99,1414.56,615.99,442.46,1240.26,1173.07,1101.34,1440.93,1203.41,2290.87,459.30,1005.90,1110.65,900.34,787.03,1367.91,1794.53,980.27,1176.86,1199.10,870.45,753.13,1655.79,1135.74,361.33,569.01,282.62,1100.85,1293.34,403.87,1135.52,1228.87,491.95,1164.68,1019.53,596.22,1331.02,1189.77,1118.53,507.97,1503.46,932.49,344.48,1102.90,1181.29,873.16,1331.57,833.55,328.53
2005,695.49,1436.83,477.08,307.20,912.43,762.09,445.79,1241.06,1139.34,1100.34,1541.02,1308.86,1886.73,498.86,808.91,1028.51,791.24,728.32,1030.98,1148.87,1513.41,1111.54,1320.58,768.99,793.01,1272.68,908.52,430.21,572.95,329.29,1421.11,1176.93,357.03,1136.95,1185.80,539.20,971.23,718.87,663.57,1084.88,1320.88,1179.40,505.41,1121.51,553.76,392.02,1353.16,1015.91,913.03,1066.09,718.65,384.43
2006,686.89,1185.28,458.36,243.93,1268.85,604.00,429.93,1321.64,1165.87,1119.78,1114.27,952.75,1850.50,506.30,1028.96,1305.51,804.09,632.51,1323.21,1350.30,1361.21,1124.20,1374.03,925.43,579.32,1325.11,975.32,373.71,526.50,237.30,1457.18,1336.75,402.67,1221.93,1300.62,359.81,1092.63,753.75,744.94,1196.17,1344.77,1118.23,379.92,1256.17,612.75,342.31,1411.07,1154.99,1150.70,1078.82,752.90,274.84
2007,664.30,964.59,442.11,254.04,1131.80,361.29,420.50,1166.83,949.40,829.80,1152.85,939.21,1326.79,367.51,926.43,1068.73,1034.29,844.23,1060.02,1290.90,1224.69,920.74,1139.88,803.12,746.15,1051.85,994.58,377.22,687.65,180.74,1223.42,1217.37,353.55,1106.50,898.84,487.51,1051.45,1085.29,568.56,1090.60,1093.99,861.26,559.48,971.61,844.35,279.25,1224.74,897.29,926.61,1072.20,807.71,328.84
2008,709.48,1345.93,459.47,285.43,1439.64,447.72,388.89,1398.51,1052.08,1074.53,1372.34,1152.63,1716.52,410.74,1260.87,1250.13,1040.11,837.88,1199.31,1392.57,1472.44,1116.54,1496.84,910.90,697.24,1463.51,1384.81,401.15,685.57,194.73,1539.29,1194.03,337.52,1205.90,1173.02,491.33,1134.93,944.25,541.78,1162.12,1460.06,1156.48,562.04,1211.73,577.49,271.12,1391.87,1018.93,840.39,1154.59,801.62,351.88
2009,728.01,1787.16,425.57,169.51,1660.15,425.63,416.18,1271.31,1388.51,1292.23,1394.51,1504.63,1742.11,451.80,1250.31,1180.47,977.60,786.53,1348.47,1508.63,1346.46,1299.84,1310.75,857.82,657.54,1669.37,1284.57,365.41,624.84,231.78,1335.15,1315.96,303.04,1056.43,1330.19,499.72,941.10,957.49,547.32,1080.46,1341.73,1320.41,549.20,1555.34,704.89,263.71,1176.37,1267.02,916.10,1181.32,756.76,380.41
2010,707.51,1229.76,433.86,331.20,958.06,742.42,414.13,1215.29,1095.48,1023.40,1214.13,1090.40,1109.04,537.30,1021.18,932.09,1069.81,714.23,1017.68,1104.62,1300.18,1059.62,1170.02,817.80,849.29,1090.58,1105.28,473.63,655.26,321.70,1235.18,1127.99,358.98,1093.54,1170.86,596.95,936.25,806.51,777.56,1052.79,1205.75,1030.37,609.67,1204.19,678.16,389.36,1226.68,1023.82,1100.08,1043.81,952.34,378.10
2011,707.37,1362.37,467.37,275.44,1272.66,489.67,414.06,1573.37,1271.66,1124.50,1374.31,1105.32,1715.39,471.04,1133.86,1397.35,829.66,616.62,1641.57,1200.35,1352.02,1225.20,1559.73,970.69,675.28,1359.41,1077.06,444.45,626.43,283.73,1541.55,1481.76,233.68,1357.96,1177.38,565.11,1321.42,732.76,637.87,1320.39,1564.15,1049.87,556.19,1587.99,453.28,373.86,1523.37,1112.29,971.85,1323.55,810.99,398.65
2012,658.57,1378.16,489.79,246.89,1062.83,615.98,254.10,1151.54,1077.88,1000.26,1522.78,1108.17,1360.95,460.74,815.30,921.70,656.67,522.67,1170.24,1561.73,1112.49,1043.91,1130.46,783.87,638.23,1415.91,792.70,349.24,396.50,268.69,1125.53,1163.19,232.74,1024.42,1140.68,404.27,915.53,718.30,808.24,1038.79,1140.72,1079.85,369.65,1241.50,685.02,293.55,1107.88,993.38,1140.68,1051.31,748.19,220.31
2013,745.48,1770.84,490.54,302.43,1383.75,217.40,428.27,1238.90,1214.12,1197.81,1593.39,1619.44,1588.09,380.53,1135.85,1201.08,869.65,749.40,1487.43,1565.44,1301.16,1214.96,1221.53,989.65,796.26,1645.50,1105.06,435.93,615.02,196.76,1280.72,1272.41,316.04,1170.83,1442.36,639.11,1097.90,1015.55,440.10,1218.04,1204.42,1513.91,602.05,1696.22,691.27,325.96,1254.34,1222.97,770.53,1267.04,928.67,372.63
2014,720.92,1426.70,473.60,236.48,1144.01,523.14,459.53,1350.89,1165.34,1107.82,1557.54,1309.70,1920.17,529.27,1112.79,1117.23,995.17,691.50,1314.15,1295.53,1286.77,1147.26,1318.05,925.80,798.63,1381.16,1093.60,424.78,661.06,245.48,1290.13,1284.03,356.51,1113.08,1337.16,471.57,1030.20,750.90,715.24,1139.93,1361.10,1262.78,532.63,1384.40,572.62,334.63,1233.54,1163.35,1054.61,1202.92,919.18,382.60
2015,806.40,1686.32,488.49,386.60,1605.65,414.75,531.98,1139.21,1209.27,1201.55,1562.87,1452.29,1654.87,443.65,1211.66,1230.16,1033.97,884.90,1478.46,1805.58,1105.72,1212.50,1110.03,823.77,800.21,1663.94,1316.08,381.35,711.71,288.77,1126.17,1233.40,518.47,1065.28,1458.61,499.82,1094.64,1159.52,637.12,1144.74,1118.29,1410.56,619.44,1590.37,976.38,382.98,1116.81,1238.38,989.96,1267.30,879.87,390.91
