Variable:,pr
,"British Indian Ocean Territory","Administrative unit not available"
1901,2431.00,2431.00
1902,2431.00,2431.00
1903,2431.00,2431.00
1904,2431.00,2431.00
1905,2431.00,2431.00
1906,2431.00,2431.00
1907,2431.00,2431.00
1908,2431.00,2431.00
1909,2431.00,2431.00
1910,2431.00,2431.00
1911,2431.00,2431.00
1912,2431.00,2431.00
1913,2431.00,2431.00
1914,2431.00,2431.00
1915,2431.00,2431.00
1916,2431.00,2431.00
1917,2431.00,2431.00
1918,2431.00,2431.00
1919,2431.00,2431.00
1920,2431.00,2431.00
1921,2431.00,2431.00
1922,2431.00,2431.00
1923,2431.00,2431.00
1924,2431.00,2431.00
1925,2431.00,2431.00
1926,2431.00,2431.00
1927,2431.00,2431.00
1928,2431.00,2431.00
1929,2431.00,2431.00
1930,2431.00,2431.00
1931,2431.00,2431.00
1932,2431.00,2431.00
1933,2431.00,2431.00
1934,2431.00,2431.00
1935,2431.00,2431.00
1936,2431.00,2431.00
1937,2431.00,2431.00
1938,2431.00,2431.00
1939,2431.00,2431.00
1940,2431.00,2431.00
1941,2431.00,2431.00
1942,2431.00,2431.00
1943,2431.00,2431.00
1944,2431.00,2431.00
1945,2431.00,2431.00
1946,2431.00,2431.00
1947,2431.00,2431.00
1948,2431.00,2431.00
1949,2431.00,2431.00
1950,2431.00,2431.00
1951,2606.00,2606.00
1952,2558.80,2558.80
1953,2441.00,2441.00
1954,2328.80,2328.80
1955,2368.70,2368.70
1956,1739.90,1739.90
1957,2425.80,2425.80
1958,2397.60,2397.60
1959,2525.70,2525.70
1960,2686.80,2686.80
1961,1953.20,1953.20
1962,2652.80,2652.80
1963,3041.60,3041.60
1964,2417.80,2417.80
1965,2967.50,2967.50
1966,2565.00,2565.00
1967,2788.90,2788.90
1968,2370.80,2370.80
1969,2543.40,2543.40
1970,2642.10,2642.10
1971,2405.50,2405.50
1972,2348.30,2348.30
1973,1728.50,1728.50
1974,2379.50,2379.50
1975,2000.50,2000.50
1976,2436.90,2436.90
1977,2384.50,2384.50
1978,1886.00,1886.00
1979,1934.10,1934.10
1980,2431.00,2431.00
1981,2468.00,2468.00
1982,2587.30,2587.30
1983,2542.70,2542.70
1984,2446.40,2446.40
1985,2299.10,2299.10
1986,2513.90,2513.90
1987,2901.30,2901.30
1988,2431.00,2431.00
1989,2431.00,2431.00
1990,2431.00,2431.00
1991,2431.00,2431.00
1992,2431.00,2431.00
1993,2431.00,2431.00
1994,2431.00,2431.00
1995,2431.00,2431.00
1996,2431.00,2431.00
1997,2431.00,2431.00
1998,2431.00,2431.00
1999,2431.00,2431.00
2000,2431.00,2431.00
2001,2431.00,2431.00
2002,2431.00,2431.00
2003,2431.00,2431.00
2004,2431.00,2431.00
2005,2431.00,2431.00
2006,2431.00,2431.00
2007,2431.00,2431.00
2008,2431.00,2431.00
2009,2431.00,2431.00
2010,2431.00,2431.00
2011,2431.00,2431.00
2012,2431.00,2431.00
2013,2431.00,2431.00
2014,2431.00,2431.00
2015,2431.00,2431.00
2016,2431.00,2431.00
2017,2431.00,2431.00
2018,2431.00,2431.00
2019,2431.00,2431.00
2020,2431.00,2431.00
