Variable:,tas
,"British Indian Ocean Territory","Administrative unit not available"
1901,27.43,27.43
1902,27.43,27.43
1903,27.43,27.43
1904,27.43,27.43
1905,27.43,27.43
1906,27.43,27.43
1907,27.43,27.43
1908,27.43,27.43
1909,27.43,27.43
1910,27.43,27.43
1911,27.43,27.43
1912,27.43,27.43
1913,27.43,27.43
1914,27.43,27.43
1915,27.43,27.43
1916,27.43,27.43
1917,27.43,27.43
1918,27.43,27.43
1919,27.43,27.43
1920,27.43,27.43
1921,27.43,27.43
1922,27.43,27.43
1923,27.43,27.43
1924,27.43,27.43
1925,27.43,27.43
1926,27.43,27.43
1927,27.43,27.43
1928,27.43,27.43
1929,27.43,27.43
1930,27.43,27.43
1931,27.43,27.43
1932,27.43,27.43
1933,27.43,27.43
1934,27.43,27.43
1935,27.43,27.43
1936,27.43,27.43
1937,27.43,27.43
1938,27.43,27.43
1939,27.43,27.43
1940,27.43,27.43
1941,27.43,27.43
1942,27.43,27.43
1943,27.43,27.43
1944,27.43,27.43
1945,27.43,27.43
1946,27.43,27.43
1947,27.43,27.43
1948,27.43,27.43
1949,27.43,27.43
1950,27.43,27.43
1951,27.43,27.43
1952,27.43,27.43
1953,27.43,27.43
1954,27.42,27.42
1955,27.07,27.07
1956,26.99,26.99
1957,27.46,27.46
1958,27.63,27.63
1959,27.79,27.79
1960,27.30,27.30
1961,27.75,27.75
1962,27.73,27.73
1963,27.88,27.88
1964,27.07,27.07
1965,26.88,26.88
1966,27.30,27.30
1967,27.22,27.22
1968,26.93,26.93
1969,27.30,27.30
1970,27.24,27.24
1971,26.69,26.69
1972,27.57,27.57
1973,27.52,27.52
1974,26.95,26.95
1975,26.97,26.97
1976,27.65,27.65
1977,27.62,27.62
1978,27.54,27.54
1979,27.50,27.50
1980,27.65,27.65
1981,27.68,27.68
1982,27.73,27.73
1983,28.06,28.06
1984,27.43,27.43
1985,27.41,27.41
1986,27.27,27.27
1987,27.89,27.89
1988,27.78,27.78
1989,27.26,27.26
1990,27.64,27.64
1991,28.18,28.18
1992,27.97,27.97
1993,27.78,27.78
1994,27.83,27.83
1995,28.04,28.04
1996,27.43,27.43
1997,28.10,28.10
1998,28.21,28.21
1999,28.04,28.04
2000,27.43,27.43
2001,27.73,27.73
2002,27.83,27.83
2003,27.43,27.43
2004,27.43,27.43
2005,27.43,27.43
2006,27.43,27.43
2007,27.43,27.43
2008,27.43,27.43
2009,27.43,27.43
2010,27.43,27.43
2011,27.43,27.43
2012,27.43,27.43
2013,27.43,27.43
2014,27.43,27.43
2015,27.43,27.43
2016,27.43,27.43
2017,27.43,27.43
2018,27.43,27.43
2019,27.43,27.43
2020,27.43,27.43
