Variable:,tas
,"French Polynesia","Administrative unit not available"
1901,21.54,23.93
1902,21.74,24.04
1903,22.59,24.54
1904,20.87,23.53
1905,21.50,23.90
1906,21.51,23.91
1907,21.48,23.88
1908,21.45,23.87
1909,21.45,23.87
1910,21.45,23.87
1911,21.45,23.87
1912,21.45,23.87
1913,21.45,23.87
1914,21.45,23.86
1915,21.45,23.87
1916,21.45,23.87
1917,21.45,23.87
1918,21.45,23.86
1919,21.45,23.87
1920,21.45,23.87
1921,21.45,23.87
1922,21.45,23.87
1923,21.45,23.87
1924,21.45,23.87
1925,21.45,23.87
1926,21.45,23.87
1927,21.45,23.88
1928,21.45,23.87
1929,21.45,23.87
1930,21.45,23.87
1931,21.45,23.87
1932,21.45,23.87
1933,21.45,23.87
1934,21.45,23.87
1935,21.63,23.97
1936,21.39,23.84
1937,21.97,24.17
1938,21.92,24.14
1939,21.91,24.14
1940,22.50,24.48
1941,22.28,24.35
1942,22.23,24.33
1943,22.03,24.21
1944,21.80,24.07
1945,22.30,24.36
1946,22.02,24.20
1947,22.43,24.43
1948,21.56,23.92
1949,21.31,23.79
1950,20.87,23.54
1951,21.41,23.84
1952,21.65,24.01
1953,21.38,23.85
1954,21.34,23.80
1955,20.99,23.55
1956,20.87,23.49
1957,21.31,23.77
1958,21.52,23.88
1959,21.69,23.97
1960,21.37,23.74
1961,21.20,23.46
1962,21.09,23.49
1963,21.19,23.63
1964,21.01,23.36
1965,21.16,23.67
1966,21.31,23.81
1967,21.14,23.48
1968,20.95,23.37
1969,21.65,24.11
1970,21.62,23.91
1971,21.01,23.32
1972,21.41,23.92
1973,21.74,24.07
1974,21.04,23.34
1975,21.12,23.45
1976,21.14,23.60
1977,21.49,24.07
1978,21.48,23.87
1979,21.38,23.94
1980,21.76,24.10
1981,21.62,24.02
1982,21.54,24.14
1983,21.61,24.18
1984,21.69,24.13
1985,21.68,24.08
1986,21.80,24.23
1987,21.79,24.30
1988,21.81,24.13
1989,21.49,23.76
1990,21.69,24.07
1991,21.84,24.21
1992,21.87,24.15
1993,21.78,24.14
1994,21.95,24.27
1995,21.96,24.30
1996,21.74,24.02
1997,21.61,24.06
1998,21.95,24.26
1999,21.96,24.09
2000,21.89,24.03
2001,21.79,24.13
2002,22.14,24.44
2003,21.98,24.38
2004,21.89,24.23
2005,22.03,24.31
2006,22.14,24.38
2007,21.99,24.28
2008,21.78,24.02
2009,22.18,24.45
2010,22.12,24.37
2011,21.78,23.92
2012,21.97,24.28
2013,21.69,24.09
2014,21.87,24.19
2015,21.94,24.32
2016,22.29,24.65
2017,22.22,24.47
2018,21.94,24.21
2019,22.14,24.49
2020,22.21,24.50
