Variable:,tas
,Guam,"Administrative unit not available"
1901,27.41,27.41
1902,27.41,27.41
1903,27.41,27.41
1904,27.41,27.41
1905,27.41,27.41
1906,27.41,27.41
1907,27.41,27.41
1908,27.41,27.41
1909,27.41,27.41
1910,27.41,27.41
1911,27.41,27.41
1912,27.41,27.41
1913,27.41,27.41
1914,27.41,27.41
1915,27.41,27.41
1916,27.41,27.41
1917,27.41,27.41
1918,27.41,27.41
1919,27.41,27.41
1920,27.41,27.41
1921,27.15,27.15
1922,27.06,27.06
1923,27.02,27.02
1924,27.07,27.07
1925,27.22,27.22
1926,27.59,27.59
1927,27.58,27.58
1928,27.53,27.53
1929,27.12,27.12
1930,27.45,27.45
1931,27.49,27.49
1932,27.42,27.42
1933,27.37,27.37
1934,27.40,27.40
1935,27.38,27.38
1936,27.56,27.56
1937,27.52,27.52
1938,27.55,27.55
1939,27.54,27.54
1940,27.48,27.48
1941,27.34,27.34
1942,27.32,27.32
1943,27.29,27.29
1944,27.41,27.41
1945,26.86,26.86
1946,27.50,27.50
1947,27.36,27.36
1948,26.98,26.98
1949,27.04,27.03
1950,26.91,26.90
1951,27.24,27.24
1952,27.08,27.08
1953,27.16,27.16
1954,27.19,27.19
1955,27.01,27.01
1956,26.97,26.97
1957,27.36,27.35
1958,27.31,27.30
1959,27.36,27.35
1960,27.38,27.38
1961,27.18,27.18
1962,27.35,27.35
1963,27.21,27.21
1964,27.33,27.33
1965,27.07,27.07
1966,27.46,27.46
1967,26.97,26.97
1968,27.11,27.11
1969,27.55,27.55
1970,27.64,27.64
1971,27.55,27.55
1972,27.16,27.16
1973,27.33,27.33
1974,27.33,27.33
1975,27.07,27.07
1976,27.14,27.14
1977,27.43,27.43
1978,27.36,27.36
1979,27.41,27.41
1980,27.47,27.47
1981,27.65,27.65
1982,27.30,27.30
1983,27.53,27.53
1984,27.74,27.74
1985,27.57,27.57
1986,27.57,27.57
1987,27.70,27.70
1988,27.90,27.90
1989,27.62,27.62
1990,27.56,27.56
1991,27.55,27.55
1992,27.55,27.55
1993,27.54,27.54
1994,27.53,27.53
1995,27.38,27.38
1996,27.41,27.41
1997,27.37,27.37
1998,27.42,27.42
1999,27.46,27.46
2000,27.62,27.62
2001,27.66,27.66
2002,27.61,27.61
2003,27.61,27.60
2004,27.65,27.65
2005,27.64,27.63
2006,27.63,27.63
2007,27.77,27.77
2008,27.78,27.78
2009,27.74,27.74
2010,27.80,27.80
2011,27.80,27.80
2012,27.92,27.92
2013,28.26,28.26
2014,28.05,28.05
2015,27.83,27.83
2016,28.41,28.41
2017,28.16,28.16
2018,28.41,28.41
2019,28.00,28.00
2020,27.96,27.96
