"","Date","tmax","tmin","prcp"
"1",1866-01-01,38,34,0
"2",1866-01-02,36,34,0.5
"3",1866-01-03,35,32,0
"4",1866-01-04,34,NA,0
"5",1866-01-05,NA,11,0
"6",1866-01-06,26,18,0
"7",1866-01-07,20,10,0
"8",1866-01-08,NA,12,0
"9",1866-01-09,22,6,0
"10",1866-01-10,34,20,0
"11",1866-01-11,38,33,0
"12",1866-01-12,40,32,0.03
"13",1866-01-13,48,37,0
"14",1866-01-14,36,25,0
"15",1866-01-15,NA,8,NA
"16",1866-01-16,34,30,0
"17",1866-01-17,33,25,0
"18",1866-01-18,41,34,0
"19",1866-01-19,44,30,0
"20",1866-01-20,49,NA,0.2
"21",1866-01-21,NA,17,0
"22",1866-01-22,30,20,0
"23",1866-01-23,30,23,NA
"24",1866-01-24,NA,27,NA
"25",1866-01-25,36,NA,0.62
"26",1866-01-26,34,NA,0
"27",1866-01-27,NA,29,0
"28",1866-01-28,30,20,0
"29",1866-01-29,34,30,0
"30",1866-01-30,39,32,0
"31",1866-01-31,36,31,0
"32",1866-02-01,40,31,0
"33",1866-02-02,33,24,0
"34",1866-02-03,26,23,0
"35",1866-02-04,23,13,0
"36",1866-02-05,20,12,0
"37",1866-02-06,30,19,0
"38",1866-02-07,NA,14,0
"39",1866-02-08,37,NA,0
"40",1866-02-09,36,33,1.03
"41",1866-02-10,39,32,0
"42",1866-02-11,53,32,0
"43",1866-02-12,49,NA,2
"44",1866-02-13,NA,35,0
"45",1866-02-14,44,NA,0.35
"46",1866-02-15,NA,17,0
"47",1866-02-16,19,8,0
"48",1866-02-17,32,16,0
"49",1866-02-18,38,26,0
"50",1866-02-19,44,NA,2.15
"51",1866-02-20,42,36,0
"52",1866-02-21,43,32,0
"53",1866-02-22,51,33,0
"54",1866-02-23,55,35,0
"55",1866-02-24,58,NA,0.72
"56",1866-02-25,NA,32,0
"57",1866-02-26,NA,22,0
"58",1866-02-27,42,30,0
"59",1866-02-28,41,32,0
"60",1866-03-01,45,35,0
"61",1866-03-02,53,40,0
"62",1866-03-03,47,43,0
"63",1866-03-04,49,NA,0
"64",1866-03-05,NA,29,0
"65",1866-03-06,40,29,0
"66",1866-03-07,40,NA,0
"67",1866-03-08,NA,26,0
"68",1866-03-09,34,28,0
"69",1866-03-10,35,26,0
"70",1866-03-11,44,30,0
"71",1866-03-12,54,42,0
"72",1866-03-13,65,46,0
"73",1866-03-14,52,46,0
"74",1866-03-15,66,46,0
"75",1866-03-16,58,NA,1.1
"76",1866-03-17,NA,30,0
"77",1866-03-18,34,21,0
"78",1866-03-19,34,33,0
"79",1866-03-20,40,34,0
"80",1866-03-21,48,34,0.32
"81",1866-03-22,46,34,0
"82",1866-03-23,50,32,0.17
"83",1866-03-24,46,NA,0
"84",1866-03-25,NA,28,NA
"85",1866-03-26,34,18,0
"86",1866-03-27,42,27,0
"87",1866-03-28,46,32,0
"88",1866-03-29,48,46,0.32
"89",1866-03-30,46,34,0
"90",1866-03-31,49,36,0.25
"91",1866-04-01,53,44,0
"92",1866-04-02,51,42,0.35
"93",1866-04-03,57,44,0
"94",1866-04-04,64,48,0
"95",1866-04-05,73,53,0
"96",1866-04-06,78,NA,0
"97",1866-04-07,NA,NA,0
"98",1866-04-08,NA,36,1.25
"99",1866-04-09,48,35,0
"100",1866-04-10,54,34,0
"101",1866-04-11,54,44,0
"102",1866-04-12,62,46,0
"103",1866-04-13,67,53,0
"104",1866-04-14,59,51,0
"105",1866-04-15,66,NA,0
"106",1866-04-16,NA,50,0.85
"107",1866-04-17,54,48,0
"108",1866-04-18,56,47,0
"109",1866-04-19,68,54,0
"110",1866-04-20,77,62,0
"111",1866-04-21,75,68,0.39
"112",1866-04-22,75,69,0
"113",1866-04-23,68,NA,0
"114",1866-04-24,NA,42,1.15
"115",1866-04-25,56,48,0
"116",1866-04-26,49,46,0
"117",1866-04-27,60,46,0
"118",1866-04-28,67,51,0.03
"119",1866-04-29,65,47,0
"120",1866-04-30,60,50,0
"121",1866-05-01,54,51,1.25
"122",1866-05-02,55,46,0
"123",1866-05-03,53,50,0
"124",1866-05-04,60,48,0
"125",1866-05-05,64,52,0
"126",1866-05-06,66,50,0
"127",1866-05-07,66,59,0
"128",1866-05-08,67,57,0
"129",1866-05-09,70,60,0
"130",1866-05-10,70,58,0
"131",1866-05-11,72,60,0
"132",1866-05-12,75,61,0
"133",1866-05-13,81,NA,0.55
"134",1866-05-14,NA,56,0
"135",1866-05-15,67,50,0
"136",1866-05-16,73,NA,0
"137",1866-05-17,NA,54,0
"138",1866-05-18,NA,53,1.25
"139",1866-05-19,68,NA,0
"140",1866-05-20,73,66,0
"141",1866-05-21,72,NA,0
"142",1866-05-22,NA,58,0
"143",1866-05-23,60,50,0
"144",1866-05-24,63,53,0
"145",1866-05-25,70,58,0
"146",1866-05-26,73,60,0
"147",1866-05-27,74,66,1.25
"148",1866-05-28,70,NA,0
"149",1866-05-29,NA,58,0.38
"150",1866-05-30,66,58,0
