"","Date","tmax","tmin","prcp"
"1",1888-01-01,46,25,NA
"2",1888-01-02,27,19,NA
"3",1888-01-03,26,20,NA
"4",1888-01-04,41,19,NA
"5",1888-01-05,40,30,NA
"6",1888-01-06,52,32,NA
"7",1888-01-07,54,33,NA
"8",1888-01-08,35,26,NA
"9",1888-01-09,30,24,NA
"10",1888-01-10,29,18,NA
"11",1888-01-11,20,8,NA
"12",1888-01-12,30,6,NA
"13",1888-01-13,44,21,NA
"14",1888-01-14,38,12,NA
"15",1888-01-15,39,12,NA
"16",1888-01-16,18,5,NA
"17",1888-01-17,30,11,NA
"18",1888-01-18,25,11,NA
"19",1888-01-19,18,6,NA
"20",1888-01-20,18,10,NA
"21",1888-01-21,12,-1,NA
"22",1888-01-22,18,-1,NA
"23",1888-01-23,27,6,NA
"24",1888-01-24,24,4,NA
"25",1888-01-25,34,13,NA
"26",1888-01-26,28,12,NA
"27",1888-01-27,16,3,NA
"28",1888-01-28,13,-2,NA
"29",1888-01-29,22,2,NA
"30",1888-01-30,34,20,NA
"31",1888-01-31,34,28,NA
"32",1888-02-01,31,27,NA
"33",1888-02-02,35,27,NA
"34",1888-02-03,37,20,NA
"35",1888-02-04,40,30,NA
"36",1888-02-05,38,23,NA
"37",1888-02-06,31,17,NA
"38",1888-02-07,36,26,NA
"39",1888-02-08,37,12,NA
"40",1888-02-09,15,-1,NA
"41",1888-02-10,26,-2,NA
"42",1888-02-11,26,18,NA
"43",1888-02-12,37,12,NA
"44",1888-02-13,45,23,NA
"45",1888-02-14,47,14,NA
"46",1888-02-15,17,1,NA
"47",1888-02-16,36,1,NA
"48",1888-02-17,43,29,NA
"49",1888-02-18,46,33,NA
"50",1888-02-19,50,32,NA
"51",1888-02-20,51,37,NA
"52",1888-02-21,41,26,NA
"53",1888-02-22,42,24,NA
"54",1888-02-23,50,29,NA
"55",1888-02-24,50,28,NA
"56",1888-02-25,47,33,NA
"57",1888-02-26,34,NA,NA
"58",1888-02-27,18,7,NA
"59",1888-02-28,25,5,NA
"60",1888-02-29,40,24,NA
"61",1888-03-01,43,35,NA
"62",1888-03-02,54,37,NA
"63",1888-03-03,38,20,NA
"64",1888-03-04,22,12,NA
"65",1888-03-05,19,12,NA
"66",1888-03-06,28,11,NA
"67",1888-03-07,32,20,NA
"68",1888-03-08,36,23,NA
"69",1888-03-09,45,21,NA
"70",1888-03-10,51,36,NA
"71",1888-03-11,43,25,NA
"72",1888-03-12,28,11,NA
"73",1888-03-13,18,7,NA
"74",1888-03-14,23,12,NA
"75",1888-03-15,44,16,NA
"76",1888-03-16,44,33,NA
"77",1888-03-17,34,22,NA
"78",1888-03-18,42,15,NA
"79",1888-03-19,65,34,NA
"80",1888-03-20,66,39,NA
"81",1888-03-21,40,29,NA
"82",1888-03-22,29,10,NA
"83",1888-03-23,25,8,NA
"84",1888-03-24,23,9,NA
"85",1888-03-25,34,12,NA
"86",1888-03-26,61,34,NA
"87",1888-03-27,52,34,NA
"88",1888-03-28,36,31,NA
"89",1888-03-29,46,29,NA
"90",1888-03-30,59,34,NA
"91",1888-03-31,52,34,NA
"92",1888-04-01,70,32,NA
"93",1888-04-02,64,34,NA
"94",1888-04-03,48,28,NA
"95",1888-04-04,58,29,NA
"96",1888-04-05,72,45,NA
"97",1888-04-06,60,40,NA
"98",1888-04-07,47,30,NA
"99",1888-04-08,45,23,NA
"100",1888-04-09,63,30,NA
"101",1888-04-10,61,43,NA
"102",1888-04-11,58,39,NA
"103",1888-04-12,51,30,NA
"104",1888-04-13,50,26,NA
"105",1888-04-14,48,35,NA
"106",1888-04-15,46,28,NA
"107",1888-04-16,46,34,NA
"108",1888-04-17,57,28,NA
"109",1888-04-18,54,40,NA
"110",1888-04-19,49,35,NA
"111",1888-04-20,39,31,NA
"112",1888-04-21,45,32,NA
"113",1888-04-22,51,35,NA
"114",1888-04-23,46,32,NA
"115",1888-04-24,42,30,NA
"116",1888-04-25,58,25,NA
"117",1888-04-26,73,40,NA
"118",1888-04-27,78,50,NA
"119",1888-04-28,81,55,NA
"120",1888-04-29,84,56,NA
"121",1888-04-30,78,45,NA
"122",1888-05-01,46,36,NA
"123",1888-05-02,55,34,NA
"124",1888-05-03,71,40,NA
"125",1888-05-04,76,54,NA
"126",1888-05-05,65,47,NA
"127",1888-05-06,72,45,NA
"128",1888-05-07,71,45,NA
"129",1888-05-08,72,54,NA
"130",1888-05-09,76,58,NA
"131",1888-05-10,75,56,NA
"132",1888-05-11,80,68,NA
"133",1888-05-12,70,47,NA
"134",1888-05-13,57,38,NA
"135",1888-05-14,48,35,NA
"136",1888-05-15,56,37,NA
"137",1888-05-16,52,41,NA
"138",1888-05-17,61,34,NA
"139",1888-05-18,60,45,NA
"140",1888-05-19,58,43,NA
"141",1888-05-20,64,33,NA
"142",1888-05-21,73,41,NA
"143",1888-05-22,76,49,NA
"144",1888-05-23,77,53,NA
"145",1888-05-24,75,55,NA
"146",1888-05-25,69,56,NA
"147",1888-05-26,75,58,NA
"148",1888-05-27,76,56,NA
"149",1888-05-28,79,60,NA
"150",1888-05-29,72,56,NA
"151",1888-05-30,75,56,NA
"152",1888-05-31,74,53,NA
"153",1888-06-01,67,44,NA
"154",1888-06-02,60,48,NA
"155",1888-06-03,63,40,NA
"156",1888-06-04,72,41,NA
"157",1888-06-05,80,48,NA
"158",1888-06-06,84,62,NA
"159",1888-06-07,62,49,NA
"160",1888-06-08,80,45,NA
"161",1888-06-09,86,58,NA
"162",1888-06-10,80,65,NA
"163",1888-06-11,65,50,NA
"164",1888-06-12,74,43,NA
"165",1888-06-13,80,53,NA
"166",1888-06-14,82,63,NA
"167",1888-06-15,86,66,NA
"168",1888-06-16,85,68,NA
"169",1888-06-17,88,62,NA
"170",1888-06-18,90,66,NA
"171",1888-06-19,90,66,NA
"172",1888-06-20,93,62,NA
"173",1888-06-21,92,70,NA
"174",1888-06-22,92,72,NA
"175",1888-06-23,86,71,NA
"176",1888-06-24,80,68,NA
"177",1888-06-25,83,62,NA
"178",1888-06-26,75,61,NA
"179",1888-06-27,78,57,NA
"180",1888-06-28,75,58,NA
"181",1888-06-29,65,56,NA
"182",1888-06-30,79,57,NA
"183",1888-07-01,73,59,NA
"184",1888-07-02,80,53,NA
"185",1888-07-03,86,58,NA
"186",1888-07-04,90,65,NA
"187",1888-07-05,82,68,NA
"188",1888-07-06,85,60,NA
"189",1888-07-07,81,67,NA
"190",1888-07-08,82,58,NA
"191",1888-07-09,70,63,NA
"192",1888-07-10,76,58,NA
"193",1888-07-11,85,61,NA
"194",1888-07-12,76,53,NA
"195",1888-07-13,66,47,NA
"196",1888-07-14,73,50,NA
"197",1888-07-15,78,53,NA
"198",1888-07-16,82,52,NA
"199",1888-07-17,84,61,NA
"200",1888-07-18,80,67,NA
"201",1888-07-19,79,65,NA
"202",1888-07-20,79,59,NA
"203",1888-07-21,80,54,NA
"204",1888-07-22,82,54,NA
"205",1888-07-23,83,62,NA
"206",1888-07-24,76,62,NA
"207",1888-07-25,81,56,NA
"208",1888-07-26,79,61,NA
"209",1888-07-27,79,63,NA
"210",1888-07-28,81,57,NA
"211",1888-07-29,85,61,NA
"212",1888-07-30,85,61,NA
"213",1888-07-31,89,62,NA
"214",1888-08-01,79,62,NA
"215",1888-08-02,80,54,NA
"216",1888-08-03,89,66,NA
"217",1888-08-04,88,71,NA
"218",1888-08-05,79,68,NA
"219",1888-08-06,85,63,NA
"220",1888-08-07,85,62,NA
"221",1888-08-08,83,66,NA
"222",1888-08-09,73,58,NA
"223",1888-08-10,76,54,NA
"224",1888-08-11,80,59,NA
