"","Date","tmax","tmin","prcp"
"1",1886-01-01,47,34,0
"2",1886-01-02,48,29,0
"3",1886-01-03,43,32,0
"4",1886-01-04,48,34,0
"5",1886-01-05,53,NA,1.2
"6",1886-01-06,NA,NA,0
"7",1886-01-07,NA,12,0
"8",1886-01-08,21,2,0
"9",1886-01-09,19,1,0.6
"10",1886-01-10,14,0,0
"11",1886-01-11,14,-6,0
"12",1886-01-12,-4,-18,0
"13",1886-01-13,10,-23,0
"14",1886-01-14,14,-12,0
"15",1886-01-15,33,-7,0
"16",1886-01-16,32,0,0
"17",1886-01-17,42,23,0.01
"18",1886-01-18,26,18,0
"19",1886-01-19,33,16,1
"20",1886-01-20,31,20,0
"21",1886-01-21,36,14,0.4
"22",1886-01-22,39,26,0
"23",1886-01-23,36,NA,0
"24",1886-01-24,NA,-6,0.01
"25",1886-01-25,29,0,0.05
"26",1886-01-26,47,10,0.2
"27",1886-01-27,34,20,0
"28",1886-01-28,38,26,1.15
"29",1886-01-29,38,30,1
"30",1886-01-30,40,30,0.1
"31",1886-01-31,32,20,0.1
"32",1886-02-01,NA,NA,NA
"33",1886-02-02,NA,NA,NA
"34",1886-02-03,NA,NA,NA
"35",1886-02-04,NA,NA,NA
"36",1886-02-05,NA,NA,NA
"37",1886-02-06,NA,NA,NA
"38",1886-02-07,NA,NA,NA
"39",1886-02-08,NA,NA,NA
"40",1886-02-09,NA,NA,NA
"41",1886-02-10,NA,NA,NA
"42",1886-02-11,NA,NA,NA
"43",1886-02-12,NA,NA,NA
"44",1886-02-13,NA,NA,NA
"45",1886-02-14,NA,NA,NA
"46",1886-02-15,NA,NA,NA
"47",1886-02-16,NA,NA,NA
"48",1886-02-17,NA,NA,NA
"49",1886-02-18,NA,NA,NA
"50",1886-02-19,NA,NA,NA
"51",1886-02-20,NA,NA,NA
"52",1886-02-21,NA,NA,NA
"53",1886-02-22,NA,NA,NA
"54",1886-02-23,NA,NA,NA
"55",1886-02-24,NA,NA,NA
"56",1886-02-25,NA,NA,NA
"57",1886-02-26,NA,NA,NA
"58",1886-02-27,NA,NA,NA
"59",1886-02-28,NA,NA,NA
"60",1886-03-01,6,-6,0
"61",1886-03-02,18,-8,0
"62",1886-03-03,31,8,0
"63",1886-03-04,38,16,0
"64",1886-03-05,38,22,0
"65",1886-03-06,35,24,0
"66",1886-03-07,31,15,0
"67",1886-03-08,39,15,0
"68",1886-03-09,31,24,0.2
"69",1886-03-10,35,12,0
"70",1886-03-11,43,15,0
"71",1886-03-12,45,28,0.05
"72",1886-03-13,47,29,0.2
"73",1886-03-14,41,21,0.1
"74",1886-03-15,42,24,0
"75",1886-03-16,43,26,0.05
"76",1886-03-17,44,24,0
"77",1886-03-18,48,24,0
"78",1886-03-19,43,19,0
"79",1886-03-20,38,29,0
"80",1886-03-21,39,31,1.55
"81",1886-03-22,45,28,0.05
