"","Date","tmax","tmin","prcp"
"1",1890-01-01,52,41,0.23
"2",1890-01-02,50,24,0
"3",1890-01-03,43,20,0
"4",1890-01-04,52,36,0.02
"5",1890-01-05,62,39,0.62
"6",1890-01-06,50,20,0.42
"7",1890-01-07,32,19,0.41
"8",1890-01-08,42,23,0
"9",1890-01-09,49,28,0
"10",1890-01-10,60,43,0.04
"11",1890-01-11,65,48,0.06
"12",1890-01-12,65,26,1.85
"13",1890-01-13,27,11,0.01
"14",1890-01-14,32,18,0
"15",1890-01-15,37,14,0
"16",1890-01-16,26,0,0
"17",1890-01-17,40,18,0
"18",1890-01-18,52,24,0
"19",1890-01-19,60,26,0
"20",1890-01-20,41,5,0
"21",1890-01-21,28,5,0
"22",1890-01-22,24,5,0.36
"23",1890-01-23,37,18,0
"24",1890-01-24,40,4,0
"25",1890-01-25,54,35,0
"26",1890-01-26,70,42,0
"27",1890-01-27,50,31,0
"28",1890-01-28,53,29,0
"29",1890-01-29,60,39,0
"30",1890-01-30,68,36,0
"31",1890-01-31,64,36,0
"32",1890-02-01,48,32,0
"33",1890-02-02,55,36,0
"34",1890-02-03,70,50,0
"35",1890-02-04,75,56,0
"36",1890-02-05,67,31,0.15
"37",1890-02-06,47,27,0
"38",1890-02-07,38,30,0.43
"39",1890-02-08,36,15,0
"40",1890-02-09,48,23,0
"41",1890-02-10,57,29,0
"42",1890-02-11,48,35,0
"43",1890-02-12,48,21,0
"44",1890-02-13,46,28,0.23
"45",1890-02-14,50,34,0.13
"46",1890-02-15,56,24,0
"47",1890-02-16,68,25,0
"48",1890-02-17,67,44,0
"49",1890-02-18,55,27,0
"50",1890-02-19,41,29,0.48
"51",1890-02-20,30,12,0
"52",1890-02-21,26,9,0.05
"53",1890-02-22,35,20,0.06
"54",1890-02-23,49,32,0.03
"55",1890-02-24,60,41,0
"56",1890-02-25,52,22,0.38
"57",1890-02-26,29,17,0.01
"58",1890-02-27,32,8,0.38
"59",1890-02-28,13,-1,0.01
"60",1890-03-01,20,-6,0
"61",1890-03-02,30,-5,0
"62",1890-03-03,45,9,0
"63",1890-03-04,41,19,0
"64",1890-03-05,31,13,0.17
"65",1890-03-06,26,-1,0
"66",1890-03-07,32,13,0.14
"67",1890-03-08,37,12,0
"68",1890-03-09,42,24,0.23
"69",1890-03-10,58,34,0.06
"70",1890-03-11,54,38,0.4
"71",1890-03-12,53,37,0
"72",1890-03-13,55,29,0
"73",1890-03-14,46,25,0
"74",1890-03-15,27,6,0
"75",1890-03-16,46,14,0
"76",1890-03-17,64,18,0
"77",1890-03-18,54,37,0
"78",1890-03-19,54,33,0
"79",1890-03-20,69,41,0.04
"80",1890-03-21,69,39,0
"81",1890-03-22,58,38,0
"82",1890-03-23,57,28,0
"83",1890-03-24,70,50,0
"84",1890-03-25,67,37,0
"85",1890-03-26,55,30,0
"86",1890-03-27,64,40,1.25
"87",1890-03-28,46,30,0.25
"88",1890-03-29,61,30,0
"89",1890-03-30,49,28,0.24
"90",1890-03-31,42,28,0.02
"91",1890-04-01,49,29,0
"92",1890-04-02,49,38,0.2
"93",1890-04-03,60,44,0.07
"94",1890-04-04,55,44,0
"95",1890-04-05,63,37,0
"96",1890-04-06,81,43,0.26
"97",1890-04-07,81,54,0
"98",1890-04-08,85,62,0
"99",1890-04-09,74,41,0
"100",1890-04-10,67,34,0
"101",1890-04-11,84,51,0
"102",1890-04-12,75,62,0
"103",1890-04-13,81,59,0
"104",1890-04-14,71,43,0
"105",1890-04-15,53,39,0
"106",1890-04-16,51,40,0
"107",1890-04-17,59,44,0.3
"108",1890-04-18,71,37,0
"109",1890-04-19,73,42,0
"110",1890-04-20,66,42,0
"111",1890-04-21,75,47,0
"112",1890-04-22,70,54,0.19
"113",1890-04-23,78,54,0.01
"114",1890-04-24,71,55,0
"115",1890-04-25,61,41,0.26
"116",1890-04-26,48,43,0.84
"117",1890-04-27,70,37,0.04
"118",1890-04-28,74,44,0
"119",1890-04-29,72,49,0
"120",1890-04-30,88,48,0
"121",1890-05-01,80,50,0.4
"122",1890-05-02,80,44,0
"123",1890-05-03,83,52,0
"124",1890-05-04,83,54,0.08
"125",1890-05-05,63,40,0
"126",1890-05-06,58,33,0.2
"127",1890-05-07,63,35,0.07
"128",1890-05-08,68,41,0
"129",1890-05-09,76,53,0.11
"130",1890-05-10,71,55,0
"131",1890-05-11,67,45,0
"132",1890-05-12,88,56,0.18
"133",1890-05-13,69,52,0.07
"134",1890-05-14,70,36,0
"135",1890-05-15,66,42,0.2
"136",1890-05-16,69,33,0
"137",1890-05-17,78,44,0
"138",1890-05-18,81,58,0.82
"139",1890-05-19,76,54,0
"140",1890-05-20,72,43,0.19
"141",1890-05-21,83,56,0
"142",1890-05-22,88,60,0
"143",1890-05-23,82,63,1.07
"144",1890-05-24,76,63,0.52
"145",1890-05-25,80,48,0
"146",1890-05-26,75,51,0
"147",1890-05-27,79,46,0
"148",1890-05-28,83,59,0
"149",1890-05-29,88,63,0
"150",1890-05-30,90,63,0
"151",1890-05-31,88,62,0
"152",1890-06-01,89,62,0
"153",1890-06-02,90,65,0
"154",1890-06-03,89,68,0
"155",1890-06-04,88,72,0
"156",1890-06-05,84,58,0
"157",1890-06-06,77,55,0
"158",1890-06-07,77,48,0
"159",1890-06-08,78,55,0
"160",1890-06-09,70,56,0.55
"161",1890-06-10,83,56,0.26
"162",1890-06-11,83,64,1.03
"163",1890-06-12,90,68,0
"164",1890-06-13,89,66,0
"165",1890-06-14,89,69,0
"166",1890-06-15,85,62,0.13
"167",1890-06-16,90,65,0
"168",1890-06-17,89,66,0.08
"169",1890-06-18,90,64,0
"170",1890-06-19,89,63,0
"171",1890-06-20,92,70,0
"172",1890-06-21,94,69,0
"173",1890-06-22,99,73,0
"174",1890-06-23,93,64,1.35
"175",1890-06-24,97,70,0
"176",1890-06-25,98,69,0
"177",1890-06-26,99,74,0
"178",1890-06-27,100,71,0
"179",1890-06-28,98,67,0
"180",1890-06-29,97,70,0
"181",1890-06-30,99,67,0
"182",1890-07-01,93,66,0
"183",1890-07-02,91,63,0
"184",1890-07-03,96,61,0
"185",1890-07-04,86,59,0
"186",1890-07-05,90,54,0
"187",1890-07-06,99,61,0
"188",1890-07-07,104,71,0
"189",1890-07-08,96,70,0.38
"190",1890-07-09,95,67,0.04
"191",1890-07-10,92,60,0
"192",1890-07-11,102,66,0
"193",1890-07-12,99,72,0
"194",1890-07-13,104,74,0
"195",1890-07-14,104,72,0
"196",1890-07-15,90,72,0.05
"197",1890-07-16,94,70,2.04
"198",1890-07-17,99,74,0
"199",1890-07-18,87,68,0.47
"200",1890-07-19,80,68,0.29
"201",1890-07-20,72,63,1.7
"202",1890-07-21,84,64,0
"203",1890-07-22,88,66,0
"204",1890-07-23,92,64,0
"205",1890-07-24,87,58,0
"206",1890-07-25,86,54,0
"207",1890-07-26,91,57,0
"208",1890-07-27,93,59,0
"209",1890-07-28,93,63,0
"210",1890-07-29,94,62,0
"211",1890-07-30,95,70,0
"212",1890-07-31,100,72,0
"213",1890-08-01,98,70,0.04
"214",1890-08-02,97,68,0
"215",1890-08-03,99,71,0
"216",1890-08-04,89,69,0.08
"217",1890-08-05,91,56,0
"218",1890-08-06,93,62,0
"219",1890-08-07,98,67,0
"220",1890-08-08,98,69,0
"221",1890-08-09,98,68,0.47
"222",1890-08-10,86,57,0
"223",1890-08-11,84,50,0
"224",1890-08-12,80,53,0
"225",1890-08-13,78,58,1
"226",1890-08-14,88,50,0
"227",1890-08-15,89,57,0
"228",1890-08-16,83,52,0
"229",1890-08-17,79,52,0.32
"230",1890-08-18,85,47,0
"231",1890-08-19,73,52,0.16
"232",1890-08-20,82,56,0
"233",1890-08-21,80,60,1.97
"234",1890-08-22,79,55,0
"235",1890-08-23,79,52,0
"236",1890-08-24,78,59,0.18
"237",1890-08-25,86,60,0
"238",1890-08-26,81,62,1.25
"239",1890-08-27,87,53,0
"240",1890-08-28,78,55,0
"241",1890-08-29,85,59,0
"242",1890-08-30,85,54,0
"243",1890-08-31,85,57,0
"244",1890-09-01,85,57,0
"245",1890-09-02,80,60,0.57
"246",1890-09-03,87,63,0
"247",1890-09-04,88,61,0
"248",1890-09-05,89,61,0
"249",1890-09-06,90,68,0
"250",1890-09-07,85,58,0
"251",1890-09-08,74,52,1.03
"252",1890-09-09,71,59,0
"253",1890-09-10,68,54,0
"254",1890-09-11,83,51,0
"255",1890-09-12,76,57,0.03
"256",1890-09-13,66,34,0
"257",1890-09-14,67,40,0
"258",1890-09-15,83,54,0
"259",1890-09-16,75,45,0
"260",1890-09-17,81,46,0
"261",1890-09-18,88,59,0
"262",1890-09-19,77,52,1.55
"263",1890-09-20,75,42,0
"264",1890-09-21,77,49,0
"265",1890-09-22,74,52,0
"266",1890-09-23,72,48,0
"267",1890-09-24,62,54,0.16
"268",1890-09-25,60,53,0.28
"269",1890-09-26,68,53,0.35
"270",1890-09-27,67,50,0
"271",1890-09-28,63,36,0
"272",1890-09-29,67,38,0
"273",1890-09-30,62,46,0
"274",1890-10-01,69,46,0.04
"275",1890-10-02,74,44,0
"276",1890-10-03,76,54,0.14
"277",1890-10-04,71,61,0.09
"278",1890-10-05,65,48,0
"279",1890-10-06,64,52,0.35
"280",1890-10-07,72,42,0
"281",1890-10-08,77,49,0
"282",1890-10-09,83,52,0
"283",1890-10-10,88,57,0
"284",1890-10-11,85,57,0
"285",1890-10-12,88,66,0
"286",1890-10-13,79,52,0.37
"287",1890-10-14,66,40,0
"288",1890-10-15,72,47,0.03
"289",1890-10-16,66,45,0.88
"290",1890-10-17,76,42,0
"291",1890-10-18,63,48,0
"292",1890-10-19,61,32,0
"293",1890-10-20,62,39,0
"294",1890-10-21,58,45,0
"295",1890-10-22,64,36,0
"296",1890-10-23,69,30,0
"297",1890-10-24,72,36,0
"298",1890-10-25,63,40,0
"299",1890-10-26,54,40,0
"300",1890-10-27,60,25,0
"301",1890-10-28,64,35,0
"302",1890-10-29,63,40,0
"303",1890-10-30,50,32,0.2
"304",1890-10-31,51,22,0
"305",1890-11-01,67,36,0
"306",1890-11-02,55,38,0
"307",1890-11-03,50,30,0
"308",1890-11-04,63,32,0
"309",1890-11-05,80,42,0
"310",1890-11-06,76,49,0
"311",1890-11-07,66,40,0
"312",1890-11-08,59,36,0.43
"313",1890-11-09,66,34,0.39
"314",1890-11-10,54,26,0
"315",1890-11-11,48,23,0
"316",1890-11-12,60,23,0
"317",1890-11-13,64,30,0
"318",1890-11-14,59,35,0.17
"319",1890-11-15,62,47,0.76
"320",1890-11-16,50,46,0.56
"321",1890-11-17,50,42,0.03
"322",1890-11-18,65,34,0
"323",1890-11-19,64,30,0
"324",1890-11-20,69,35,0
"325",1890-11-21,70,39,0
"326",1890-11-22,58,30,0
"327",1890-11-23,61,25,0
"328",1890-11-24,66,39,0
"329",1890-11-25,58,38,0
"330",1890-11-26,48,25,0
"331",1890-11-27,53,27,0
"332",1890-11-28,63,32,0
"333",1890-11-29,54,27,0
"334",1890-11-30,59,28,0
"335",1890-12-01,51,34,0
"336",1890-12-02,44,25,0
"337",1890-12-03,39,21,0
"338",1890-12-04,37,17,0
"339",1890-12-05,43,28,0
"340",1890-12-06,40,28,0
"341",1890-12-07,32,22,0
"342",1890-12-08,36,21,0
"343",1890-12-09,55,18,0
"344",1890-12-10,65,32,0
"345",1890-12-11,57,37,0
"346",1890-12-12,46,19,0
"347",1890-12-13,52,19,0
"348",1890-12-14,50,25,0
"349",1890-12-15,49,26,0
"350",1890-12-16,47,35,0
"351",1890-12-17,45,19,0
"352",1890-12-18,60,18,0
"353",1890-12-19,62,35,0
"354",1890-12-20,61,45,0
"355",1890-12-21,55,35,0
"356",1890-12-22,64,25,0
"357",1890-12-23,55,28,0
"358",1890-12-24,44,19,0.27
"359",1890-12-25,31,21,0.1
"360",1890-12-26,33,7,0
"361",1890-12-27,39,23,0
"362",1890-12-28,52,16,0
"363",1890-12-29,56,28,0
"364",1890-12-30,53,35,0
"365",1890-12-31,59,47,0.01
"366",1891-01-01,60,30,0.32
"367",1891-01-02,33,21,0.02
"368",1891-01-03,37,13,0
"369",1891-01-04,45,21,0.01
"370",1891-01-05,40,23,0.1
"371",1891-01-06,43,21,0
"372",1891-01-07,39,28,0
"373",1891-01-08,35,27,0.13
"374",1891-01-09,36,28,0.05
"375",1891-01-10,34,28,0.02
"376",1891-01-11,37,28,0
"377",1891-01-12,35,20,0
"378",1891-01-13,45,13,0
"379",1891-01-14,47,23,0
"380",1891-01-15,49,30,0
"381",1891-01-16,43,28,0
"382",1891-01-17,43,21,0
"383",1891-01-18,54,22,0
"384",1891-01-19,58,27,0
"385",1891-01-20,56,30,0.03
"386",1891-01-21,45,30,0.06
"387",1891-01-22,38,28,0
"388",1891-01-23,44,20,0
"389",1891-01-24,39,22,0
"390",1891-01-25,53,26,0
"391",1891-01-26,62,30,0
