"","Date","tmax","tmin","prcp"
"1",1891-01-01,73,49,0
"2",1891-01-02,69,57,0.2
"3",1891-01-03,63,46,0
"4",1891-01-04,60,44,0
"5",1891-01-05,67,36,0
"6",1891-01-06,64,37,0
"7",1891-01-07,66,41,0
"8",1891-01-08,69,47,0
"9",1891-01-09,70,52,0
"10",1891-01-10,70,60,0.08
"11",1891-01-11,72,60,0.48
"12",1891-01-12,69,51,0
"13",1891-01-13,52,40,0
"14",1891-01-14,56,33,0
"15",1891-01-15,70,38,0
"16",1891-01-16,65,55,0.12
"17",1891-01-17,64,51,0.08
"18",1891-01-18,57,48,0
"19",1891-01-19,63,39,0
"20",1891-01-20,68,38,0
"21",1891-01-21,74,48,0
"22",1891-01-22,66,53,0.96
"23",1891-01-23,64,46,0
"24",1891-01-24,64,49,0.03
"25",1891-01-25,57,42,0
"26",1891-01-26,64,38,0
"27",1891-01-27,72,40,0
"28",1891-01-28,78,56,0
"29",1891-01-29,79,60,0
"30",1891-01-30,82,58,0
"31",1891-01-31,81,63,0
"32",1891-02-01,81,62,0
"33",1891-02-02,80,64,0
"34",1891-02-03,79,63,0
"35",1891-02-04,71,58,0.04
"36",1891-02-05,72,50,0
"37",1891-02-06,77,54,0
"38",1891-02-07,76,58,0
"39",1891-02-08,81,60,0
"40",1891-02-09,82,66,0
"41",1891-02-10,79,67,0
"42",1891-02-11,81,66,0.05
"43",1891-02-12,82,64,0
"44",1891-02-13,81,63,0
"45",1891-02-14,81,62,0
"46",1891-02-15,81,65,0.16
"47",1891-02-16,82,68,0
"48",1891-02-17,80,67,0
"49",1891-02-18,84,64,0
"50",1891-02-19,86,67,0
"51",1891-02-20,84,64,0
"52",1891-02-21,81,61,0.24
"53",1891-02-22,69,62,0.21
"54",1891-02-23,74,55,0
"55",1891-02-24,80,60,0
"56",1891-02-25,77,61,0
"57",1891-02-26,78,56,0.28
"58",1891-02-27,57,38,0
"59",1891-02-28,68,38,0
"60",1891-03-01,72,47,0
"61",1891-03-02,74,54,0
"62",1891-03-03,75,52,0
"63",1891-03-04,76,63,0
"64",1891-03-05,80,62,0
"65",1891-03-06,81,61,0
"66",1891-03-07,81,67,0.25
"67",1891-03-08,81,68,0
"68",1891-03-09,78,60,0.3
"69",1891-03-10,72,48,0
"70",1891-03-11,80,61,0
"71",1891-03-12,76,64,0.12
"72",1891-03-13,74,63,0.25
"73",1891-03-14,65,46,0
"74",1891-03-15,70,46,0
"75",1891-03-16,78,56,1.94
"76",1891-03-17,68,59,0.05
"77",1891-03-18,68,58,0
"78",1891-03-19,78,52,0
"79",1891-03-20,75,59,0.13
"80",1891-03-21,77,65,0.2
"81",1891-03-22,70,60,0
"82",1891-03-23,69,55,0
"83",1891-03-24,74,52,0
"84",1891-03-25,81,54,0
"85",1891-03-26,79,64,0
"86",1891-03-27,73,61,0
"87",1891-03-28,69,55,0
"88",1891-03-29,76,52,0
"89",1891-03-30,80,53,0
"90",1891-03-31,78,62,0
"91",1891-04-01,80,68,0
"92",1891-04-02,79,68,0
"93",1891-04-03,68,55,0
"94",1891-04-04,62,50,0
"95",1891-04-05,62,41,0
"96",1891-04-06,57,38,0
"97",1891-04-07,66,38,0
"98",1891-04-08,76,44,0
