"","Date","tmax","tmin","prcp"
"1",1899-01-01,45,4,0
"2",1899-01-02,41,19,0
"3",1899-01-03,34,24,0.06
"4",1899-01-04,32,4,0
"5",1899-01-05,28,0,0
"6",1899-01-06,45,1,0
"7",1899-01-07,43,12,0
"8",1899-01-08,30,15,0.3
"9",1899-01-09,35,-2,0
"10",1899-01-10,39,-5,0
"11",1899-01-11,32,20,0.55
"12",1899-01-12,29,19,0.38
"13",1899-01-13,35,-5,0.04
"14",1899-01-14,30,-2,0
"15",1899-01-15,45,-5,0
"16",1899-01-16,50,20,0
"17",1899-01-17,38,9,0
"18",1899-01-18,38,4,0
"19",1899-01-19,42,8,0
"20",1899-01-20,39,7,0
"21",1899-01-21,44,7,0
"22",1899-01-22,44,13,0
"23",1899-01-23,28,15,0
"24",1899-01-24,38,10,0
"25",1899-01-25,40,22,0
"26",1899-01-26,50,28,0
"27",1899-01-27,45,20,0
"28",1899-01-28,51,25,0
"29",1899-01-29,50,18,0
"30",1899-01-30,48,27,0
"31",1899-01-31,47,32,0
"32",1899-02-01,41,30,0
"33",1899-02-02,31,20,0.67
"34",1899-02-03,24,17,0.84
"35",1899-02-04,23,14,0.18
"36",1899-02-05,21,-9,0.51
"37",1899-02-06,17,-21,0
"38",1899-02-07,32,-18,0
"39",1899-02-08,50,22,0
"40",1899-02-09,51,14,0
"41",1899-02-10,48,10,0
"42",1899-02-11,46,12,0
"43",1899-02-12,42,13,0
"44",1899-02-13,48,17,0
"45",1899-02-14,43,20,0
"46",1899-02-15,49,17,0
"47",1899-02-16,42,15,0
"48",1899-02-17,46,19,0
"49",1899-02-18,42,28,0
"50",1899-02-19,52,22,0
"51",1899-02-20,53,21,0
"52",1899-02-21,54,29,0
"53",1899-02-22,53,26,0
"54",1899-02-23,50,21,0
"55",1899-02-24,40,25,0.1
"56",1899-02-25,32,19,0.28
"57",1899-02-26,44,18,0
"58",1899-02-27,47,18,0
"59",1899-02-28,50,25,0
"60",1899-03-01,52,25,0
"61",1899-03-02,55,30,0
"62",1899-03-03,45,26,0
"63",1899-03-04,49,23,0
"64",1899-03-05,53,19,0
"65",1899-03-06,60,19,0
"66",1899-03-07,63,21,0
"67",1899-03-08,58,27,0
"68",1899-03-09,50,31,0
"69",1899-03-10,31,18,0.06
"70",1899-03-11,40,10,0
"71",1899-03-12,45,11,0
"72",1899-03-13,37,20,0.08
"73",1899-03-14,44,6,0.06
"74",1899-03-15,51,21,0
"75",1899-03-16,54,25,0
