"","Date","tmax","tmin","prcp"
"1",1890-01-01,20,6,0
"2",1890-01-02,4,-3,0
"3",1890-01-03,21,-5,0
"4",1890-01-04,25,12,0.28
"5",1890-01-05,12,-2,0
"6",1890-01-06,10,-10,0
"7",1890-01-07,32,4,0
"8",1890-01-08,42,28,0
"9",1890-01-09,45,31,0
"10",1890-01-10,44,17,0
"11",1890-01-11,31,7,0.02
"12",1890-01-12,8,2,0.5
"13",1890-01-13,8,-9,0.01
"14",1890-01-14,22,3,0.16
"15",1890-01-15,-1,-10,0.1
"16",1890-01-16,5,-20,0
"17",1890-01-17,8,-9,0
"18",1890-01-18,15,-4,0
"19",1890-01-19,6,-8,0
"20",1890-01-20,6,-11,0
"21",1890-01-21,-1,-12,0
"22",1890-01-22,16,-10,0.07
"23",1890-01-23,7,-2,0
"24",1890-01-24,36,-5,0
"25",1890-01-25,48,27,0
"26",1890-01-26,40,28,0
"27",1890-01-27,38,16,0
"28",1890-01-28,40,24,0
"29",1890-01-29,44,27,0
"30",1890-01-30,52,34,0
"31",1890-01-31,27,20,0
"32",1890-02-01,41,20,0
"33",1890-02-02,50,34,0
"34",1890-02-03,35,27,0
"35",1890-02-04,60,32,0
"36",1890-02-05,29,20,0
"37",1890-02-06,37,19,0
"38",1890-02-07,41,14,0.04
"39",1890-02-08,31,2,0
"40",1890-02-09,38,21,0
"41",1890-02-10,53,25,0
"42",1890-02-11,31,23,0
"43",1890-02-12,52,17,0
"44",1890-02-13,55,28,0
"45",1890-02-14,44,26,0
"46",1890-02-15,62,28,0
"47",1890-02-16,23,16,0
"48",1890-02-17,26,14,0
"49",1890-02-18,19,-1,0
"50",1890-02-19,20,4,0.01
"51",1890-02-20,11,-11,0
"52",1890-02-21,21,0,0
"53",1890-02-22,27,15,0.15
"54",1890-02-23,53,22,0
"55",1890-02-24,31,23,0
"56",1890-02-25,5,-5,0.18
"57",1890-02-26,1,-8,0.01
"58",1890-02-27,1,-12,0.01
"59",1890-02-28,10,-18,0
"60",1890-03-01,12,-7,0
"61",1890-03-02,34,-3,0
"62",1890-03-03,39,18,0
"63",1890-03-04,20,4,0
"64",1890-03-05,17,5,0.03
"65",1890-03-06,13,3,0.24
"66",1890-03-07,26,10,0.02
"67",1890-03-08,29,11,0
"68",1890-03-09,35,24,0.04
"69",1890-03-10,41,32,0
"70",1890-03-11,46,32,0
