"","Date","tmax","tmin","prcp"
"1",1892-01-01,32,-5,0
"2",1892-01-02,38,2,0
"3",1892-01-03,50,16,0
"4",1892-01-04,46,32,0
"5",1892-01-05,21,10,0.16
"6",1892-01-06,20,-12,0
"7",1892-01-07,36,6,0
"8",1892-01-08,23,-1,0
"9",1892-01-09,18,2,0
"10",1892-01-10,0,-7,0.06
"11",1892-01-11,-1,-29,0
"12",1892-01-12,5,-22,0
"13",1892-01-13,10,-17,0
"14",1892-01-14,29,-11,0
"15",1892-01-15,40,4,0
"16",1892-01-16,37,10,0
"17",1892-01-17,15,-2,0.15
"18",1892-01-18,10,-19,0
"19",1892-01-19,44,-7,0
"20",1892-01-20,35,7,0
"21",1892-01-21,42,5,0
"22",1892-01-22,33,2,0
"23",1892-01-23,36,5,0
"24",1892-01-24,37,3,0
"25",1892-01-25,36,4,0
"26",1892-01-26,39,10,0
"27",1892-01-27,43,24,0
"28",1892-01-28,40,11,0
"29",1892-01-29,51,17,0
"30",1892-01-30,57,22,0
"31",1892-01-31,33,26,0.38
"32",1892-02-01,30,22,0.04
"33",1892-02-02,32,-2,0
"34",1892-02-03,29,-5,0
"35",1892-02-04,31,4,0
"36",1892-02-05,30,2,0
"37",1892-02-06,27,5,0.4
"38",1892-02-07,22,-11,0
"39",1892-02-08,23,-13,0
"40",1892-02-09,26,-5,0
"41",1892-02-10,48,1,0
"42",1892-02-11,44,9,0
"43",1892-02-12,49,14,0
"44",1892-02-13,43,12,0
"45",1892-02-14,30,8,0.01
"46",1892-02-15,38,5,0
"47",1892-02-16,42,10,0
"48",1892-02-17,41,13,0
"49",1892-02-18,47,22,0
"50",1892-02-19,50,20,0
"51",1892-02-20,52,24,0
"52",1892-02-21,54,25,0
"53",1892-02-22,52,29,0
"54",1892-02-23,41,21,0
"55",1892-02-24,45,15,0
"56",1892-02-25,45,16,0
"57",1892-02-26,51,21,0
"58",1892-02-27,40,27,0
"59",1892-02-28,48,21,0
"60",1892-02-29,54,24,0
"61",1892-03-01,55,27,0
"62",1892-03-02,51,29,0
"63",1892-03-03,49,31,0
"64",1892-03-04,51,22,0
"65",1892-03-05,50,27,0
"66",1892-03-06,45,26,0.16
"67",1892-03-07,56,23,0
"68",1892-03-08,59,28,0
"69",1892-03-09,37,25,0
"70",1892-03-10,56,17,0
"71",1892-03-11,65,21,0
"72",1892-03-12,66,26,0
"73",1892-03-13,55,28,0
"74",1892-03-14,33,24,0.35
"75",1892-03-15,29,16,0.08
"76",1892-03-16,23,8,0.07
"77",1892-03-17,30,-4,0
"78",1892-03-18,37,9,0
"79",1892-03-19,43,20,0
"80",1892-03-20,32,24,0.19
"81",1892-03-21,39,24,0.02
"82",1892-03-22,48,24,0
"83",1892-03-23,49,22,0
"84",1892-03-24,51,22,0
"85",1892-03-25,38,24,0
"86",1892-03-26,43,17,0
"87",1892-03-27,52,17,0
"88",1892-03-28,57,31,0
"89",1892-03-29,52,29,0
"90",1892-03-30,52,31,0
"91",1892-03-31,37,26,0.38
"92",1892-04-01,43,19,0.04
"93",1892-04-02,48,23,0
"94",1892-04-03,40,26,0.04
"95",1892-04-04,38,28,0.62
"96",1892-04-05,47,13,0
"97",1892-04-06,58,30,0
